title,link,published,source,pub_date
Water-centric framework for confinement catalysis: Beyond nanomaterials,https://www.cell.com/chem/fulltext/S2451-9294(25)00423-1?rss=yes,2026-01-23 00:00:00 UTC,Chem,2026-01-23 00:00:00+00:00
Gladys Mae West obituary: mathematician who pioneered GPS technology,https://www.nature.com/articles/d41586-026-00254-z,2026-01-23 00:00:00 UTC,Nature,2026-01-23 00:00:00+00:00
"Briefing Chat: The canny cow that can use tools, and how babies share their microbiomes",https://www.nature.com/articles/d41586-026-00235-2,2026-01-23 00:00:00 UTC,Nature,2026-01-23 00:00:00+00:00
"Marvellous microbes, memory and the multiverse: Books in brief",https://www.nature.com/articles/d41586-026-00241-4,2026-01-23 00:00:00 UTC,Nature,2026-01-23 00:00:00+00:00
Guinea-Bissau suspends US-funded vaccine trial as African scientists question its motives,https://www.nature.com/articles/d41586-026-00220-9,2026-01-23 00:00:00 UTC,Nature,2026-01-23 00:00:00+00:00
Write and erase: Macrocyclic effectors regulate imine expression in water,https://www.cell.com/chem/fulltext/S2451-9294(25)00425-5?rss=yes,2026-01-23 00:00:00 UTC,Chem,2026-01-23 00:00:00+00:00
Enantioselective reductive couplings and related transformations under cooperative photoredox catalysis,http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D5CS01154J,2026-01-23 00:00:00 UTC,RSC - Chem. Soc. Rev. latest articles,2026-01-23 00:00:00+00:00
Transforming a general design strategy into elastomer-crosslinked hybrid hydrogels with co-constructed hydrophobic–hydrophilic networks for electronic skin,https://www.sciencedirect.com/science/article/pii/S1369702126000428?dgcid=rss_sd_all,2026-01-23 00:00:00 UTC,ScienceDirect Publication: Materials Today,2026-01-23 00:00:00+00:00
Achieving near-isotropic low thermal expansion in anisotropic lattice via microscopic magnetic structure design,https://www.sciencedirect.com/science/article/pii/S136970212600026X?dgcid=rss_sd_all,2026-01-23 00:00:00 UTC,ScienceDirect Publication: Materials Today,2026-01-23 00:00:00+00:00
Leveraging the power of metasurfaces,https://www.nature.com/articles/s41563-025-02469-3,2026-01-23 00:00:00 UTC,Nature Materials,2026-01-23 00:00:00+00:00
Heat-shrinkable conformal electronics,https://www.nature.com/articles/s41578-026-00892-9,2026-01-23 00:00:00 UTC,Nature Reviews Materials,2026-01-23 00:00:00+00:00
Fabric topological haptic proxy for interactive virtual reality,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag041/8439535?rss=1,2026-01-23 00:00:00 UTC,National Science Review Advance Access,2026-01-23 00:00:00+00:00
A mantle assist for the early geodynamo and planetary shielding,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag046/8439531?rss=1,2026-01-23 00:00:00 UTC,National Science Review Advance Access,2026-01-23 00:00:00+00:00
