title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract
Cleavage of mRNAs by a minority of pachytene piRNAs improves sperm fitness,https://www.nature.com/articles/s41586-026-10102-9,Nature,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,,"Animals use 18–33-nucleotide PIWI-interacting RNAs (piRNAs) to silence transposons in germ cells1,2,3. In addition to transposon-silencing piRNAs, placental mammals make pachytene piRNAs4,5, an abundant class of testis-specific small RNAs derived from long noncoding RNA precursors. Although the sites of pachytene piRNA precursor transcription are often conserved among placental mammals, the sequences of the piRNAs themselves are rapidly diverging, even in the human population6. Consequently, the biological function and mechanism of action of pachytene piRNAs remain debated. Here we report that most mouse pachytene piRNAs have no biological function but instead ‘selfishly’ promote their own production. Our data suggest that pachytene piRNAs direct endonucleolytic cleavage of partially complementary targets and neither activate nor repress mRNA translation. Although many pachytene piRNAs guide cleavage of specific mRNAs, few alter the steady-state abundance of their targets. The minority of pachytene piRNAs that reduce target mRNA abundance enhance sperm fitness, thereby ensuring production of the entire pachytene piRNA repertoire. Together, our findings explain the lack of conservation of most pachytene piRNA sequences and suggest that these ‘selfish’ small RNAs persist in mammalian evolution because target cleavage by a tiny minority of piRNAs supports male fertility.",nature_html,0
Orchestrating structure and chemistry dynamics for cluster catalysis,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag072/8460542?rss=1,National Science Review Advance Access,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,10.1093/nsr/nwag072/8460542,"Supported metal clusters maximize atom efficiency and expose diverse low-coordination metal motifs, but under reaction conditions, they are inherently fluxional—adsorbed reactants can constantly reform and even break the underlying metal–metal and metal–support bonds, generating an ensemble of metastable structures for catalysis. Identification of the interplay between supported clusters and surface chemistries is vital but a challenge for their complex dynamic evolutions. Here, we uncover three characteristic and universal regimes: (i) a fluxional regime, where fast restructuring erases site individuality; (ii) a kinetically trapped regime, where slow restructuring freezes the catalyst into a single geometry; and (iii) a unique coupled regime, where structural dynamics and chemistry occur on comparable timescales and where multiple metastable motifs actively participate in turnover. Moreover, we identify a single, dimensionless metric, N",rss_oup,0
Cascade of fractional quantum Hall states in two-dimensional system,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag079/8460550?rss=1,National Science Review Advance Access,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,10.1093/nsr/nwag079/8460550,"The observation of fractional quantum Hall (FQH) effect in two-dimensional electron gases ushered in the investigations of topological phases driven by strong electron correlations. Their remarkable features include fractionalized elementary excitations, gapless boundary states, and nontrivial quantum entanglement patterns. Thanks to the persistent efforts of building new platforms and making higher quality samples, a diverse plethora of FQH states have been unveiled in experiments. We report a systematic study of ultrahigh quality GaAs/AlGaAs quantum wells with mobility up to ${\rm{\ 3}}{\rm{.7}} \times {\rm{1}}{{{\rm{0}}}^{\rm{7}}}{\rm{ c}}{{{\rm{m}}}^2}{{{\rm{V}}}^{ - 1}}{{{\rm{s}}}^{ - 1}}$ using quantum transport measurements in nuclear adiabatic demagnetization and dilution refrigerators down to 1 mK. In addition to many FQH states that have already been identified in previous works, new longitudinal resistance dips are observed at filling factors 17/33 and 15/31. The application of an in-plane magnetic field causes disparate variations of the FQH states. Theoretical foundation of these states is discussed in the framework of composite fermion theory. While most fractions can be explained as non-interacting composite fermions forming integer quantum Hall states, a few states correspond to FQH states of composite fermions that arise from residual interaction between them. We summarize the observed fractions in the range of 0 < $\nu $ < 2 and propose a pattern to account for their experimental appearance that provides an intuitive picture about the relative strengths of different FQH states.",rss_oup,0
Symmetry-enforced topological dirac semimetal for giant spin–orbit torque with ultralow power dissipation,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag077/8460551?rss=1,National Science Review Advance Access,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,10.1093/nsr/nwag077/8460551,"Current-driven spin–orbit torque (SOT) enables electrical control of magnetization for next-generation memory and logic, but reducing switching current and power consumption is still a major challenge. Topological semimetals provide an attractive platform because they combine metallic conductivity with topological states that can efficiently generate spin currents. However, while most studied systems rely on accidental band inversions, the SOT response of symmetry-enforced Dirac semimetals remains largely unexplored. Here, we demonstrate that the nonsymmorphic symmetry-enforced Dirac semimetal hexagonal SrIrO3 exhibits record-high SOT efficiency. In-situ",rss_oup,0
Large-scale analogue quantum simulation using atom dot arrays,https://www.nature.com/articles/s41586-025-10053-7,Nature,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,,"In pursuit of a practical quantum advantage1, analogue quantum systems provide an invaluable way to simulate the physics of quantum materials2,3,4, quantum systems out of equilibrium5,6 or interaction-induced localization7. Notable recent progress to realize such systems has been achieved in ultracold atoms8,9,10,11,12, superconducting circuits13,14,15 and twisted van der Waals materials16,17,18,19. However, so far, these platforms have struggled to simulate large-scale strongly interacting fermionic systems at low temperatures, at which electronic correlations dominate materials properties and numerical simulations remain restricted in accuracy and scope20,21. Here we demonstrate the realization of a new platform consisting of large-scale 2D arrays of sub-nanometre precision-engineered atom-based quantum dots (15,000 sites) to simulate strongly interacting, low-temperature physics. By observing a metal–insulator (MI) transition on a 2D square lattice of atom-based quantum dots, we demonstrate independent and precise control of the on-site interaction U and tunnelling t. Magneto-transport measurements further indicate the formation of an insulating state driven by Mott–Hubbard/Anderson physics and promising signatures of correlated electron physics. These precision-engineered analogue quantum simulators provide a unique platform to simulate quantum materials on arbitrary 2D lattices and to explore many unanswered questions in the formation of quantum magnetism, interacting topological quantum matter and unconventional superconductivity.",nature_html,0
"Atmospheric H2 variability over the past 1,100 years",https://www.nature.com/articles/s41586-026-10099-1,Nature,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,,"Anthropogenic emissions of hydrogen (H2) are expected to rise if H2 energy technology is widely implemented as part of the green energy transition1,2. Although atmospheric H2 is not radiatively active, it warms the Earth’s climate through chemical effects on methane, ozone and water vapour1,2,3,4,5,6. Predicting the atmospheric response to anthropogenic perturbations is challenging, in part because of the limited duration of the modern instrumental record7. Ice core measurements of H2 can extend the observational record, providing information about anthropogenic and natural perturbations and the biogeochemical controls on H2 levels over long timescales. However, ice core measurements of H2 are challenging because of the high permeability of H2 in ice8,9. Here we present an ice core record of atmospheric H2 recovered from a Greenland ice core, spanning the past millennium. The record shows a 70–111% (2σ) rise in atmospheric H2 from the pre-industrial to the modern era, consistent with increasing direct emissions from fossil fuel burning and increased atmospheric concentrations of H2 precursors. The pre-industrial record also shows a 4–25% (2σ) decrease in H2 levels during the Little Ice Age (LIA), indicating that H2 biogeochemistry may be sensitive to climate change. The findings suggest that the sensitivity of H2 sources and sinks to climate warming should be considered in estimates of the radiative consequences of rising anthropogenic H2 emissions.",nature_html,0
"PtdIns(3,5)P2 is an endogenous ligand of STING in innate immune signalling",https://www.nature.com/articles/s41586-025-10084-0,Nature,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,,"Exposure to cytosolic DNA triggers innate immune responses through cyclic GMP–AMP (cGAMP) synthase (cGAS)1,2,3. After binding to DNA, cGAS produces cGAMP as a second messenger that binds to stimulator of interferon genes (STING), a signalling adaptor protein anchored to the endoplasmic reticulum (ER)3,4,5. STING then traffics from the ER through the Golgi to perinuclear vesicle clusters, which leads to activation of the kinases TBK1 and IKK and subsequent induction of interferons and other cytokines6,7,8,9. Here we show that phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2; also known as PI(3,5)P2) is an endogenous ligand of STING that functions together with cGAMP to induce STING activation. Proteomic analyses identified a constitutive interaction between STING and PIKFYVE, an enzyme that produces PtdIns(3,5)P2 in mammalian cells. Deletion of PIKFYVE blocked STING trafficking from the ER and TBK1 activation. In vitro reconstitution uncovered a strong and selective effect of PtdIns(3,5)P2 on STING activation by cGAMP. PtdIns(3,5)P2 bound directly to STING in fluorescence resonance energy transfer assays. Consistently, cryo-electron microscopy revealed that PtdIns(3,5)P2 promotes cGAMP-induced STING oligomerization10, functioning as a molecular glue. Similar to PIKFYVE depletion, mutation of the PtdIns(3,5)P2-binding residues in STING largely blocked its trafficking and downstream signalling. These findings reveal that PtdIns(3,5)P2 is a lipid ligand of STING with essential roles in innate immunity.",nature_html,0
Biofluid biomarkers in Alzheimer’s disease and other neurodegenerative dementias,https://www.nature.com/articles/s41586-025-10018-w,Nature,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,,"Biofluid-based biomarkers have transformed neurodegenerative disease research and care, providing insights into the molecular underpinnings of Alzheimer’s disease (AD) and other neurodegenerative dementias. This Review provides an update on recent developments in biofluid-based biomarkers for amyloid-β (Aβ) pathology, tau pathology, neurodegeneration, glial reactivity, α-synuclein pathology, TAR DNA-binding protein 43 (TDP-43) pathology, synaptic pathophysiology and cerebrovascular disease—pathologies and processes that are all relevant to neurodegenerative dementias. Complementing longstanding cerebrospinal assays, improved technologies now facilitate the detection of molecules linked to neurodegenerative brain changes at very low concentrations in the blood. This promises to complement the clinical evaluation of suspected neurodegenerative disease in healthcare with molecular phenotyping biomarkers that will help to link the clinical symptoms to ongoing pathophysiological processes in the brain and improve how patients are referred to specialty clinics for initiation and monitoring of molecularly targeted treatments. Clinically relevant breakthroughs such as the use of anti-Aβ monoclonal antibodies to address Aβ pathology in AD serve as important proof-of-concept examples of how the field is advancing toward molecularly informed prevention and treatment. This Review provides an overview of the most established biofluid-based biomarkers currently in use and offers practical guidance on their interpretation and implementation in clinical settings.",nature_html,0
A universal concept for melting in mantle upwellings,https://www.nature.com/articles/s41586-025-10065-3,Nature,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,,"Deep mantle melting marks the onset of Earth differentiation1, yet a unifying framework for how buoyancy-driven mantle upwellings initiate melting and how such incipient melts evolve within the asthenosphere has remained elusive. Here we show that the first melts generated in any solid-state mantle upwelling are kimberlitic CO2-rich silicate melts that form at about 250 km depth through oxidation of elemental carbon to CO2 (refs. 2,3). Our experiments force a range of surface melts, derived from mantle plumes4 or broad upwellings5 (kimberlites, ocean island basalts and mid-ocean ridge basalts), into equilibrium with fertile mantle at adiabatic and super-adiabatic conditions at 7 GPa. The results define a framework in which redox melting at depth universally yields kimberlitic melts, which, while ascending through the asthenosphere by reactive porous flow6,7, evolve to higher degrees of melting, lesser volatiles and incompatible elements, but higher SiO2. Channelized flow7 in the lithosphere may then enable direct extraction of these melts, leading to kimberlites, where the lithosphere commences just above the C → CO2 redox front, to alkaline Si-undersaturated intraplate magmas where lithospheric thicknesses are 150–100 km, and to tholeiitic basalts below mid-ocean ridges where voluminous ‘dry’ melting becomes overwhelming. This framework is consistent with the widespread seismic low-velocity zone at about 250 km beneath mid-ocean ridges8,9 and aligns with ocean island and mid-ocean ridge basalts sampling the various geochemical mantle components at different degrees of melting in different proportions10,11.",nature_html,0
Resolving intervalley gaps and many-body resonances in moiré superconductors,https://www.nature.com/articles/s41586-025-10067-1,Nature,2026-02-04 00:00:00 UTC,2026-02-04 00:00:00+00:00,,"Magic-angle twisted multilayer graphene stands out as a highly tunable class of moiré materials that exhibit strong electronic correlations and robust superconductivity1,2,3,4. However, understanding the relationships between the low-temperature superconducting phase and the preceding correlated parent states remains a challenge. Here we use scanning tunnelling microscopy (STM) and spectroscopy to track the formation sequence of correlated phases established by the interplay of dynamic correlations, intervalley coherence and superconductivity in magic-angle twisted trilayer graphene (MATTG). We discover the existence of two well-resolved gaps pinned at the Fermi level within the superconducting doping range. Although the outer gap, previously associated with the pseudogap phase5,6, persists at high temperatures and magnetic fields, the newly revealed inner gap is more fragile, in line with previous transport experiments1,2,4. Andreev reflection spectroscopy taken at the same location confirms a clear trend that closely follows the doping behaviour of the inner gap and not the outer one. Moreover, spectroscopy taken at nanoscale domain boundaries further corroborates the contrasting behaviour of the two gaps, with the inner gap remaining resilient to structural variations. By comparing our results with recent topological heavy fermion (THF) models that include dynamical correlations7,8, we find that the outer gap probably arises from a splitting of the Abrikosov–Suhl–Kondo resonance9,10 owing to the breaking of the valley symmetry. Our results indicate an intricate yet tractable hierarchy of correlated phases in twisted multilayer graphene.",nature_html,0
