title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract
Biomimetic metal-drug coordination nanoplatform to counteract drug resistance in Pseudomonas aeruginosa via energy disruption,https://www.nature.com/articles/s41467-026-69712-6,Nature Communications,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,"The rapid emergence of antimicrobial resistance is a critical global health challenge that renders conventional antibiotics ineffective. Developing innovative strategies to resensitize drug-resistant pathogens to existing antibiotics represents a promising therapeutic approach. Here, we present a biomimetic nanoplatform (Ce-Car@EV NPs) through the rational integration of ginger-derived extracellular vesicles (EVs) and a pH-responsive cerium-carbenicillin coordination nanoparticles (Ce-Car NCPs). This design enables prolonged circulation and targeted degradation in acidic infection sites, releasing Ce4+ ions and carbenicillin. The released Ce4+ ions penetrate the bacterial cells, where they disrupt ATP synthesis, impede oxidative phosphorylation, and inhibit the activity of efflux pump. By depleting ATP, blocking efflux pumps, and thereby reversing bacterial resistance, Ce4+ ions act as a potent adjuvant to carbenicillin. Here we show that this strategy effectively restores carbenicillin efficacy against drug-resistant Pseudomonas aeruginosa both in vitro and in vivo, establishing a therapeutic strategy leveraging metallic adjuvants to counteract antimicrobial resistance.",nature_html,0
Engineering Chiroptical Interactions through Integrating Plasmonic Arrays with Cholesteric Nanocellulose,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202519964?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:00:00 UTC,2026-02-15 08:00:00+00:00,10.1002/adma.202519964,"ABSTRACT
                  Achieving scalable fabrication with precise control of chiroptical properties in chiral plasmonic materials remains challenging. We present a new family of engineered chiroptical composites comprising linearly assembled gold nanoparticle arrays integrated with cholesteric self‐assembled cellulose nanocrystals (CNCs). Aqueous CNC suspensions are cast onto pre‐assembled achiral plasmonic nanoparticle arrays via evaporation‐induced transfer imprinting lithography, yielding centimeter‐scale hybrid films with custom‐tailored chiroptical responses. During drying, CNCs co‐assemble with the gold nanoparticles at the interface, preserving the array's linear arrangement and keeping it isolated from the overlying cholesteric CNC layers. This configuration combines the linear dichroism of the plasmonic array with the linear birefringence of the CNC matrix, producing strong and tunable plasmonic circular dichroism at the surface lattice resonance, reaching 1217 ± 51 mdeg with a dissymmetry factor of –0.19 ± 0.02. Our approach provides a sustainable platform for engineering multifunctional chiral plasmonic materials with potential applications in optical sensing, photonic devices, and chiral biointerfaces.",crossref,0
In Situ Copper‐Mediated Electron Bridge Revolutionizes Aqueous Sulfur‐Based Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202520299?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:19:03 UTC,2026-02-15 08:19:03+00:00,10.1002/adma.202520299,"ABSTRACT
                  
                    The practical application of sulfur‐based batteries remains challenged by the sluggish charge transfer kinetics and structural instability of sulfur cathodes, largely attributed to the absence of efficient electron transport pathways and robust electrode architecture. Herein, we present an in situ electron bridge construction strategy by introducing a transition metal to tailor the electronic properties and reinforce the structure of sulfurized polyacrylonitrile (SPAN) cathode. The dynamic d‐p orbital hybridization between copper and SPAN within the electron bridge promotes bandgap closure, shifting the electronic character from a semiconducting state toward a metallic state, thereby establishing high‐speed electron transfer channels and accelerating redox kinetics. Simultaneously, the self‐assembled copper‐modified SPAN (CuSPAN), driven by in situ thermodynamically‐favorable process, intrinsically reinforces the cathode structure, conferring exceptional long‐term operational stability. As a result, the aqueous CuSPAN‐based battery achieves a high reversible capacity of 760 mAh g
                    −1
                    at 3 C and outstanding cyclic stability with 79.2% capacity retention over 50 000 cycles at 15 C, superior to previously reported aqueous sulfur batteries. To verify the practicality, a flexible pouch cell is built based on the CuSPAN cathode, Zn anode, and gel electrolytes, delivering a stable operating voltage (1.2 V), high energy density (950 Wh kg
                    −1
                    ), and remarkable cycling stability even under various harsh conditions.",crossref,0
Material Preparation Information File (MPIF): A Community‐Driven Standard for Reporting MOF Syntheses,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521420?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:20:32 UTC,2026-02-15 08:20:32+00:00,10.1002/adma.202521420,"ABSTRACT
                  The rapid growth of research on metal–organic frameworks (MOFs) and related porous materials has highlighted a critical need for standardized reporting of synthetic procedures and material properties. Synthesis consistency is often compromised by incomplete protocols and inconsistent nomenclature, with even well‐established MOFs exhibiting substantial variability depending on subtle and frequently unreported factors. To address this critical challenge, we introduce the Material Preparation Information File (MPIF), a modular, machine‐ and human‐readable format for documenting synthesis protocols alongside key characterization data. Built on the Self‐defining Text Archive and Retrieval (STAR) file architecture, MPIF consolidates essential information, including reagents, conditions, equipment, and handling procedures—into a structured format that supports both digital processing and practical laboratory use. To streamline MPIF creation and editing, a web‐based interface has been developed (mpif.jackdevans.com). By aligning with existing standards such as CIF and AIF, MPIF enables integration with databases, promotes FAIR data principles, and provides a foundation for data‐driven materials discovery, informatics, and automation. We envision MPIF becoming a community‐wide standard for transparent and consistent reporting of MOF and related material syntheses.",crossref,0
Sulfide‐Based Electrolytes for All‐Solid‐State Sodium Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202505208?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:21:47 UTC,2026-02-15 08:21:47+00:00,10.1002/aenm.202505208,"ABSTRACT
                  All‐solid‐state sodium batteries with abundant resources, low cost, high safety, and high energy density show promising potential for grid‐scale energy storage and electric vehicles, positioning them as strong candidates for the post‐lithium era. Among them, sulfide‐based solid electrolytes stand out due to the high room‐temperature ionic conductivity, comparable to that of liquid electrolytes, as well as their superior interfacial compatibility and ease of production, making them a rapidly growing focus of cutting‐edge research. Nevertheless, critical challenges persist in current sulfide‐based solid electrolytes research, including inadequate ionic conductivity, moisture sensitivity, and interfacial incompatibility, which deteriorate electrochemical performance and hinder practical implementation. Herein, a systematic overview of the structure, properties, and synthesis methods of several representative sulfide‐based solid electrolytes is provided. Next, the key challenges and current optimization strategies are comprehensively summarized. Additionally, the assembly and battery performance of sulfide‐based solid electrolytes in sodium systems, along with the long‐overlooked safety risks and technical bottlenecks for industrial production, are discussed. Finally, a summary and recommendations for the identified and potential challenges of sulfide‐based solid electrolytes for future research are proposed.",crossref,0
Engineered Bacterial Biomaterials for Augmenting Adoptive Immune Cell Therapy Against Solid Tumors,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522140?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:22:51 UTC,2026-02-15 08:22:51+00:00,10.1002/adma.202522140,"ABSTRACT
                  Adoptive immune cell therapy (ACT) represents one of the most promising strategies in cancer immunotherapy, leveraging genetically engineered immune cells to recognize and eradicate tumor cells with high specificity. Durable remissions have been achieved in hematological malignancies, particularly with CD19‐targeted chimeric antigen receptor T (CAR‐T) cell therapies. However, the efficacy of ACT in solid tumors remains limited due to the immunosuppressive tumor microenvironment, tumor heterogeneity, and poor infiltration and persistence of the effector cells within tumor sites. Bacterial biomaterials, encompassing live bacteria and their acellular platforms, for example, outer membrane vesicles, represent emerging classes of programmable systems capable of reshaping the tumor immune microenvironment. In this review, we briefly illustrate the underlying molecular mechanisms by which bacterial biomaterials remodel the tumor environment and underscore the advances in the use of engineered bacterial biomaterials to enhance the efficacy of ACT in solid tumors, highlighting the underlying basic principles and engineering strategies to augment current adoptive cellular therapies for overcoming their faced dilemmas in solid tumor settings.",crossref,0
Complementary Anion‐Cation Modulated Electrolyte with Balanced Conductivities for High‐Performance All‐Solid‐State Lithium‐Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72546?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:23:52 UTC,2026-02-15 08:23:52+00:00,10.1002/adma.72546,"ABSTRACT
                  
                    Solid‐state electrolytes with superionic conductivity and high compatibility with lithium‐metal anode are essential for high specific energy all‐solid‐state batteries. Here, we develop an argyrodite‐type solid‐state electrolyte that enables fast Li
                    +
                    transport and excellent interfacial compatibility with Li metal through a cooperative anion–cation modulation strategy. A robust anodic interface is spontaneously formed via the in situ reaction between Li metal and the tailored electrolyte. The cation Mo introduced into the electrolyte can be reduced to form a lithiophilic Li‐Mo alloy, while the anion N is capable of forming highly Li‐compatible Li
                    3
                    N. These interfacial products promote uniform Li stripping/plating and suppress parasitic reactions at the anodic interface. Meanwhile, Mo incorporation weakens the strong N─Li electrostatic interaction, ensuring rapid Li
                    +
                    migration within the electrolyte. The modulated electrolyte exhibits high dynamic stability and Li reversibility at the anodic side, enabling Li//Li symmetric cells to cycle stably for over 3100 h at 0.5 mA cm
                    −2
                    . The Li//LiNi
                    0.8
                    Co
                    0.1
                    Mn
                    0.1
                    O
                    2
                    batteries demonstrate an ultra‐stable long cycle life with 75% capacity retention over 1500 cycles at 4C (3.0 mA cm
                    −2
                    ), accompanied by an outstanding average coulombic efficiency of 99.99%. This work highlights an anion–cation cooperative modulation strategy for designing electrolytes that enable high‐performance all‐solid‐state lithium‐metal batteries.",crossref,0
Sulfur‐Modified Amorphous Noble‐Metal‐Free High‐Entropy Alloy Ultra‐Thin Nanosheets for Low‐Overpotential and Long‐Lifespan Li‐O2 Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72512?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:24:56 UTC,2026-02-15 08:24:56+00:00,10.1002/adma.72512,"ABSTRACT
                  
                    While noble‐metal‐free high‐entropy alloys (NHEA) represent promising low‐cost catalysts for Li‐O
                    2
                    batteries, their catalytic capability is limited by the low metal‐site utilization and unfavorable electronic structure inherent in conventional configurations. Herein, we report a novel design for a CuFeCoNiMn‐NHEA catalyst, characterized by its entirely amorphous structure and the Metal─S bonds (especially Ni─S) introduced by S‐doping. The successful synthesis of this catalyst relies on a rapid low‐temperature strategy, where the 5°C reaction temperature limits atomic diffusion and long‐range ordering, while the sub‐1‐min duration kinetically traps the atoms in a disordered state. Within this architecture, the ultra‐thin 2D morphology, disordered atomic arrangement, and unsaturated atomic coordination offer abundant active sites by eliminating constraints from crystal planes and boundaries; simultaneously, the Metal─S bonds significantly optimize the electronic structure. The electronegativity gradient between metal and S induces electron delocalization at metal sites, which lowers the d‐band center and optimizes the adsorption energy of
                    *
                    LiO
                    2
                    intermediates, thereby accelerating the redox kinetics. Meanwhile, strengthened Metal─S coordination elevates metal vacancy formation energies by 1–3 times, which suppresses atomic leaching to improve structural stability. Therefore, our unique catalyst achieves a low overpotential (0.48 V), and an exceptional lifespan (452 cycles), significantly outperforming most reported noble‐metal‐free catalysts.",crossref,0
Printable Deep‐Blue Fluorescent Light‐Emitting π‐Conjugated Polymers for All‐Organic RGB Visible Light Communication,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202514881?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:25:33 UTC,2026-02-15 08:25:33+00:00,10.1002/adma.202514881,"ABSTRACT
                  
                    All‐organic red‐green‐blue (RGB) visible light communication (VLC) systems hold significant promise for future wireless communications because they can be readily integrated with existing lighting infrastructures. However, the stability, efficiency, and exciton decay times of printed deep‐blue organic light‐emitting diodes (OLEDs) currently fall short of the high bandwidth, rapid response, and swift data transmission requirements of VLC systems. Herein, two printable deep‐blue fluorescent light‐emitting π‐conjugated polymers (LπCPs) were fabricated based on a multi‐dimensional self‐encapsulation strategy for application in all‐OLED RGB VLC systems. The printed fluorescent films displayed remarkably fast decay life‐times of ∼0.30 ns, enabling high bandwidth and fast response. The deep‐blue OLEDs presented a CIE coordinate of (0.15, 0.06), narrow deep‐blue emission with a full width at half maximum (FWHM) of 21 nm, high external quantum efficiency (EQE) of 1.94%, and high brightness of 6698 cd/m
                    2
                    with remarkable durability. Finally, preliminary printed all‐OLED RGB VLC systems were successfully established, and through efficient energy transfer, demonstrated the transmission of pseudo‐random binary sequence (PRBS) signals and audio data at a rate of 1 Mbps. The fast response times, on the order of microseconds, highlight the potential of these all‐OLED VLC systems for high‐speed data transmission.",crossref,0
Amorphous/Crystalline Heterojunction Engineered High‐Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517922?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:26:56 UTC,2026-02-15 08:26:56+00:00,10.1002/adma.202517922,"ABSTRACT
                  
                    The efficiency and durability of electrocatalysts for the alkaline hydrogen evolution reaction (HER) are impeded by high overpotentials and sluggish kinetics, limiting their practical application. Here, we present a novel class of RuSeTe‐based electrocatalysts featuring high‐density tensile strain induced by amorphous/crystalline heterojunctions, where the strain distribution density is precisely regulated via interface length manipulation. Theoretical and experimental analyses reveal that the tensile strain optimizes the d‐band center and water adsorption energy, significantly reducing the energy barrier of the Volmer step. The optimized RuSeTe catalyst achieves an ultralow overpotential of 20 mV at 10 mA cm
                    −
                    2
                    and a Tafel slope of 33 mV dec
                    −
                    1
                    in alkaline media, outperforming state‐of‐the‐art Ru‐based chalcogenides. Furthermore, the catalyst exhibits sustained durability for 1100 h (&gt;45 days) at a current density of 100 mA cm
                    −2
                    , maintaining a nearly constant potential throughout the test. This work proposes a universal strategy for inducing high‐density strain through amorphous/crystalline heterointerface engineering, offering new insights into designing efficient and stable HER catalysts.",crossref,0
