title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract
[ASAP] Tandem Photocatalytic CO2-to-C2H4 Conversion through an Intracellularly Interfaced Quantum Dot-Molecular Catalyst-Bacteria Biohybrid,http://dx.doi.org/10.1021/jacs.5c20893,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-01-01 12:18:18 UTC,2026-01-01 12:18:18+00:00,10.1021/jacs.5c20893,"Semiartificial photosynthetic system (SAPS) combines the strengths of microbial enzyme machinery and semiconductor light harvesters, offering a promising platform to achieve solar-driven CO2 conversion. However, existing CO2-fixing SAPSs are constrained by the limited choices of CO2-assimilating microorganisms, while the use of non-CO2-assimilating microbes in SAPS for solar-driven CO2 conversion has rarely been demonstrated. In this work, we developed an integrated nanobiohybrid by co-introducing quantum dots (QDs) and molecular catalysts (MCs) into a non-CO2-assimilating bacterium, Azotobacter vinelandii (A. vinelandii), enabling a cascade photocatalytic reduction of CO2 to C2H4 via CO intermediates. The intracellular microanaerobic environment protects the QD-MC assembly from O2 and promotes the photocatalytic CO2-to-CO conversion, while the intracellularly generated CO accelerates subsequent light-driven enzymatic synthesis of C2H4. The synergistic interactions among QD, MC, and bacteria were confirmed by fluorescent CO probing, time-resolved photoluminescence (TRPL), and in vitro control experiments. An optimized system achieved an accumulation of 7.9 μmol L-1 C2H4 over 7 days without loss of activity, showing a yield of 2.1 × 107 C2H4 per cell, surpassing the natural production by 162%. Our work introduced a novel integrated tandem biohybrid system that broadens the category of microbial organisms applied in CO2-fixing SAPS. We envision that this tandem biohybrid strategy can be extended to broader non-CO2-assimilating microbes for the production of other value-added chemicals beyond C2H4 from CO2.",pubmed,True
A Non-destructive UV Raman Characterisation Platform to Enable Insight into the Mechanism of Reversible Ultraviolet-Induced Degradation (UVID) in TOPCon Solar Cells,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE05078B,RSC - Energy Environ. Sci. latest articles,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,,"Ultraviolet light-induced degradation (UVID) has been reported across mainstream highefficiency Silicon (Si) solar cell architectures, including heterojunction (HJT), passivated emitter and rear cell (PERC) and tunnel oxide passivated contact (TOPCon) solar cells, causing up to 10% efficiency loss after continuous exposure to high UV doses.Encouragingly, this degradation has also been reported to be recoverable under certain conditions, such as light soaking. However, in the absence of a clear mechanistic understanding of both the degradation and recovery process, current testing protocols and stability metrics fall short of capturing the true UV resilience of these devices. Establishing a fundamental understanding of UVID is therefore critical for developing more predictive testing frameworks and durable cell architectures under real-world operating conditions. In this work, we demonstrate that the UVID of TOPCon silicon solar cells can be effectively recovered using light soaking in the first place. The recoverable macroscopic cell performance is subsequently found correlated with two reversible changes at the materials level: front surface reflectance by optical transmission of SiNx and a Boron-doped Si Raman peak by UV Raman spectroscopy. With further atom probe tomography (APT) investigation and theoretical modeling, the mechanisms of this reversible UVID and light soaking induced recovery (LSIR) process are identified. The elucidation of the reversible UVID mechanism at the atomic level directly informs the development of effective mitigation strategies. We demonstrate that the synchronous use of a thick AlOx film and a low Si:N ratio SiNx layer can improve the UVID resistance of TOPCon solar cells. Moreover, the non-destructive material level characterisation platform established in this work enables effective capture of the degree of UVID resistance in the design of durable TOPCon solar cells with the potential of in-line quality control.",rsc_html,False
Stepwise-controllable catalytic asymmetric Atherton–Todd reaction to access diverse P(V)-stereogenic compounds,https://www.nature.com/articles/s41557-025-02025-1,Nature Chemistry,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,,"The Atherton–Todd (A–T) reaction has long been regarded as a cornerstone method for synthesizing a wide array of phosphorus(V) compounds. However, despite its vast synthetic potential, achieving precise stereocontrol in this transformation remains a challenge. Here we present the highly efficient and direct asymmetric A–T reaction, using biomimetic peptide–phosphonium salt catalysts to enable the stepwise and precise synthesis of a diverse array of phosphorus(V)-based scaffolds. We demonstrate the efficient generation of three distinct stereogenic phosphorus(V) species—phosphoryl chlorides, phosphinates and phosphonates—while maintaining exceptional functional group compatibility and delivering outstanding enantioselectivity. Our mechanistic studies, complemented by density functional theory calculations, uncover the ability of the peptide–phosphonium salt catalysts to modulate the chiral environment, selectively recognizing and pre-assembling phosphorus substrates and/or nucleophilic species. This finely tuned chiral cavity facilitates a stepwise-controllable, enantioselective A–T reaction, providing an elegant strategy for the synthesis of stereochemically defined phosphorus ligands, bioactive molecules and oligonucleotides.",nature_html,False
Global profiling of arginine reactivity and ligandability in the human proteome,https://www.nature.com/articles/s41557-025-02012-6,Nature Chemistry,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,,"Despite the crucial biological functions of arginine, its reactivity and ligandability within the human proteome remain largely unexplored. Here we apply activity-based protein profiling (ABPP) with phenylglyoxal-based chemical probes to map arginine reactivity globally. Screening phenylglyoxal derivatives identified a probe with enhanced coverage and selectivity, enabling quantification of 4,606 arginine sites across human cell lines. Among these, critical residues regulate liquid–liquid phase separation. Arginine reactivity was further assessed by on-beads reductive dimethylation proteomics, revealing a subset of hyper-reactive sites. Competitive fragment screening using data-independent acquisition ABPP (DIA-ABPP) generated a ligandability map of arginine residues across 60 dicarbonyl compounds. This dataset revealed ligandable arginines that modulate protein activity, in particular protein–protein interactions, highlighting potential covalent drug targets. Together, this work provides a proteome-wide profile of arginine reactivity and ligandability, offering insights into the functional landscape of arginines and expanding the scope of covalent drug discovery to include arginine-targeting molecules.",nature_html,False
Critical transition of urban ozone formation regime in the North China Plain,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf596/8408452?rss=1,National Science Review Advance Access,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,10.1093/nsr/nwaf596/8408452,"Over the past decade, China has achieved remarkable progress in mitigating the aerosol pollution. However, ozone (O3) pollution still shows a worsening trend, implying that China’s control measures may have been less effective in tackling O3 pollution. Herein, we conduct synchronized observations of O3 and its precursors across 37 cities in the heavily polluted North China Plain (NCP) during the summer of 2021 and apply a unified observation-based model to diagnose O3 formation mechanisms. Our results reveal a significant transition in urban O3 formation regime, shifting from primarily VOC-limited to VOC–NOx co-limited across the NCP between 2010s and 2020s. Notably, the primary VOC species, their respective sources, and the optimal VOCs/NOx reduction ratios exhibit remarkable regional consistency. Modeling analyses further indicate that long-term national “Carbon Neutrality” strategy could effectively alleviate O3 pollution, with targeted VOC emission reductions from major anthropogenic sources offering the greatest mitigation potential. These findings underscore the efficacy of China’s endeavors in mitigating O3 pollution, although the effects are not immediately evident from ambient O3 concentrations. O3 pollution control in Chinese cities has reached a critical inflection point, offering considerable flexibility and feasibility in formulating future control policies.",rss_oup,False
Evolutionary convergence and divergence of hippocampal cytoarchitecture between rodents and primates revealed by single-cell spatial transcriptomics,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf595/8408467?rss=1,National Science Review Advance Access,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,10.1093/nsr/nwaf595/8408467,"The hippocampus comprises subregions of distinct cell types critical for memory and cognition, but their gene expression profiles and spatial distribution patterns remain to be clarified. Using single-cell spatial transcriptomic analysis and single-nucleus RNA sequencing, we obtained transcriptome-based atlases for the macaque, marmoset, and mouse hippocampus. Cross-species comparison revealed primate- and lamina-specific glutamatergic cell types in the subicular complex, as well as enrichment of VIP",rss_oup,False
A protease repurposed for thiotemplated amide synthesis,https://www.cell.com/chem/fulltext/S2451-9294(25)00506-6?rss=yes,Chem,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,,"In this issue of Chem, Hertweck, Groll, and co-workers characterize an amide-forming ligase central to closthioamide biosynthesis: CtaG. They provide a mechanistic and structural explanation for how CtaG repurposes a protease-like active site to catalyze amide-bond formation between two carrier protein-bound substrates.",rss_cell,False
Long-wavelength photocatalysis enabled by an in-situ-assembled manganese platform,https://www.cell.com/chem/fulltext/S2451-9294(25)00507-8?rss=yes,Chem,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,,"Advances in long-wavelength photocatalysis have drawn significant attention within organic synthesis. In this issue of Chem, Niu and co-workers describe a manganese-based long-wavelength photocatalytic platform that mediates alkene oxygenation and nitrogenation through a modular in situ assembly approach. The utility of this platform is demonstrated by its wide substrate scope, scalability, and efficient late-stage functionalization.",rss_cell,False
Halogen bonding in functional chiral systems,http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D5CS00938C,RSC - Chem. Soc. Rev. latest articles,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,,"The halogen bond (XB) is a directional noncovalent interaction formed between a halogen atom acting as an electrophilic site and a Lewis base. In recent years, it has shown great potential in the design of functional chiral systems. Due to its tunable interaction strength and pronounced directionality, the XB is becoming a powerful tool for constructing and controlling chirality at both molecular and supramolecular levels. In functional chiral systems, XBs are widely employed to induce, amplify, and transfer chirality, primarily arising from the directionally anisotropic electronic distribution on the surfaces of iodine, bromine, or chlorine atoms. This strategy enables precise construction and stereocontrol of chiral molecular assemblies, asymmetric catalysts, and chiroptical materials. In this review, we first discuss the fundamental properties of XBs and introduce several unconventional types of XBs to stimulate readers’ interest. Subsequently, we summarize the latest research progress in XB-based crystal engineering, chiral recognition and separation, chiroptical materials, and supramolecular assemblies. Various XB-mediated asymmetric catalytic systems are also examined, with particular attention paid to their reaction mechanisms and catalyst design strategies. Undoubtedly, living organisms are multilevel chiral systems–from individual protein molecules to large and complex biological structures–thus, this review also explores the potential roles of XBs in biological and biomimetic systems. Finally, we provide a summary and outlook on the current research status, existing challenges, and future opportunities of XBs in functional chiral systems. Through these discussions, this review aims to inspire further exploration of XBs in chiral systems, opening new avenues for supramolecular chemistry, asymmetric synthesis, catalysis, and the development of advanced chiroptical materials.",rsc_html,False
Designing physically separated bimetallic catalysts through cooperative redox enhancement (CORE),http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D4CS00479E,RSC - Chem. Soc. Rev. latest articles,2026-01-02 00:00:00 UTC,2026-01-02 00:00:00+00:00,,"Liquid-phase heterogeneous catalysis underpins numerous chemical manufacturing processes, ranging from essential products to renewable energy sources, such as hydrogen. Despite the differences in reactor setups and the driving forces between thermos- and electro-catalysis, it is commonly overlooked that the two disciplines are fundamentally governed by the same underlying fundamentals. In this tutorial review, we explore the similarities between electro- and thermocatalysis and introduce how electrochemical methodologies can be applied to characterize thermocatalysis to gain both fundamental and experimental insights. Here, we discuss the recent discovery of Cooperative Redox Enhancement (CORE), a phenomenon whereby selectivity differences for two electrochemical half reactions on two physically separated but electrochemically connected dissimilar metal catalyst particles lead to acceleration of the overall catalytic rate. This approach suggests a new paradigm for the design of heterogeneous catalysis.",rsc_html,False
