title,link,published,source,pub_date
Engineering Chiroptical Interactions through Integrating Plasmonic Arrays with Cholesteric Nanocellulose,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202519964?af=R,2026-02-15 08:00:00 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:00:00+00:00
In Situ Copper‐Mediated Electron Bridge Revolutionizes Aqueous Sulfur‐Based Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202520299?af=R,2026-02-15 08:19:03 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:19:03+00:00
Material Preparation Information File (MPIF): A Community‐Driven Standard for Reporting MOF Syntheses,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521420?af=R,2026-02-15 08:20:32 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:20:32+00:00
Sulfide‐Based Electrolytes for All‐Solid‐State Sodium Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202505208?af=R,2026-02-15 08:21:47 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:21:47+00:00
Engineered Bacterial Biomaterials for Augmenting Adoptive Immune Cell Therapy Against Solid Tumors,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522140?af=R,2026-02-15 08:22:51 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:22:51+00:00
Complementary Anion‐Cation Modulated Electrolyte with Balanced Conductivities for High‐Performance All‐Solid‐State Lithium‐Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72546?af=R,2026-02-15 08:23:52 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:23:52+00:00
Sulfur‐Modified Amorphous Noble‐Metal‐Free High‐Entropy Alloy Ultra‐Thin Nanosheets for Low‐Overpotential and Long‐Lifespan Li‐O2 Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72512?af=R,2026-02-15 08:24:56 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:24:56+00:00
Printable Deep‐Blue Fluorescent Light‐Emitting π‐Conjugated Polymers for All‐Organic RGB Visible Light Communication,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202514881?af=R,2026-02-15 08:25:33 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:25:33+00:00
Amorphous/Crystalline Heterojunction Engineered High‐Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517922?af=R,2026-02-15 08:26:56 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:26:56+00:00
Stabilizing Micro‐Sized Silicon Oxides by Durable Hydrogen Chemistry,https://onlinelibrary.wiley.com/doi/10.1002/anie.202521900?af=R,2026-02-15 08:28:48 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:28:48+00:00
Self‐Biased Electro‐Mineralization via Programmable Field Engineering for Energy‐Efficient Ocean Carbon Removal,https://onlinelibrary.wiley.com/doi/10.1002/anie.1737498?af=R,2026-02-15 08:29:54 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:29:54+00:00
Laser Processing of 3D Electrodes for High‐Performance Metal‐ion Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202519582?af=R,2026-02-15 08:30:49 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:30:49+00:00
Thermally Robust Hexagonally Perforated Lamellae Enabled by Asymmetric Bottlebrush Copolymers,https://onlinelibrary.wiley.com/doi/10.1002/anie.202523944?af=R,2026-02-15 08:30:57 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:30:57+00:00
Role of Wadsley Defects and Cation Disorder to Enhance MoNb12O33 Diffusion,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506454?af=R,2026-02-15 08:31:33 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:31:33+00:00
Three‐Dimensional Ag2Se Thermoelectric Network Advances Multimodal Intelligent Perception,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506640?af=R,2026-02-15 08:32:05 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:32:05+00:00
Quantum Dots Encapsulated in Porous Matrices for Artificial Photosynthesis: From H2 Evolution to CO2 Reduction and Beyond,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522563?af=R,2026-02-15 08:32:52 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:32:52+00:00
Bimolecular Hetero‐Spatial Co‐Passivation Enables Efficient MA‐Free Wide‐Bandgap Perovskites for All‐Perovskite Tandem Solar Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.70755?af=R,2026-02-15 08:33:29 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:33:29+00:00
"Highly Stable and Electrocatalytically Active Microflower‐Shaped, Fe2/Ni‐Coordinated N‐Doped Carbons With Vacancy Sites for Oxygen Redox Reactions",https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506668?af=R,2026-02-15 08:37:01 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:37:01+00:00
Anion‐Immobilized Polar Nanochannels in Metal‐Organic Frameworks Enable Ion‐Decoupled Transport for High‐Performance Solid‐State Sodium Batteries,https://onlinelibrary.wiley.com/doi/10.1002/anie.202525120?af=R,2026-02-15 08:38:00 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:38:00+00:00
Atomically Precise [Cu‐Cu54] Nanocluster‐Catalyzed Three‐Component Borylative Coupling of Alkynes with Alkyl Bromides and Chlorides,https://onlinelibrary.wiley.com/doi/10.1002/anie.202523716?af=R,2026-02-15 08:39:14 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:39:14+00:00
Porous Hybrid Soft Actuators From Liquid Crystal Networks and Lyotropic Chromonic Liquid Crystal Templated Hydrogels,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202516677?af=R,2026-02-15 08:40:40 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:40:40+00:00
Outside Front Cover: Combined In‐Solution and On‐Surface Synthesis of a Fully Fused Cross‐Shaped Phthalocyanine Pentamer,https://onlinelibrary.wiley.com/doi/10.1002/anie.2026-m0802010700?af=R,2026-02-15 08:40:56 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:40:56+00:00
Metal‐Free Scission of the NO+ Triple Bond,https://onlinelibrary.wiley.com/doi/10.1002/anie.202524527?af=R,2026-02-15 08:41:26 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:41:26+00:00
"100‐Fold Scaling‐Up, Gram‐Level and Direct Ambient Synthesis of Perovskite Quantum Dots with High Batch Consistency",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72580?af=R,2026-02-15 08:41:54 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:41:54+00:00
Defect‐Elimination Strategies for Fabricating High‐Strength and Highly Conductive MXene Fibers,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202514754?af=R,2026-02-15 08:41:55 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:41:55+00:00
RETRACTION: Manganese(I) Catalyzed Ortho C−H Allylation of Benzoic Acids,https://onlinelibrary.wiley.com/doi/10.1002/anie.2026-m0902043000?af=R,2026-02-15 08:42:08 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:42:08+00:00
Strain‐Induced Detectivity Enhancement in Intrinsically Stretchable Organic Photodetectors,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202514951?af=R,2026-02-15 08:43:01 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:43:01+00:00
Tailoring Coordination Micro‐Environments in Metal‐Based Molecular Complexes to Homogeneously Catalyze Li─S Battery Reactions,https://onlinelibrary.wiley.com/doi/10.1002/anie.202519282?af=R,2026-02-15 08:44:03 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:44:03+00:00
Modular Supramolecular Polycations Enable Efficient Delivery of Diverse RNA Therapeutics and Vaccines,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202513315?af=R,2026-02-15 08:44:06 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:44:06+00:00
Lithium‐mediated Reconfiguration Activates Oxygen Radical Coupling in Iridium Oxide for Efficient Acidic Water Oxidation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506195?af=R,2026-02-15 08:44:57 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:44:57+00:00
Facet‐Engineered Na2FeSiO4 Cathodes Realizing Zero‐Strain Operation and Ultra‐Stable Sodium Storage,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506481?af=R,2026-02-15 08:46:57 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:46:57+00:00
Chemomechanical Origin of Morphological Disparity in Lithium Metal Electrodeposition,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522026?af=R,2026-02-15 08:47:02 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:47:02+00:00
Entropy‐Stabilized NASICON Cathodes Enabling Efficient V4+/V5+ Redox and Unprecedented Cycling Durability for Sodium‐Ion Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506800?af=R,2026-02-15 08:47:26 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:47:26+00:00
High‐Efficiency Targeted Mitochondrial Transfer and AUTAC4‐Enhanced Dual Renewal Strategy for Rheumatoid Arthritis,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202514070?af=R,2026-02-15 08:48:50 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:48:50+00:00
Flow‐Induced Microdomain Alignment During Block Copolymer Graphoepitaxy,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202519483?af=R,2026-02-15 08:52:34 UTC,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:52:34+00:00
Inside Back Cover: Programmable Antigen‐Specific Immunity via Self‐Adjuvanting Nanovaccines Co‐Delivering Immune Modulators,https://onlinelibrary.wiley.com/doi/10.1002/anie.2026-m0402124700?af=R,2026-02-15 08:53:25 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:53:25+00:00
Inside Front Cover: Persistent Mono‐Oxo Bonding with Protactinium(V) Revealed in Highly Acidic Chloride Solutions,https://onlinelibrary.wiley.com/doi/10.1002/anie.2026-m0802040400?af=R,2026-02-15 08:53:26 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:53:26+00:00
High‐Performance Electrochromic Smart Window for Energy‐Saving Applications Based on WO3 and Polycarbazole,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.70756?af=R,2026-02-15 08:55:40 UTC,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:55:40+00:00
Dual‐Polarized Donor–Acceptor Polymer Unlocks Long‐Lived Triplet Excitons for High‐Efficiency H2O2 Photosynthesis,https://onlinelibrary.wiley.com/doi/10.1002/anie.202521132?af=R,2026-02-15 08:58:28 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:58:28+00:00
