title,link,published,source,pub_date
Distinct lattice distortion role in high entropy diboride ceramics,https://www.sciencedirect.com/science/article/pii/S1369702125004894?dgcid=rss_sd_all,2025-11-30 00:00:00 UTC,ScienceDirect Publication: Materials Today,2025-11-30 00:00:00+00:00
La(OH)3‐Based Lithium Ionic Conductor for Quasi‐Solid‐State Lithium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202516709?af=R,2025-11-30 04:49:08 UTC,Wiley: Advanced Materials: Table of Contents,2025-11-30 04:49:08+00:00
"Mesoionic N‐Heterocyclic Olefins, Imines, Thiones, Phosphinidenes and Their Application in Catalysis",https://onlinelibrary.wiley.com/doi/10.1002/anie.202520101?af=R,2025-11-30 04:53:22 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-11-30 04:53:22+00:00
Mitigating Structural Degradation in O3‐Layered Sodium‐Ion Cathodes: Insights from Mg Doping in NaNi0.2Fe0.4Mn0.4O2,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202503573?af=R,2025-11-30 04:55:00 UTC,Wiley: Advanced Energy Materials: Table of Contents,2025-11-30 04:55:00+00:00
Laser‐Directed Assembly of Stretchable Strain Sensors with Tunable Performance on Complex Curved Surfaces,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202515730?af=R,2025-11-30 04:55:25 UTC,Wiley: Advanced Materials: Table of Contents,2025-11-30 04:55:25+00:00
MFI Zeolite Membrane with Surface Mo─O Clusters for Inverse CH4/CO2 Separation,https://onlinelibrary.wiley.com/doi/10.1002/anie.202523824?af=R,2025-11-30 04:57:08 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-11-30 04:57:08+00:00
Chiral Inorganic Nanomaterials: Exploring New Horizons in Catalysis Through Symmetry Breaking,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202515236?af=R,2025-11-30 04:57:36 UTC,Wiley: Advanced Materials: Table of Contents,2025-11-30 04:57:36+00:00
Understanding and Quantifying the Contribution of Oxygen Species in Hydrogen Sensing by Pd/In2O3 Nanosheets,https://onlinelibrary.wiley.com/doi/10.1002/anie.202518988?af=R,2025-11-30 04:57:37 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-11-30 04:57:37+00:00
Constructing Highly Durable Fuel Cell Catalysts Through Integrating Graphitic Shell‐Protected Composite Carbon Support with Gaseous Co Deposition‐Driven PtCo Intermetallics,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202520651?af=R,2025-11-30 04:59:18 UTC,Wiley: Advanced Materials: Table of Contents,2025-11-30 04:59:18+00:00
Ultrathin Monatomic Antimony Films by Sacrificial Atomic Layer Deposition for Phase Change Memory,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202519924?af=R,2025-11-30 04:59:52 UTC,Wiley: Advanced Materials: Table of Contents,2025-11-30 04:59:52+00:00
Advanced Design and Characterization of Polyether‐Based Solid‐State Electrolytes for High‐Energy‐Density Lithium Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202515430?af=R,2025-11-30 05:02:07 UTC,Wiley: Advanced Materials: Table of Contents,2025-11-30 05:02:07+00:00
Biocompatible Ink Optimization Enables Functional Volumetric Bioprinting With Xolography,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202512058?af=R,2025-11-30 05:05:23 UTC,Wiley: Advanced Materials: Table of Contents,2025-11-30 05:05:23+00:00
Emergent Global‐Pinning Exchange Bias in van der Waals Magnetic Heterostructures,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202518642?af=R,2025-11-30 05:06:30 UTC,Wiley: Advanced Materials: Table of Contents,2025-11-30 05:06:30+00:00
Programmable Microwaveable Chemistry in the Chemputer,https://onlinelibrary.wiley.com/doi/10.1002/anie.202515869?af=R,2025-11-30 06:25:56 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-11-30 06:25:56+00:00
The Highest Oxidation States of the Rare‐Earth Elements and the Challenge of Praseodymium(+5) Compounds,https://onlinelibrary.wiley.com/doi/10.1002/anie.202520932?af=R,2025-11-30 09:16:53 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-11-30 09:16:53+00:00
Self‐Compressive Stress Promoting Densification of Proton‐Conducting Electrolyte Membranes,https://onlinelibrary.wiley.com/doi/10.1002/anie.202513042?af=R,2025-11-30 09:17:42 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2025-11-30 09:17:42+00:00
Atomic Dispersed Oxophilic Mo‐Tailored Core–Shell PdAu@Pd With Intrinsic Tensile Strain Boost Bifunctional Electrocatalysis,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202504496?af=R,2025-11-30 13:39:32 UTC,Wiley: Advanced Energy Materials: Table of Contents,2025-11-30 13:39:32+00:00
[ASAP] Catalytic Enantioselective Synthesis of Planar-Chiral Cyclophanes via a Chiral Octahedral Cobalt(III)-Templated C–H Macrocyclization,http://dx.doi.org/10.1021/jacs.5c18900,2025-11-30 13:53:43 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-30 13:53:43+00:00
[ASAP] Size-Dependent Optical Band Gaps in Metal–Organic Framework Nanoparticles,http://dx.doi.org/10.1021/jacs.5c18410,2025-11-30 13:54:46 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-30 13:54:46+00:00
[ASAP] Tracking Chromium Evolution on Ceria from Particles to Single Atoms: A Catalyst Regeneration Strategy for Ammonia Oxidation,http://dx.doi.org/10.1021/jacs.5c08918,2025-11-30 14:58:57 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-30 14:58:57+00:00
[ASAP] Atomistic Mechanism of Calcium-Mediated Inward Rectification of the MthK Potassium Channel by Solid-State NMR and MD Simulations,http://dx.doi.org/10.1021/jacs.5c16155,2025-11-30 18:01:45 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-30 18:01:45+00:00
[ASAP] Dynamic Electromerism: Correlated Rotational and Cross-Conjugation Dynamics in DAMN (DiAminoMaleoNitrile) and DAFN (DiAminoFumaroNitrile) Derivatives,http://dx.doi.org/10.1021/jacs.5c09269,2025-11-30 18:02:15 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-30 18:02:15+00:00
Ionic liquids improve the long-term stability of perovskite solar cells,https://www.nature.com/articles/s41560-025-01906-6,2025-12-01 00:00:00 UTC,Nature Energy,2025-12-01 00:00:00+00:00
A regenerable redox mediator for all-air processed wide-bandgap perovskite solar cells under high-humidity conditions,http://pubs.rsc.org/en/Content/ArticleLanding/2025/EE/D5EE05252A,2025-12-01 00:00:00 UTC,RSC - Energy Environ. Sci. latest articles,2025-12-01 00:00:00+00:00
MYC drives left-handed Z-DNA formation to shape gene expression,https://www.nature.com/articles/s41467-025-66886-3,2025-12-01 00:00:00 UTC,Nature Communications,2025-12-01 00:00:00+00:00
Chiral and topological superconductivity in isospin polarized multilayer graphene,https://www.nature.com/articles/s41467-025-66902-6,2025-12-01 00:00:00 UTC,Nature Communications,2025-12-01 00:00:00+00:00
Machine learning for risk stratification in the emergency department (MARS-ED): a randomized controlled trial,https://www.nature.com/articles/s41467-025-66947-7,2025-12-01 00:00:00 UTC,Nature Communications,2025-12-01 00:00:00+00:00
Molecular basis of prostaglandin E2 reuptake by organic anion transporter PGT,https://www.nature.com/articles/s41467-025-67025-8,2025-12-01 00:00:00 UTC,Nature Communications,2025-12-01 00:00:00+00:00
TMEM145 is a key stereociliary component in the link structures of outer hair cells and mediates the secretion of stereocilin and tubby,https://www.nature.com/articles/s41467-025-67011-0,2025-12-01 00:00:00 UTC,Nature Communications,2025-12-01 00:00:00+00:00
Recyclable quasi-solid-state dynamic windows via reversible dual-metal electrodeposition for building energy modulation,https://www.nature.com/articles/s41467-025-66963-7,2025-12-01 00:00:00 UTC,Nature Communications,2025-12-01 00:00:00+00:00
Publisher Correction: Anomalous photoelectrochemical etching of undoped semiconductor surfaces,https://www.nature.com/articles/s41467-025-66658-z,2025-12-01 00:00:00 UTC,Nature Communications,2025-12-01 00:00:00+00:00
Author Correction: Magnetically tunable selectivity in methane oxidation enabled by Fe-embedded liquid metal catalysts,https://www.nature.com/articles/s41565-025-02100-1,2025-12-01 00:00:00 UTC,Nature Nanotechnology,2025-12-01 00:00:00+00:00
Halide-mixing braking strategy for 1.95 eV wide-bandgap perovskites enabling high-efficiency triple-junction tandems,http://pubs.rsc.org/en/Content/ArticleLanding/2025/EE/D5EE05574A,2025-12-01 00:00:00 UTC,RSC - Energy Environ. Sci. latest articles,2025-12-01 00:00:00+00:00
