title,link,published,source,pub_date
A synthetic hydrogel niche reveals the interplay of matrix adhesion and mechanics in human epiblast model development,https://www.sciencedirect.com/science/article/pii/S1369702125005292?dgcid=rss_sd_all,2025-12-18 00:00:00 UTC,ScienceDirect Publication: Materials Today,2025-12-18 00:00:00+00:00
US–Africa bilateral health deals won’t help against diseases that ignore borders,https://www.nature.com/articles/d41586-025-04107-z,2025-12-18 00:00:00 UTC,Nature,2025-12-18 00:00:00+00:00
Science in 2026: the events to watch for in the coming year,https://www.nature.com/articles/d41586-025-03673-6,2025-12-18 00:00:00 UTC,Nature,2025-12-18 00:00:00+00:00
Point of no returns: researchers are crossing a threshold in the fight for funding,https://www.nature.com/articles/d41586-025-04060-x,2025-12-18 00:00:00 UTC,Nature,2025-12-18 00:00:00+00:00
Dogma-defying signalling through G proteins could lead to better pain relief,https://www.nature.com/articles/d41586-025-03810-1,2025-12-18 00:00:00 UTC,Nature,2025-12-18 00:00:00+00:00
Lightweight luffa-like membranes,https://www.nature.com/articles/s41893-025-01743-1,2025-12-18 00:00:00 UTC,Nature Sustainability,2025-12-18 00:00:00+00:00
Carbon-efficient synthesis,https://www.nature.com/articles/s41893-025-01731-5,2025-12-18 00:00:00 UTC,Nature Sustainability,2025-12-18 00:00:00+00:00
3D printing of organogel solar evaporators,https://www.nature.com/articles/s41893-025-01741-3,2025-12-18 00:00:00 UTC,Nature Sustainability,2025-12-18 00:00:00+00:00
Combining water and carbon footprint,https://www.nature.com/articles/s41893-025-01746-y,2025-12-18 00:00:00 UTC,Nature Sustainability,2025-12-18 00:00:00+00:00
Tigers and people,https://www.nature.com/articles/s41893-025-01744-0,2025-12-18 00:00:00 UTC,Nature Sustainability,2025-12-18 00:00:00+00:00
Rethinking education,https://www.nature.com/articles/s41893-025-01732-4,2025-12-18 00:00:00 UTC,Nature Sustainability,2025-12-18 00:00:00+00:00
Carbon conflicts in ocean fisheries,https://www.nature.com/articles/s41893-025-01737-z,2025-12-18 00:00:00 UTC,Nature Sustainability,2025-12-18 00:00:00+00:00
Clean energy straight from space,https://www.nature.com/articles/s41893-025-01742-2,2025-12-18 00:00:00 UTC,Nature Sustainability,2025-12-18 00:00:00+00:00
Bienzyme-powered nanorobots with ultrasensitive chemotaxis for precision cancer therapy,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf580/8383424?rss=1,2025-12-18 00:00:00 UTC,National Science Review Advance Access,2025-12-18 00:00:00+00:00
Electrolyte-driven cathode catalysis chemistry in sodium–chlorine batteries,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf579/8383420?rss=1,2025-12-18 00:00:00 UTC,National Science Review Advance Access,2025-12-18 00:00:00+00:00
"Enhanced εr/LD and improved acceptor crystal growth enable all-polymer solar cells with outstanding efficiency, stability, and processability from a chlorinated-dimer diluent additive",http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE06663H,2025-12-18 00:00:00 UTC,RSC - Energy Environ. Sci. latest articles,2025-12-18 00:00:00+00:00
Hot spot: plants use infrared signals to say they’re ready to reproduce,https://www.nature.com/articles/d41586-025-04078-1,2025-12-18 00:00:00 UTC,Nature,2025-12-18 00:00:00+00:00
Living water and whispering rocks: Books in brief,https://www.nature.com/articles/d41586-025-04139-5,2025-12-18 00:00:00 UTC,Nature,2025-12-18 00:00:00+00:00
Roadmap to 100 GWDC: Scientific and supply chain challenges for CdTe photovoltaics,https://www.cell.com/joule/fulltext/S2542-4351(25)00416-7?rss=yes,2025-12-18 00:00:00 UTC,Joule,2025-12-18 00:00:00+00:00
Take it past the limit,https://www.nature.com/articles/s44286-025-00347-y,2025-12-18 00:00:00 UTC,Nature Chemical Engineering,2025-12-18 00:00:00+00:00
Publisher Correction: Covalent targeted radioligands potentiate radionuclide therapy,https://www.nature.com/articles/s41586-025-09982-0,2025-12-18 00:00:00 UTC,Nature,2025-12-18 00:00:00+00:00
The blackjack of ice,https://www.nature.com/articles/s41563-025-02439-9,2025-12-18 00:00:00 UTC,Nature Materials,2025-12-18 00:00:00+00:00
Real-space observation of flat-band ultrastrong coupling between optical phonons and surface plasmon polaritons,https://www.nature.com/articles/s41563-025-02412-6,2025-12-18 00:00:00 UTC,Nature Materials,2025-12-18 00:00:00+00:00
Chromium-activated phosphors: from theory to applications,http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D5CS00957J,2025-12-18 00:00:00 UTC,RSC - Chem. Soc. Rev. latest articles,2025-12-18 00:00:00+00:00
"High-efficiency, reusable electrokinetic filtration platform for high-Flux nanoplastic sequestration and self-powered operation",https://www.sciencedirect.com/science/article/pii/S1369702125005310?dgcid=rss_sd_all,2025-12-18 00:00:00 UTC,ScienceDirect Publication: Materials Today,2025-12-18 00:00:00+00:00
An enzymatic match made in high dimension,https://www.nature.com/articles/s44286-025-00319-2,2025-12-18 00:00:00 UTC,Nature Chemical Engineering,2025-12-18 00:00:00+00:00
Interregional transmission can increase reliability while reducing costs and emissions in the US,https://www.nature.com/articles/s41560-025-01914-6,2025-12-18 00:00:00 UTC,Nature Energy,2025-12-18 00:00:00+00:00
Why are women more likely to get irritable bowel syndrome? New study provides clues,https://www.science.org/content/article/why-are-women-more-likely-get-irritable-bowel-syndrome-new-study-provides-clues,2025-12-18 02:00:00 UTC,Latest News from Science Magazine,2025-12-18 02:00:00+00:00
Science’s 2025 Breakthrough of the Year: The unstoppable rise of renewable energy,https://www.science.org/content/article/breakthrough-2025,2025-12-18 02:00:00 UTC,Latest News from Science Magazine,2025-12-18 02:00:00+00:00
Sir David Attenborough's London - why he wouldn't live anywhere else,https://www.bbc.com/news/articles/c93wj8134q0o?at_medium=RSS&at_campaign=rss,2025-12-18 06:06:57 UTC,BBC News,2025-12-18 06:06:57+00:00
Reevaluating PFAS exposure risks from marine fish,https://www.science.org/doi/abs/10.1126/science.aed7431?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
NSF pares back grant-review process to ease workload,https://www.science.org/doi/abs/10.1126/science.aee8378?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
A new preprint server welcomes papers written and reviewed by AI,https://www.science.org/doi/abs/10.1126/science.aee8377?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
NIH’s proposed caps on open-access publishing fees roil community,https://www.science.org/doi/abs/10.1126/science.aee8376?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
Trifluoromethylation of alkyl electrophiles with 11C- or 18F-labeled fluoroform for PET applications,https://www.science.org/doi/abs/10.1126/science.ady2969?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
A bacterial nutrition strategy for plant disease control,https://www.science.org/doi/abs/10.1126/science.ady8325?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
A cellular basis for heightened gut sensitivity in females,https://www.science.org/doi/abs/10.1126/science.adz1398?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
Seafloor telecom cable turned into giant earthquake detector,https://www.science.org/doi/abs/10.1126/science.aee8379?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
Pathways of pain,https://www.science.org/doi/abs/10.1126/science.aed4888?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
Xanthomonas coordinates type III–type II effector synergy by activating fruit-ripening pathway,https://www.science.org/doi/abs/10.1126/science.adz9239?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
Wildfires mobilize soil pollutants,https://www.science.org/doi/abs/10.1126/science.aed1239?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
The burden of silence,https://www.science.org/doi/abs/10.1126/science.aee7297?af=R,2025-12-18 07:00:11 UTC,AAAS: Science: Table of Contents,2025-12-18 07:00:11+00:00
