title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Wild tomato genome assemblies reveal structural variants and repeat content act as recombination barriers,https://www.nature.com/articles/s41467-026-74784-5,Nature Communications,2026-06-28 00:00:00 UTC,2026-06-28 00:00:00+00:00,10.1038/s41467-026-74784-5,Charles J. Underwood,"Crop wild relatives are used to improve cultivated plants and precise tracking of genetic introgression requires high-quality genome assemblies. Here we present de novo genome assemblies of two wild tomato species — the broadly stress-resistant Solanum pennellii (LA0716) and the salt-resistant Solanum cheesmaniae (LA1039). The improved S. pennellii genome adds 146 Mbp to the twelve chromosomes compared with the original reference. The alignment of the new assemblies with multiple gold-standard assemblies identified shared and species-specific structural variants. Analysis of repeat content demonstrates independent explosions of Tekay retrotransposons in S. pennellii and S. peruvianum. Genome sequencing of 709 recombinant plants derived from male and female backcrosses of three different hybrids reveals higher crossover rate in female meiosis. Conserved female-enhanced recombination regions were discovered and coldspots were attributed to megabase-scale inversions and insertion-deletion polymorphisms. Our S. pennellii and S. cheesmaniae genome assemblies reveal how repeat content diverged in nature and during breeding, and uncovers how both reproductive gender and structural variants dictate recombination landscapes in tomato hybrids.",nature_html,0
Inherent Microstructural Engineering: Tailoring Amorphous‐Nanocrystalline Composite Films via Ion Beam Technology for Long‐Cycle Lithium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73795?af=R,Wiley: Advanced Materials: Table of Contents,2026-06-28 05:34:59 UTC,2026-06-28 05:34:59+00:00,10.1002/adma.73795,Bin Liao,"ABSTRACT
                  Lithium metal anode faces formidable challenges from uncontrollable dendrite growth and unstable solid‐electrolyte interphase (SEI). Interface engineering of the current collectors (CCs) or lithium anodes presents a viable solution. We propose engineering the intrinsic microstructure of coatings to precisely construct interlayers that are both lithiophilic and possess rapid kinetics. A strategy using ion beam deposition (IBD) technology to craft ZnMgSn films with composite microstructures on commercial Cu CCs and lithium foils is reported. This artificial interphase not only exhibits a strongly lithium adsorption energy, but also significantly reduces the diffusion barrier for lithium atoms, thereby synergistically enabling uniform lithium plating. Crucially, this interphase promotes the in‐situ formation of a mechanically robust, bilayer SEI rich in LiF, which can effectively accommodate volume changes during cycling. As a result, the ZnMgSn@Cu CC symmetric cell achieves an ultralong lifespan of over 11000 h. The full cell shows a capacity retention of 85.13% after 130 cycles at 5C. The modified lithium anode maintains over 80% capacity after 620 cycles at 1C. This work not only provides an efficient modification strategy but also offers profound insights into the microscopic design principles for an ideal lithium metal interphase, paving the way for practical lithium metal batteries.",crossref,0
Energy efficient integrated H2O2 electrosynthesis via tailored bubble dynamics,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D6EE02489K,RSC - Energy Environ. Sci. latest articles,2026-06-28 23:00:00 UTC,2026-06-28 23:00:00+00:00,,Byoung-Hoon Lee,"Integrating H2O2 electrosynthesis with anodic upgrading provides a pathway to spontaneous (electricity-free) operation.Here we investigate interfacial kinetic bottlenecks, especially on the anode, and identify factors that hinder the achievement of industrial-scale current densities. We use high-speed imaging in microelectrode systems and find that the organic substrate within the electrolyte acts as an interfacial bubble nucleation regulator. This substrate lowers the liquid-gas surface tension and significantly reduces the nucleation barrier for product gas bubbles. This reduction in the nucleation barrier leads to a higher frequency of microbubble formation and stagnant adhesion in anodic upgrading reactions compared to conventional water electrolysis. Guided by this mechanistic insight, we establish a fluidic strategy that enables efficient bubble removal in an MEA cell. Implementing an elevated electrolyte flow rate in an optimized MEA enables stable, biasfree co-electrosynthesis of H2O2, furoic acid, and H2 at industrial-relevant current densities.",rsc_html,0
Chlorinated Polypropylene Enables Stress-Dissipative Networks and High Efficiency in Intrinsically Stretchable Organic Photovoltaics,http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D6EE02777F,RSC - Energy Environ. Sci. latest articles,2026-06-28 23:00:00 UTC,2026-06-28 23:00:00+00:00,,Long Ye,"Intrinsically stretchable organic photovoltaics (IS-OPVs) demand both high power conversion efficiency (PCE) and robust mechanical deformability, yet these requirements are often difficult to reconcile in state-of-the-art donor:acceptor blends. Existing toughening strategies typically rely on complicated synthesis and compromise the device PCE. Here, we report a synthesis-free toughening strategy based on commercially available chlorinated polyolefin (PP-Cl), which is low-cost, scalable, solution-processable, and broadly compatible with diverse high-performance donor:acceptor blends. This strategy enables mechanically resilient IS-OPVs without sacrificing photovoltaic performance. At an optimal loading, rigid PM6:BTP-eC9 devices show a reproducible increase in PCE, while the corresponding stretchable devices deliver an initial PCE of over 15% and still possess over 60% efficiency retention at 40% strain. In contrast, undoped controls undergo severe degradation at 20% strain. The same strategy is further extended to a ternary rigid D18:BTP-eC9:L8-BO system, delivering PCEs up to 20.5%, while the corresponding intrinsically stretchable devices deliver an initial PCE of 16.1%, ranking as the highest reported for IS-OPVs. Assisted by a mechanical framework and the Coran-Patel model, multiscale characterization suggests that chlorine-involved reversible weak interactions act as sacrificial stress-dissipation pathways. These results establish commodity chlorinated polyolefins as practical toughening additives for high-efficiency stretchable organic photovoltaics.",rsc_html,0
"Cost-effective valorization of 2,3-butanediol to high-value chemicals and jet fuel",https://www.cell.com/joule/fulltext/S2542-4351(26)00220-5?rss=yes,Joule,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1016/j.joule.2026.102536,Andrew D. Sutton,"This work presents an optimized process for biomass-derived sustainable aviation fuel production through 2,3-butanediol. 2,3-Butanediol utilization is limited by separation from water, but this challenge is solved by reactive extraction to form dioxolanes with an aldehyde. Isobutyraldehyde formed in situ eliminates the need for an external aldehyde source, enabling the economic and environmental viability of the process. Techno-economic analyses and life cycle assessments indicate fuel and chemical production scenarios with 58% reduction in CO2 emissions.",rss_cell,0
Review of pressure compensated immersion battery systems for deep-sea power applications,https://www.sciencedirect.com/science/article/pii/S0306261926009037?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,,Zhonghao Rao,,,0
From linear to circular: review and future agenda of waste battery recycling network optimization,https://www.sciencedirect.com/science/article/pii/S030626192600886X?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,,Su Xiu Xu,,,0
Vibration energy as a contributor to off-grid energy access and the sustainable energy transition,https://www.sciencedirect.com/science/article/pii/S030626192600855X?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,,Magdalena Kuchler,,,0
A mechanistic investigation of the relationship between battery energy and capacity,https://www.cell.com/joule/fulltext/S2542-4351(26)00224-2?rss=yes,Joule,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,10.1016/j.joule.2026.102540,Yuliya Preger,"Battery state of health is conventionally tracked by capacity (Ah), yet energy (Wh) is the critical metric for real-world applications. These two metrics often diverge, leading to inaccurate lifetime predictions and possible safety concerns. This work establishes and validates a theoretical framework linking this divergence to specific degradation modes with an impact of the electrode chemistry, the operating regime, the kinetics, and the depth of discharge.",rss_cell,0
"Advances, challenges and prospects in thermoelectric cooling technology",https://www.sciencedirect.com/science/article/pii/S0306261926008779?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-06-29 00:00:00 UTC,2026-06-29 00:00:00+00:00,,Huadong Zhao,,,0
