title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Two-dimensional materials for advanced back-end-of-line and wafer backside technologies,https://www.nature.com/articles/s41565-026-02274-2,Nature Nanotechnology,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1038/s41565-026-02274-2,Han Wang,"The continued evolution of computing hardware beyond conventional silicon complementary metal–oxide–semiconductor scaling demands new materials and innovative architectures to increase transistor density, reduce resistance–capacitance delay, mitigate thermal challenges and improve overall energy efficiency. Two-dimensional (2D) materials, including graphene, boron nitride and transition-metal dichalcogenides, offer a promising pathway to overcome interconnect scaling limits in advanced computing hardware. Their intrinsic properties enable reduced resistivity, lower resistance–capacitance delay and improved heat dissipation, making them particularly attractive for back-end-of-line (BEOL) applications. Moreover, the emerging backside power-delivery networks (BSPDNs) open up new application opportunities for 2D-material transistors at the wafer backside. In this Review, we focus on the integration of 2D materials in BEOL interconnects, including their roles as metallic wires, barrier/liner layers and dielectric fillers. We also discuss their potential for BEOL-integrated devices such as logic transistors, static random-access memory, embedded dynamic random-access memory, non-volatile memory and selectors, as well as their emerging use in BSPDNs. Through systematic benchmarking with conventional technologies, we highlight the promising opportunities offered by 2D materials in BEOL and backside integration for advanced node chip technologies and discuss the key challenges these new technologies face towards practical industrial applications.",nature_html,0
Enzyme-mimicking peripheral substituents beyond the second coordination sphere tune single-atom catalysts for periodate activation,https://www.nature.com/articles/s41467-026-77805-5,Nature Communications,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1038/s41467-026-77805-5,Tao Zeng,"Single-atom catalysts (SACs) are promising enzyme-mimetic active centers, yet mimicking long-range regulation by distal binding pockets in natural metalloenzymes remains challenging. Here, we synthesize conjugated organic SACs bearing tunable peripheral substituents beyond the second coordination sphere (denoted as R-FeSAC; R = F, H, or NH2) to regulate periodate (PI) activation. F-FeSAC outperforms its H- and NH2-substituted counterparts because long-range electronic regulation reconfigures the Fe-site microenvironment and strengthens PI adsorption and activation. In situ Raman spectroscopy, galvanic oxidation assays, and electrochemical analyses show that R-FeSAC activates PI to form high-potential metastable intermediates, enabling a direct electron-transfer pathway (ETP) for selective pollutant removal through polymerization, rather than radical or singlet-oxygen pathways. Fluorine substitution reinforces Fe–O interaction with PI and accelerates electron-transfer kinetics through an electron-withdrawing effect. Consistent relationships among pollutant half-wave potentials (φ1/2), LUMO(catalyst/PI)–HOMO(pollutant) energy gaps, and degradation reactivity further support the ETP and indicate that pollutant electron-donating ability governs selectivity. Moreover, an F-functionalized membrane exhibits enhanced durability during continuous-flow operation, while a pilot-scale ETP reactor achieves efficient pollutant degradation in real wastewater without iodate leakage. These findings establish beyond-second-sphere peripheral functionalization as an enzyme-inspired strategy for PI activation and polymerization-mediated water purification.",nature_html,0
Methodological Variations in Environmental Justice Screening Tools and Their Impact on Disadvantaged Community Designations,https://www.nature.com/articles/s41467-026-77824-2,Nature Communications,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1038/s41467-026-77824-2,Susan E. Powers,"Government agencies in the United States have developed environmental justice screening tools (EJSTs) and designations to promote equitable distribution of benefits from environmental policies to disadvantaged communities (DACs). However, the methodological choices embedded in these tools, including the selection, weighting, and aggregation of environmental justice indicators, vary across EJSTs, and their implications for DAC designation outcomes are poorly understood. Here we systematically compare four EJSTs at the federal and state levels and show that these tools produce substantial variation in the DAC census tracts, with some tools emphasizing socioeconomic burdens while others prioritize environmental risks. Using quantitative regression models, we further show that indicator weighting and other design choices shape final DAC designations in ways that are not always made explicit. These findings highlight the need for greater transparency in EJST methodological choices to support informed policymaking and public understanding of DAC eligibility.",nature_html,0
Absence of a prolonged macrophage and B cell response inhibits heart regeneration in the Mexican cavefish,https://www.nature.com/articles/s41467-026-77725-4,Nature Communications,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1038/s41467-026-77725-4,Mathilda T. M. Mommersteeg,"A balanced immune response after cardiac injury is crucial to successful heart regeneration, but knowledge of what distinguishes a regenerative from a scarring response is still limited. The Mexican cavefish Astyanax mexicanus provides a unique comparative model to study heart regeneration and scarring within a single species. Astyanax surface-dwelling fish are capable of heart regeneration, whereas, like the human heart, their cave-dwelling Pachón counterparts form a permanent scar. Using single-cell transcriptomics and immune perturbations, we identify two distinct and largely sequential immune mechanisms driving regeneration in surface fish. First, late-present macrophages are actively phagocytic, and pharmacological inhibition of phagocytosis disrupts scar clearance and regeneration. Second, B cells recruited from 7 days post-injury promote cardiomyocyte cell progression into mitosis, and their inhibition with Acalabrutinib significantly impairs cardiomyocyte proliferation and regeneration. This B cell-dependent mechanism is conserved in zebrafish. Our findings reveal two independent late immune mechanisms distinguishing regenerative from non-regenerative cardiac repair, offering insights for potential therapeutic strategies to enhance heart regeneration in mammals.",nature_html,0
Omaveloxolone functions as a molecular crowbar-like degrader of STING to alleviate aging-related inflammation,https://www.nature.com/articles/s41467-026-77760-1,Nature Communications,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1038/s41467-026-77760-1,Sulin Zhang,"Aberrant activation of the STING signaling pathway is involved with aging-related inflammation, yet no STING-targeting therapeutics are clinically approved. Here, we identify Omaveloxolone, an FDA-approved drug for Friedreich’s ataxia, as a potent STING degrader (DC50 = 118 nM, Dmax = 98.6%) via high-throughput screening. Omaveloxolone binds non-covalently to the base of the STING ligand-binding domain (LBD) with high affinity (KD = 21.4 nM) and exhibits crowbar-like behavior consistent with STING conformational destabilization: it hinders LBD closure, increases hydrophobic exposure, and reduces thermal stability. This conformational perturbation is proposed to enhance recognition by the E3 ubiquitin ligase HUWE1, leading to K27-linked ubiquitination at STING lysines K236/K347/K370 and proteasomal degradation. In vivo, Omaveloxolone depletes STING, suppresses downstream inflammatory signaling, and ameliorates aging-related inflammatory phenotypes in aged male mice. Because Omaveloxolone is also an established NRF2 activator, these in vivo benefits likely reflect dual modulation of inflammatory and antioxidant pathways. This study implicates Omaveloxolone as a molecular crowbar-like STING degrader and provides a mechanistic framework for targeting STING via conformational perturbation.",nature_html,0
Disentangling degradation of non-fullerene organic solar cells operated in air,https://www.cell.com/joule/fulltext/S2542-4351(26)00365-X?rss=yes,Joule,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1016/j.joule.2026.102681,Thomas Riedl,"Organic solar cells are vulnerable to air, yet the roles of oxygen and moisture during degradation remain elusive. This study unravels the dominant role of oxygen in device failure, driving irreversible polymer oxidation, while moisture mainly induces reversible twisting of the polymer backbone. Importantly, direct excitation of the polymer is not required for its oxidation. Excitons formed as charge-transfer states or localized on the acceptor can generate singlet oxygen through triplet exciton transfer, rendering even infrared light harmful in the presence of oxygen.",rss_cell,0
F-centre charge state and dynamism govern oxide electrocatalytic selectivity,https://www.nature.com/articles/s41557-026-02256-w,Nature Chemistry,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1038/s41557-026-02256-w,Junwu Zhu,"Oxygen vacancies tune electronic structure and can steer electrocatalysis, yet their intrinsic charge state, identifiable as different F centres, remains a largely untapped lever. Here we devise a template-assisted, atmosphere-regulated route to ZrO2−x that keeps the crystal structure identical while varying the oxygen vacancy charge state, specifically electropositive F1 centres and electroneutral F2 centres, enabling a clean assessment of the impact on electrocatalytic selectivity. In situ electrochemical electron paramagnetic resonance tracking F-centre paramagnetism, together with in situ Raman of intermediate evolution, reveals that electroneutral F2 is not the primary adsorption site. Rather, its dynamic electronic compensation to adjacent sites is crucial to the adsorption and evolution of *OOH. This triggers the 2e− oxygen reduction reaction pathway. By contrast, electropositive F1 directly binds O2, causing O–O bond cleavage and subsequent quenching of the F1 centre. These findings establish charge-state-governed catalysis by distinct F centres and provide a new perspective for vacancy engineering in electrocatalyst design.",nature_html,0
Natural cloud brightening enhanced by marine primary organic aerosols,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag604/8812234?rss=1,National Science Review Advance Access,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1093/nsr/nwag604,Jurgita Ovadnevaite,"Marine primary organic aerosols (mPOA) play a key role in ocean-atmosphere-climate interactions. Yet their effects on cloud formation remain uncertain because mPOA number size distribution measurements are lacking, obscuring its parameterizations for climate models. The mPOA number size distribution is resolved by combining long-term hygroscopicity, size, number and composition measurements in pristine marine air. The resulting bimodal distribution shows strong Aitken (∼60 nm) and accumulation (∼150 nm) modes, unlike the parameterization in widely used models. Total mPOA number is probably underestimated by a factor of three (observed/parameterized ≈ 3.1), doubling mPOA-originated cloud condensation nuclei (CCN) across realistic marine supersaturations. An observation-guided sensitivity analysis indicates a potential first aerosol indirect effect of –0.03 to –0.04 W/m2 over the global ocean, reaching –0.1 to –0.2 W/m2 over biologically active waters when mPOA surface tension reduction is considered, underscoring the need for trustworthy mPOA representation to reduce the uncertainties in aerosol-cloud interactions.",rss_oup,0
Emerging compound air-soil heatwaves amplify global vegetation losses,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag603/8812239?rss=1,National Science Review Advance Access,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1093/nsr/nwag603,Xiaoping Liu,"Compound air-soil heatwaves—periods in which extreme air and soil temperatures co-occur—pose a growing threat to terrestrial ecosystems, yet their occurrence and impacts remain poorly understood. Here, we show that compound air-soil heatwaves have become more frequent (0.59 ± 0.07 events decade⁻¹), longer-lasting (0.18 ± 0.04 days decade⁻¹), and more intense (4.02 ± 0.77 °C × days decade⁻¹) since 1979. These rates of change far exceed those for independent air and soil heatwaves and are driving increasingly widespread reductions in vegetation productivity. On average, ∼98.5 million km2 of land experienced gross primary productivity (GPP) losses during compound air-soil heatwaves. Globally, annual GPP losses have risen by 0.61 gC m⁻2 yr⁻1 decade⁻1, which is a 30.5- and 12.2-fold increase relative to those of independent air and soil heatwaves, respectively. Climate model projections indicate that compound air-soil heatwaves will continue to intensify and expand spatially under future warming, particularly under the high-emission scenario. Given pronounced GPP reductions during compound heatwaves, their projected intensification is likely to pose an increasing threat to terrestrial ecosystem productivity. Our findings highlight the escalating ecological impacts of compound heatwaves and underscore the urgent need for adaptation and preparedness strategies to address this compound hazard in a warming world.",rss_oup,0
"The evolution of anti-visual perception: biomimetics, spectral physics, and artificial intelligence",https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag601/8812243?rss=1,National Science Review Advance Access,2026-09-17 00:00:00 UTC,2026-09-17 00:00:00+00:00,10.1093/nsr/nwag601,Li Liu,"The co-evolution of visual perception and anti-perception represents a biological arms race now accelerating as a technological ‘hide-and-seek’ in human society. This review synthesizes anti-visual perception as an emerging multidisciplinary paradigm spanning biological, physical, and computational domains. We examine biomimetic strategies—from morphological camouflage to tunable photonic microarchitectures—transformed into engineered prototypes for precise perception manipulation. We analyze the expansion into multi-spectral domains, elucidating matter-wave interactions and material designs enabling signature management from ultraviolet to microwave. We then explore the algorithmic frontier where anti-perception shifts from physical manipulation to exploiting AI vulnerabilities through adversarial attacks across digital, physical, and multimodal scenarios. Integrating these perspectives, this review charts a coherent trajectory and provides a forward-looking framework to guide next-generation camouflage, stealth, robust sensing, and trustworthy AI—continually redefining the contest between seeing and remaining unseen.",rss_oup,0
