title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract
mGluR4–NPDC1 complex mediates α-synuclein fibril-induced neurodegeneration,https://www.nature.com/articles/s41467-025-67731-3,Nature Communications,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,"α-Synuclein (α-syn) fibrils accumulate in Parkinson’s disease, spreading between cells to template misfolding and drive neurodegeneration. α-Syn fibril entry into healthy neurons is a key step. Here, we comprehensively assessed the membrane proteome for α-syn fibril binding. We identified mGluR4 and NPDC1 as nigral surface proteins binding and internalizing α-syn fibrils. While striatal α-syn fibril injection led to nigral dopamine neuron loss in wild type mice, deletion of either Grm4 or Npdc1 provided protection of dopamine neurons. We observed mGluR4 and Npdc1 to form a complex regulating mGluR4 function. Cultured neurons lacking both Grm4 and Npdc1 fail to bind α-syn fibrils, to accumulate phosphorylated α-syn and to lose synapses. Transheterozygous Grm4, Npdc1 mice showed protection of nigral neurons from α-syn fibrils, demonstrating genetic interaction. For transgenic α-syn A53T mice, double Grm4, Npdc1 heterozygosity increased mouse survival, motor function and spinal motoneuron number. Thus, a cell surface mGluR4–NPDC1 complex participates in α-syn neurodegeneration.",nature_html,False
Ultrasensitive multi-degree-of-freedom piezoionic sensor via synergistic hydrogel-ion interactions,https://www.nature.com/articles/s41467-025-67613-8,Nature Communications,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,"Accurate body motion capture is of great significance for biomechanical assessment and immersive virtual/augmented reality (VR/AR) systems. Piezoionic flex-sensors, which mimic the ionic transport sensing mechanism of cutaneous mechanoreceptors, promises a self-powered approach for wearable body movements detection. However, their practical utility has been limited by low piezoionic flex-sensitivity (typically below 0.5 mV/degree) and unidirectional bending response, which restricts their ability to resolve complex multi-degree-of-freedom (multi-Dof) body motions. Here we report a soft, piezoionic and multi-Dof (SPIM) flex-sensor that overcomes these limitations. It ingeniously integrates zwitterionic dipole-ion interactions and size-induced steric hindrance effects to enable fast ion channels formation and amplified cation/anion transport imbalance, thus cooperatively contributing to a record-high piezoionic flex-sensitivity of 3.2 mV/degree. Theoretical simulations combining poroelastic mechanics and Poisson-Nernst-Planck model corroborated the synergistic enhancement. Furthermore, a unique architecture of square prism-shaped fiber with two pairs of symmetric nanomesh electrodes allows the SPIM flex-sensor to decouple multi-Dof joint flexion to distinguish complex body movements. We demonstrate a SPIM flex-sensor platform for metaverse applications, including a digital-twin of free-pose hand motions and complex yet intuitive VR control via single-joint dexterity equipped with a single compact sensor device.",nature_html,False
Energy-resolved color X-ray imaging via stacked ultra-narrowband scintillators for material discrimination,https://www.sciencedirect.com/science/article/pii/S1369702125005395?dgcid=rss_sd_all,ScienceDirect Publication: Materials Today,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,,,False
Break-down of the relationship between α-relaxation and equilibration in hydrostatically compressed metallic glasses,https://www.sciencedirect.com/science/article/pii/S1369702125005346?dgcid=rss_sd_all,ScienceDirect Publication: Materials Today,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,,,False
Honey-inspired thermally hysteretic adhesives for high strength and reversible underwater adhesion,https://www.sciencedirect.com/science/article/pii/S1369702125005371?dgcid=rss_sd_all,ScienceDirect Publication: Materials Today,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,,,False
Recent progress and challenges of electrochemical artificial muscle fiber,https://www.sciencedirect.com/science/article/pii/S1369702125005358?dgcid=rss_sd_all,ScienceDirect Publication: Materials Today,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,,,False
Hierarchical hollow silica shells for scalable and passive superinsulation,https://www.sciencedirect.com/science/article/pii/S1369702125005498?dgcid=rss_sd_all,ScienceDirect Publication: Materials Today,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,,,False
Optical valve plasmonic metamaterial for infrared–visible compatible stealth and selective absorption,https://www.sciencedirect.com/science/article/pii/S1369702125005474?dgcid=rss_sd_all,ScienceDirect Publication: Materials Today,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,,,False
Engineered vesicles enhance oral antibiotic absorption in proximal small intestine and mitigate gut dysbiosis,https://www.nature.com/articles/s41467-025-68082-9,Nature Communications,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,"Oral antibiotics are a mainstay for treating bacterial infections, but unabsorbed portions can reach the caecum and colon, leading to gut dysbiosis. Herein, we engineer a biohybrid delivery system through the integration of milk extracellular vesicles with liposomes. The hybrid vesicles employ targeting mechanisms via neonatal Fc receptor and peptide transporter 1, facilitating antibiotic transport across the proximal small intestine. These vesicles exhibit superior drug encapsulation efficiency, stable release behavior, efficient mucus traversal, higher endocytosis, increased basolateral exocytosis, and improved oral absorption, achieving a 3.24-fold increase in oral bioavailability compared to free antibiotics. In lung bacterial infections and bacteremia models, hybrid vesicle-encapsulated cefdinir outperforms free antibiotics in eliminating infections. Notably, this approach also mitigates adverse effects on the intestinal microbiota, safeguarding the animals from dysbiosis-associated metabolic syndromes and opportunistic pathogen infections. This innovative hybrid vesicle system holds promise for the oral delivery of other drugs that suffer from limited absorption or cause gut dysbiosis.",nature_html,False
Multi-scale classification decodes the complexity of the human E3 ligome,https://www.nature.com/articles/s41467-025-67450-9,Nature Communications,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,"E3 ubiquitin ligases are vital enzymes that define the ubiquitin code in cells. Beyond promoting protein degradation to maintain cellular health, they also mediate non-degradative processes like DNA repair, signaling, and immunity. Despite their therapeutic potential, a comprehensive framework for understanding the relationships among diverse E3 ligases is lacking. Here, we classify the “human E3 ligome”—an extensive set of catalytic human E3s—by integrating multi-layered data, including protein sequences, domain architectures, 3D structures, functions, and expression patterns. Our classification is based on a metric-learning paradigm and uses a weakly supervised hierarchical framework to capture authentic relationships across E3 families and subfamilies. It extends the categorization of E3s into RING, HECT, and RBR classes, including non-canonical mechanisms, successfully explains their functional segregation, distinguishes between multi-subunit complexes and standalone enzymes, and maps E3s to substrates and potential drug interactions. Our analysis provides a global view of E3 biology, opening strategies for drugging E3-substrate networks, including drug repurposing and designing specific E3 handles.",nature_html,False
Calcium channel blockers increase the risk of aortic aneurysm and dissection,https://www.nature.com/articles/s41467-025-68086-5,Nature Communications,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,"Aortic aneurysm and dissection (AAD) are life-threatening conditions without effective medications. Impaired contractility of vascular smooth muscle cells (VSMCs) is strongly linked to AAD, but the role of calcium channel blockers (CCBs), which directly inhibits VSMC contractility, in AAD remains unclear. Here we showed data from 501,878 initially AAD-free participants in UK Biobank. Over a median follow-up of 13.5 years, CCB users had higher AAD risk (HR = 1.31) than hypertensive patients not receiving antihypertensive treatment. In mouse models of AAD, CCBs significantly aggravated aortic stiffness and AAD development. For patients with type B aortic dissection who underwent endovascular repair, CCBs limited AAD regression compared with other antihypertensives. Moreover, silencing of protein kinase cGMP-dependent 1 (PRKG1) significantly mitigated CCB-aggravated AAD progression. These findings suggest that CCBs may increase AAD risk and post-stent surgery prognosis, highlighting the need for caution when prescribing CCBs to hypertensive patients at risk for AAD.",nature_html,False
Machine learning-assisted kinetic matching model for rational electrode design in aqueous zinc-ion batteries,https://www.nature.com/articles/s41467-025-67996-8,Nature Communications,2025-12-25 00:00:00 UTC,2025-12-25 00:00:00+00:00,,"Aqueous zinc-ion batteries offer inherent safety and low cost, yet performance is limited by unstable zinc metal negative electrodes and dissolution-prone positive electrodes, causing dendrite growth, sluggish ion transport, and rapid capacity decay. Replacing both electrodes with intercalation hosts provides a solution, but progress is slowed by the lack of a universal principle for selecting kinetically compatible pairs. Most existing efforts optimize single components rather than addressing the electrodes’ kinetic mismatch governing full-cell stability. Here we show a machine-learning-assisted kinetic-matching framework that quantitatively evaluates ion-transport compatibility in intercalation-type zinc-ion batteries electrodes. By correlating interlayer spacing with Zn2+ diffusion behavior, the model introduces two descriptors predicting synchronized ion flux for rational electrode pairing. Using this framework, an optimized Zn3V3O8 | |NH4V4O10 system achieves a specific capacity of 310 mAh g-1 and retains over 12,000 cycles at 5 A g-1. The strategy further extends to deformable formats through conductive hydrogel architectures, enabling omnidirectionally stretchable, all-hydrogel zinc-ion batteries with an areal capacity of 1.2 mAh cm-2 and an energy density of 1070 μWh cm-2. These results provide a quantitative design route for next-generation zinc-ion batteries.",nature_html,False
[ASAP] Perpendicular Néel Vector Detection of Monolayer Collinear Antiferromagnets with Spin-Layer Coupling,http://dx.doi.org/10.1021/jacs.5c19267,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-25 12:04:51 UTC,2025-12-25 12:04:51+00:00,10.1021/jacs.5c19267,"The precise detection of a perpendicular Néel vector in collinear antiferromagnetic (AFM) materials has long been expected for advancing two-dimensional AFM spintronics. Here, we proposed the perpendicular Néel vector detection using the layer Hall effect in collinear antiferromagnets down to the monolayer limit. Through materials screening, the Co2S2 is identified as a prototypical AFM monolayer with the spin-layer coupling and perpendicular magnetic anisotropy. Thanks to the electrically engineered layer-locked band edges and Berry curvatures from spin-layer coupling, a sizable layer-polarized anomalous Hall conductivity of σxy up to ∼110 S/cm is obtained in monolayer Co2S2. Intriguingly, the sign of σxy changes when the Néel vector is reversed, providing an efficient route for detecting the AFM order. Moreover, the achievement of the Néel vector detection via the layer Hall effect is further demonstrated in altermagnetic monolayer Ca(CoN)2. The present findings open an avenue to explore the Néel vector detection for atomic-scale AFM materials and spintronic devices.",pubmed,False
[ASAP] Integrated Cascade Catalysts for Electrochemical Nitrate Reduction to Ammonia,http://dx.doi.org/10.1021/jacs.5c03265,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-25 15:45:20 UTC,2025-12-25 15:45:20+00:00,10.1021/jacs.5c03265,"Electrocatalytic nitrate reduction reaction (NO3-RR) powered by renewable energy sources offers a promising approach to achieve ammonia (NH3) synthesis with zero-carbon emission. However, sluggish proton-coupled electron transfer and byproduct formation challenge efficient NH3 synthesis. Here, we construct an integrated cascade catalytic system to elucidate the governing principles of active hydrogen (*H) generation and utilization during NO3-RR. A representative catalyst, composed of atomically dispersed Fe sites anchored on an N-doped carbon matrix and encapsulated Ru nanoparticles, exhibits an NH3 yield up to 2336.43 μgNH3 h-1 mgcat-1 while maintaining a Faradaic efficiency of 96.03% at a low potential of 0 V vs RHE. In addition, operando SR-FTIR spectroscopy and DFT calculations reveal that electron transfer from Fe atom to Ru particle not only enhances the affinity of Fe sites for NOx- species but also enriches H coverage on Ru sites, thereby accelerating hydrogenation steps and sustaining a steady *H generation-consumption cycle. This work reveals the mechanistic origin of active hydrogen in tandem catalytic structures and provides fundamental insights for advancing highly selective, energy efficient, and durable NH3 electrosynthesis and wastewater treatment.",pubmed,False
