title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract
Comprehensive benchmarking single and multi ancestry polygenic score methods with the PGS-hub platform,https://www.nature.com/articles/s41467-026-68599-7,Nature Communications,2026-01-25 00:00:00 UTC,2026-01-25 00:00:00+00:00,,"Polygenic scores (PGS) quantify genetic contributions to complex traits, yet existing single- and multi-ancestry methods lack multi-dimensional evaluation within a unified framework. Here, we benchmarked 13 state-of-the-art PGS methods across 36 traits in UK Biobank European and African samples. The prediction performance, computational efficiency, the number of variants, and the impact of different linkage disequilibrium (LD) reference sizes were thoroughly assessed for each method. Results of single-ancestry methods demonstrate that LDpred2 has superior performance across a broad spectrum of complex traits in terms of accuracy and computational efficiency; however, other methods remain valuable for specific traits. For multi-ancestry methods, PRS-CSx and X-Wing have comparable performance, whereas LDpred2-multi outperforms both. Notably, we find that increasing the panel size of the LD reference significantly elevates PGS performance for sample sizes below 1,000, and it reaches a plateau when it exceeds 5,000 samples. Furthermore, implementing PGS calculation methods requires considerable technical effort and resource allocation. To support easy use of these PGS methods, we developed a user-friendly online computing platform, PGS-hub, that integrates all evaluated methods and is pre-configured with ancestry-stratified LD panels. This resource enables a scalable and harmonized PGS computation platform for the PGS community.",nature_html,0
Building Molecules by a Self‐Replicator That Catalyzes Acyl Hydrazone Formation,https://onlinelibrary.wiley.com/doi/10.1002/anie.202506986?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-25 06:44:43 UTC,2026-01-25 06:44:43+00:00,10.1002/anie.202506986,"Abstract
                  Catalysis of bond‐forming reactions is key to the development of life‐like chemical systems as it allows to build up new material, increasing molecular complexity and diversity. Integrating catalysis with other characteristic properties of life, like self‐replication, represents an important advance in the transition from chemistry to life. We have previously shown that catalysis can emerge in synthetic self‐replicators that form through supramolecular assembly. However, the organocatalyzed reactions were solely bond‐breaking so far. We now report the successful expansion of the catalytic promiscuity of these systems to bond‐forming reactions. We show that a self‐replicator efficiently catalyzes acyl hydrazone formation between different hydrazides and aldehydes. This marks an important step towards the further development of evolvable systems that combine metabolic activity with self‐replication.",crossref,0
Double‐Coordination Additives Induced High‐Entropy SEI for Stable Anode‐Less Sodium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506756?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-01-25 06:44:53 UTC,2026-01-25 06:44:53+00:00,10.1002/aenm.202506756,"ABSTRACT
                  
                    Sodium‐ion batteries with abundant resources and cost‐effectiveness are promising candidates for energy storage. However, their insufficient energy density impedes deployment in energy‐intensive applications. Anode‐free configurations maximize energy density by eliminating the initial anode host, while facing critical challenges of irreversible sodium plating/stripping. Here, we present double‐coordination electrolyte additives‐benzimidazole (BZ) and zinc trifluoromethanesulfonate (ZF) to address these intrinsic limitations. The highly polar ZF pulls out the solvents in the primary solvation sheath for Na
                    +
                    diffusivity improving. Simultaneously, the ZF‐BZ complexes preferentially adsorb and decompose on the Cu foil surface, in situ forming a high‐entropy solid electrolyte interphase (ZnF
                    2,
                    NaF, Na
                    2
                    O, Na
                    2
                    CO
                    3,
                    and Na
                    3
                    N). This ultrathin interphase (3.7 nm) features superior mechanical toughness and a lowered nucleation barrier, thereby facilitating rapid, uniform, and highly reversible sodium plating/stripping. Consequently, the Na||Cu cell using 1 
                    m
                    NaPF
                    6–
                    diethylene glycol dimethyl–BZ/ZF electrolyte achieved an average Coulombic efficiency of 99.58% for 432 cycles at 3 mA cm
                    −2
                    /3 mAh cm
                    −2
                    and stable cycling stability for 800 h in Na||Na cell. The assembled anode‐less cell delivers a high energy‐density of 327.54 Wh kg
                    −1
                    .",crossref,0
Temperature‐Responsive Near‐Infrared Emission Enabled by Reversible π‐Umpolung with an Alkenyl‐Strapped Diarylboryl Unit,https://onlinelibrary.wiley.com/doi/10.1002/anie.202523338?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-25 06:51:02 UTC,2026-01-25 06:51:02+00:00,10.1002/anie.202523338,"Abstract
                  
                    Coordination of a Lewis base to a tricoordinate boryl group generates a tetracoordinate species, thereby inverting the electronic character of the boryl substituents from electron‐accepting to electron‐donating. Utilizing this π‐umpolung strategy, we report temperature‐responsive fluorophores that emit in the near‐infrared (NIR) region. To achieve reversible π‐umpolung, we designed a diarylboryl unit in which two aryl rings are tethered by an alkenyl linker. This alkenyl‐strapped scaffold engages in a weak olefin–borane interaction and undergoes frustrated Lewis pair (FLP)‐type addition even with bulky neutral Lewis bases such as tricyclohexylphosphine (PCy
                    3
                    ). When boryl groups are installed at both termini of 4,7‐di(2‐thienyl)‐2,1,3‐benzothiadiazole, coordination of PCy
                    3
                    induces pronounced red‐shifts in the emission spectra. In polar acetonitrile, the emission maximum reaches 732 nm, entering the NIR region. This red shift arises from the strong σ‐donating character of the resulting tetracoordinate boron centers, which enhance intramolecular charge transfer (ICT) character in the excited state. Unlike conventional dimesitylborane–fluoride complexes, the FLP‐type adducts exhibit reversible, temperature‐dependent shifts in the dissociation/association equilibrium. Although the solvent polarity influences the equilibrium, modulation of phosphine Lewis basicity enables reversible dissociation even in polar media, allowing this system to display large emission changes spanning the visible to NIR region.",crossref,0
Sub‐5‐Min Ultrafast Growth of Millimeter‐Scale‐Length Tellurium Nanowires With Broadband Bulk Photovoltaic Response,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517882?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-25 06:51:35 UTC,2026-01-25 06:51:35+00:00,10.1002/adma.202517882,"ABSTRACT
                  
                    Bulk photovoltaic effect (BPVE) featured by polarization‐dependent photoresponse at zero external bias exhibits huge potential for exploiting next‐generation photodetectors. However, the BPVE is mainly limited in the wide‐bandgap ferroelectrics and complex van der Waals (vdW) heterostructures and scarcely demonstrated in narrow‐bandgap vdW semiconductors. Here we develop a surface self‐limiting diffusion driven growth strategy to rapidly synthesize millimeter‐scale‐length narrow‐bandgap tellurium (Te) single‐crystal nanowires with highly uniform non‐centrosymmetric structure. The sub‐5‐min ultrafast growth‐a feat not realized in prior Te synthesis arises from ultralow self‐limiting diffusion and nucleation barriers of H
                    2
                    Te precursors in a hydrogen‐assisted space‐confined environment. The fabricated photodetectors show broadband BPVE response from 520 nm to 4.6 µm, ultrahigh peak responsibility of 220 A/W and blackbody responsivity of 2.3 A/W, which are far superior to the state‐of‐the‐art self‐powered vdW devices. Furthermore, we demonstrate high‐resolution polarization imaging and BPVE detector arrays in a single Te nanowire. This work opens perspectives of ultralong Te nanowires with robust BPVE for the development of high‐performance on‐chip integrated multidimensional photodetection systems.",crossref,0
Molecular‐Scale Tuning of Low‐Molecular‐Weight Gelators Controls Supramolecular Assembly and Directs Human Mesenchymal Stem Cell Growth,https://onlinelibrary.wiley.com/doi/10.1002/anie.202523454?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-25 06:52:22 UTC,2026-01-25 06:52:22+00:00,10.1002/anie.202523454,"Abstract
                  
                    We report the synthesis and characterization of a simple alcohol‐functionalized low‐molecular‐weight gelator (LMWG) based on a 1,3:2,4‐dibenzylidenesorbitol scaffold (DBS‐CH
                    2
                    OH) and explore its self‐assembly in comparison to acylhydrazide‐functionalized DBS‐CONHNH
                    2
                    . DBS‐CH
                    2
                    OH forms a stiffer, highly organized, less‐soluble self‐assembled hydrogel, with a different assembly mode and much higher entropy/enthalpy of dissociation. On mixing, the LMWGs co‐assemble into gel nanofibers with similar thermodynamics to DBS‐CONHNH
                    2
                    . DBS‐CH
                    2
                    OH is an excellent scaffold for the growth of human mesenchymal stem cells (hMSCs), which exhibit extended spread‐shaped morphologies on the gel surface. In contrast, for DBS‐CONHNH
                    2
                    , hMSCs have a rounded morphology and penetrate into the softer gel. A simple functional group change on the LMWG, therefore, leads to a remarkable change in cell growth outcomes. When hMSCs are grown on the co‐assembled gel, they have the rounded morphology characteristic of DBS‐CONHNH
                    2
                    but remain on the gel surface, like DBS‐CH
                    2
                    OH. The multi‐component gel thus shares characteristics of the individual LMWGs, with hMSC growth being controlled by factors like structure, stiffness, and dynamics. This work demonstrates how chemical manipulation of gels based on deceptively simple LMWGs can have profound impacts in biomaterials engineering.",crossref,0
Carbonyl Functionalized Azaphosphinine‐Based Multiple‐Resonance Emitters via Regulated p/n/σ–π Hybrid Conjugation,https://onlinelibrary.wiley.com/doi/10.1002/anie.202525404?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-25 06:53:14 UTC,2026-01-25 06:53:14+00:00,10.1002/anie.202525404,"Abstract
                  
                    Doping heteroatoms with non‐typical electronic couplings offered the great opportunity to fine‐tune chemical structures and optoelectronic properties of organic π‐conjugated molecules (OCMs). Herein, we reported the first example of hybrid COPN multiple‐resonance (MR) thermally activated delayed fluorescence (TADF) emitters via the modular protocols. Compared with the classical BN/CON MR‐emitters having p–π conjugation, new COPN MR‐emitters maintained the various n/σ/σ*–π* hyperconjugation via the P‐center. Collaboratively with CO group, the P‐regulated (lp, O, S, and Me
                    +
                    ) hyperconjugation maintained the strong impacts on the TADF properties, such as FWHM, ISC/RISC, and PLQY. The dominating short‐range (SR) N➞CO charge‐transfer (CT) character suggested the CON‐type MR structure in the PO‐derivative. The strong long‐range (LR) P➞CO CT character suggested the COP‐type MR structure in the P(III)‐derivative. Leveraging on the self‐amplified PO‐hyperconjugation, the double‐PO derivative exhibited the dominating PON‐type MR‐TADF involving the SR N➞PO CT. The increased PLQYs (54%) and narrowed emission (FWHM: 13 nm) are among the best CON‐type MR‐emitters in the literature. As a proof of concept, the 1
                    st
                    generation hybrid MR‐emitters were applied as the light‐emitting materials in organic lighting‐emitting diodes that showed the narrow‐band blue (FWHM: 26 nm) and cyan emission (FWHM: 17 nm) with EQE as high as 7.3% and 22.8%, respectively. The current study revealed that installing the new hybrid conjugation, namely p/n/σ–π coupling into OCMs holds a great promise for designing new types of MR‐emitters with excellent TADF characters.",crossref,0
Reversible Metal Coordination Switch Enables Activatable Sonodynamic Therapy via Dual‐Death and Immune Synergy,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521565?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-25 07:00:17 UTC,2026-01-25 07:00:17+00:00,10.1002/adma.202521565,"ABSTRACT
                  
                    Sonodynamic therapy (SDT) holds great potential for disease treatment, yet its efficacy is limited by constitutive reactive oxygen species (ROS) generation and poor selectivity. Herein, we report a generalizable strategy using reversible metal‐ion coordination to regulate the sonodynamic activity of semiconducting polymers (SPs). A diketopyrrolopyrrole (DPP)‐based polymer (SPC) serves as the coordination scaffold, where binding with transition metal ions (Cu
                    2+
                    , Co
                    2+
                    , Zn
                    2+
                    , Fe
                    3+
                    ) redistributes electron density and increases the singlet–triplet energy gap (Δ
                    
                      E
                      ST
                    
                    ), thereby effectively suppressing ROS generation. Among them, Cu
                    2+
                    is selected as a model ion due to its reductive responsiveness to glutathione (GSH) in the tumor microenvironment (TME). This enables SPCu to remain inactive during systemic circulation and become selectively reactivated within the TME. Released copper further induces mitochondrial dysfunction and cuproptosis, synergizing with ultrasound‐triggered ROS‐driven PANoptosis. Together, this dual‐death mechanism elicits robust tumor ablation, immunogenic cell death, and immune cell activation, leading to systemic antitumor immunity. Collectively, this study presents a reversible, metal coordination–based platform for constructing activatable organic sonosensitizers, offering precise SDT with immuno‐therapeutic synergy.",crossref,0
A Monolithic Ferroelectric‐Ionic Duality for Stochastic‐Neuromorphic Core Integration,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517440?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-25 07:01:22 UTC,2026-01-25 07:01:22+00:00,10.1002/adma.202517440,"ABSTRACT
                  Learning under uncertainty has become increasingly critical in data‐intensive artificial intelligence applications, requiring computing systems that unify deterministic and probabilistic functions. Hardware that combines stable memory with tunable stochasticity is essential for such systems, but achieving this integration within a miniaturized architecture remains significantly challenging due to intrinsic conflicts between precise memory retention and controllable stochastic variability. Here we demonstrate a hafnia‐based ferroelectric‐ionic duality that integrates stochastic encoding and synaptic memory within a single device. By deliberately engineering the ferroelectric interface to repurpose oxygen vacancies—traditionally regarded as defects that degrade reliability in hafnia ferroelectrics—we exploit these vacancies as functional ionic components that dynamically modulate device behavior. The resulting ferroelectric‐ionic dual‐mode switching introduces voltage‐tunable stochasticity and enhances synaptic behavior within a single device architecture. Crucially, this ferroelectric‐ionic duality exhibits full complementary metal‐oxide‐semiconductor (CMOS) compatibility and scalability to very‐large scale integration (VLSI) system, enabled by wafer‐scale atomic layer deposition‐based growth of hafnia. These results establish a novel device paradigm that unifies memory, randomness, and learning capabilities within a single ferroelectric platform.",crossref,0
Interlayer Coupling in Organic‐Inorganic Heterostructures via Interfacial F···S Interactions for Near‐Infrared Photodetection and Real‐Time Motion Recognition,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202518146?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-25 07:02:30 UTC,2026-01-25 07:02:30+00:00,10.1002/adma.202518146,"ABSTRACT
                  
                    Interlayer coupling serves as a powerful strategy for manipulating the optoelectronic characteristics of van der Waals heterostructures. Although the combination of organic and inorganic semiconductors has enabled versatile optoelectronic applications, interlayer coupling in organic–inorganic heterostructures is still limited by inherent material discrepancies such as lattice matching and stacking order. Herein, we demonstrate an interlayer–coupled organic–inorganic heterojunction achieved by interfacial noncovalent F···S interactions, which is composed of molecular 5,5''‐bis(2‐fluorophenyl)‐2,2':5',2''‐terthiophene (oF‐PTTTP) and 2D molybdenum disulfide (MoS
                    2
                    ). By leveraging the conformational flexibility afforded by the full C─C single bonds in its backbone, the oF‐PTTTP molecules can self‐adjust their conformations upon thermal activation. The fluorine atoms on the side chains of oF‐PTTTP engage in noncovalent interactions with the sulfur atoms of MoS
                    2
                    at the heterointerface, inducing a pronounced interlayer coupling effect accompanied by lattice strain. This coupling enables near‐infrared (NIR) photodetection in a spectral range inaccessible to each individual component, yielding a specific detectivity of 1.8 × 10
                    14
                    Jones at 808 nm, which is one of the highest values reported for organic–inorganic heterostructures. Furthermore, the device exhibits gate‐tunable positive and negative photoresponses at 808 nm, allowing real‐time motion imaging in the NIR spectrum.",crossref,0
