title,link,published,source,pub_date
Atmospheric oxidation capacity at northern midlatitude regions is reaching a turning point,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag178/8539750?rss=1,2026-03-24 00:00:00 UTC,National Science Review Advance Access,2026-03-24 00:00:00+00:00
Distinguishing concerted and sequential proton–electron transfer,https://www.nature.com/articles/s41557-026-02103-y,2026-03-24 00:00:00 UTC,Nature Chemistry,2026-03-24 00:00:00+00:00
High coastal eddy activity around Antarctica revealed by SWOT,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag181/8539739?rss=1,2026-03-24 00:00:00 UTC,National Science Review Advance Access,2026-03-24 00:00:00+00:00
Topological engineering of covalent organic frameworks enhances photoactivation of electron donor–acceptor complexes via conformational locking,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag183/8539748?rss=1,2026-03-24 00:00:00 UTC,National Science Review Advance Access,2026-03-24 00:00:00+00:00
Scalable fabrication of high-efficiency FAPbI3 perovskite solar modules in humid air via intermediate-phase engineering,https://www.cell.com/joule/fulltext/S2542-4351(26)00075-9?rss=yes,2026-03-24 00:00:00 UTC,Joule,2026-03-24 00:00:00+00:00
How DNA in dirt is shaking up the study of human origins,https://www.nature.com/articles/d41586-026-00879-0,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Why AI hasn’t caused a job apocalypse — so far,https://www.nature.com/articles/d41586-026-00883-4,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Daily briefing: Tiny bones from Neanderthal fetus point to downfall of the species,https://www.nature.com/articles/d41586-026-00963-5,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
How the war in Iran is reshaping the energy landscape,https://www.nature.com/articles/d41586-026-00932-y,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
These medical X-rays are all deepfakes — and they fool even radiologists,https://www.nature.com/articles/d41586-026-00892-3,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Antimatter has been transported for the first time ever — in the back of CERN’s truck,https://www.nature.com/articles/d41586-026-00950-w,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Can a mouse be cloned indefinitely? Decades-long experiment has answers,https://www.nature.com/articles/d41586-026-00945-7,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
‘Zombie cells’ return from the dead — after a genome transplant,https://www.nature.com/articles/d41586-026-00938-6,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
"UK scraps airborne lab that tracks climate, pollution and weather systems",https://www.nature.com/articles/d41586-026-00941-x,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
"Salt lakes are shrinking and expanding, causing havoc in conservation",https://www.nature.com/articles/d41586-026-00943-9,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Why it’s hard to guess the high note,https://www.nature.com/articles/d41586-026-00644-3,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Scientists should join collaborative online editing communities for biodiversity,https://www.nature.com/articles/d41586-026-00940-y,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Marine life is a silent casualty of armed conflicts,https://www.nature.com/articles/d41586-026-00942-w,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Author Correction: 7-Dehydrocholesterol is an endogenous suppressor of ferroptosis,https://www.nature.com/articles/s41586-026-10403-z,2026-03-24 00:00:00 UTC,Nature,2026-03-24 00:00:00+00:00
Electrifying depolymerization back to monomers,https://www.cell.com/chem/fulltext/S2451-9294(26)00071-9?rss=yes,2026-03-24 00:00:00 UTC,Chem,2026-03-24 00:00:00+00:00
ATOME closes in on full funding for Paraguay renewable fertilizer project,https://ammoniaenergy.org/articles/atome-closes-in-on-full-funding-for-paraguay-renewable-fertilizer-project/,2026-03-24 03:24:17 UTC,Articles – Ammonia Energy Association,2026-03-24 03:24:17+00:00
Reliance secures $3 billion ammonia offtake agreement with Samsung C&T,https://ammoniaenergy.org/articles/reliance-secures-3-billion-ammonia-offtake-agreement-with-samsung-ct/,2026-03-24 03:55:09 UTC,Articles – Ammonia Energy Association,2026-03-24 03:55:09+00:00
Hydrogen‐Bonded Organic Frameworks (HOFs) for NADH Regeneration and Enzymatic Hydrogenation: HOF‐in‐HOF Artificial Photosynthetic System for Solar‐to‐Chemical Conversion,https://onlinelibrary.wiley.com/doi/10.1002/anie.8868255?af=R,2026-03-24 05:10:40 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-03-24 05:10:40+00:00
Acetal[6]Arenes: Rigid Chirality‐on‐Annulus Macrocycles Promoting Charge‐Transfer Co‐Assembly With Exceptional (Chiro)Optical Properties,https://onlinelibrary.wiley.com/doi/10.1002/anie.4969685?af=R,2026-03-24 05:11:39 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-03-24 05:11:39+00:00
Implanting Lanthanide Luminophores Into Helical Scaffolds for Programmable Circularly Polarized Luminescence,https://onlinelibrary.wiley.com/doi/10.1002/anie.9901177?af=R,2026-03-24 05:13:25 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-03-24 05:13:25+00:00
Co‐Confinement of Enzymes and Cofactors Within Pickering Droplet Derived Microreactors for Continuous Flow Catalysis,https://onlinelibrary.wiley.com/doi/10.1002/anie.202525681?af=R,2026-03-24 05:14:26 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-03-24 05:14:26+00:00
Correction to “Defect‐Rich Adhesive Nanozymes as Efficient Antibiotics for Enhanced Bacterial Inhibition”,https://onlinelibrary.wiley.com/doi/10.1002/anie.7386489?af=R,2026-03-24 05:14:56 UTC,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-03-24 05:14:56+00:00
