title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Cusp-singularity-enhanced Coriolis effect for sensitive chip-scale gyroscopes,https://www.nature.com/articles/s41586-026-10565-w,,Nature,2026-05-20 00:00:00+00:00,10.1038/s41586-026-10565-w,Xin Zhou,,"Gyroscopes, as fundamental inertial sensors, are crucial for rotation measurements in the consumer electronics, automotive and aerospace industries, with the most widely used kind relying on the Coriolis effect1,2,3,4,5,6. The chip-scale Coriolis vibratory gyroscopes (CVGs) show reduced size, weight and cost1,2 but have far lower performance than traditional macroscale CVGs3,4,5,6, as the weak intrinsic Coriolis factor sets a fundamental limit on scaling the sensitivity against the inherently louder Brownian noise in microchips compared with the macroscale ones. Here, to overcome this physical limit, we propose and experimentally demonstrate the use of third-order singularities lying within cusp catastrophes in the phase-tracked oscillations of an on-chip CVG to facilitate a cubic-root scaling of the Coriolis-effect-induced frequency modulation. Using this effect, we achieve a three-orders-of-magnitude enhancement in the Coriolis factor, yielding a 253-fold improvement in the signal-to-noise ratio and a 297-fold increase in precision. Moreover, the cusp singularity enables a previously unattainable ultrasensitive phase-modulated sublinear measurement, achieving record signal-to-noise ratio performance for silicon-chip gyroscopes. These findings not only provide revolutionary advancements in gyroscope technologies, by filling the gap in observing and controlling the singularity-enhanced Coriolis effect, but also shed new light on other ultrasensitive sensing applications.",nature_html
Toward sustainable and low-carbon industrial transformation: Insights from industrial green microgrids,https://www.sciencedirect.com/science/article/pii/S0306261926007075?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-20 00:00:00+00:00,,Kaidi Huang,,,
Techno-economic assessment of centralized and decentralized energy management strategies for energy sharing in collective self-consumption schemes,https://www.sciencedirect.com/science/article/pii/S0306261926006665?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-20 00:00:00+00:00,,Ander Goikoetxea,,,
Why are PFASs so hard to replace?,https://www.nature.com/articles/d41586-026-00429-8,,Nature,2026-05-20 00:00:00+00:00,10.1038/d41586-026-00429-8,Katharine Sanderson,,,
User preference cluster-based optimization for electric vehicles charging in smart buildings under uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926006914?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-20 00:00:00+00:00,,Geert Deconinck,,,
A guide to the Nature Index,https://www.nature.com/articles/d41586-026-00432-z,,Nature,2026-05-20 00:00:00+00:00,10.1038/d41586-026-00432-z,,,,
Too little or too much sleep is linked to faster ageing throughout the body,https://www.nature.com/articles/d41586-026-01564-y,,Nature,2026-05-20 00:00:00+00:00,10.1038/d41586-026-01564-y,,,"A multimodal analysis reveals a ‘U-shaped’ association between sleep duration and biological ageing across various organ systems, with too much or not enough sleep being linked with accelerated organ ageing. The study also shows that biological ageing differentially mediates the relationship between extremes in sleep duration and late-life depression.",openalex
Three scientists pushing chemistry in new directions,https://www.nature.com/articles/d41586-026-00430-1,,Nature,2026-05-20 00:00:00+00:00,10.1038/d41586-026-00430-1,Felicity Nelson,,,
Forest carbon protocols underestimate climate-driven carbon loss risks,https://www.nature.com/articles/s41586-026-10571-y,,Nature,2026-05-20 00:00:00+00:00,10.1038/s41586-026-10571-y,William R. L. Anderegg,,"Although the reduction of fossil fuel emissions remains of the utmost importance to mitigate climate change, maintaining and enhancing carbon sinks in forests have been widely promoted as nature-based climate solutions1,2,3,4. However, disturbances that could result in losses of forest carbon stocks are poorly accounted for when estimating the potential role of forests in climate mitigation5,6,7. This makes it difficult to appropriately size ‘buffer pools’: a mechanism designed to compensate for unintended carbon losses in carbon crediting projects8,9. Here we use forest inventory, satellite data, disturbance modelling and machine learning to map reversal (carbon loss) risk in the contiguous United States (CONUS) from natural disturbance. Across CONUS forests, we show that climate change increases the 100-year risk of carbon losses from natural disturbance, particularly in California and the Intermountain West. The current buffer pool of the largest CONUS forest climate mitigation programme is likely too small by an average factor of 6.3, and this could range from 2.2- to 8.0-fold too small when considering uncertainties around future climate scenarios, disturbance severity and other carbon pools. We provide spatially explicit maps of the long-term risks to forest carbon losses from natural disturbances, which highlight that current methodologies used for constructing carbon offset buffer pools require revisions to succeed under climate change.",nature_html
A conference taught me that scientists and journalists must work together to protect research,https://www.nature.com/articles/d41586-026-00824-1,,Nature,2026-05-20 00:00:00+00:00,10.1038/d41586-026-00824-1,Lonni Besançon,,,
