title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Disordered light-harvesting aggregates can host functional vibronic couplings at room temperature,https://www.nature.com/articles/s41467-026-69815-0,,Nature Communications,2026-02-24 00:00:00+00:00,,,,"Photosynthesis relies on a network of chlorophyll-like molecules which together lead to efficient long-range energy transfer. Evidence at cryogenic temperatures suggests that mechanistic details of energy/charge transfer must invoke coupled vibrational-electronic (vibronic) states. Whether these survive at physiological temperature in large photosynthetic aggregates is an open question. Parallel research on artificial templates has relied on cyanines which are unlike chlorophylls. Here we report time-resolved optical spectra of porphyrin nanotubes where we selectively probe coupled Qx − Qy states through polarization control. Early time cross peaks between electronic states, their rapid broadening and survival of quantum beats with anisotropic beating amplitude conclusively demonstrate that overlapping vibrational-electronic bands of photosynthetic aggregates indeed host functional vibronic couplings at room temperature. Calculations reveal that disorder is the vital ingredient that dramatically enhances intraband vibronic couplings across the entire Q band. The parameter regime where energetic disorder is of the order of dense Raman-active vibrations with weak reorganization energies may be the key design principle.",nature_html
Corrigendum to “Support mechanisms for low-carbon hydrogen: The risks of segmenting a commodity market” [Energy Policy 202 art 114605 DOI 10.1016/j.enpol.2025.114605],https://www.sciencedirect.com/science/article/pii/S0301421526000844?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-02-24 00:00:00+00:00,,Pablo Rodilla,,,
Hybrid offshore solar-wind farms: the potential of integrating floating photovoltaics with offshore wind,https://www.sciencedirect.com/science/article/pii/S0306261926001388?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-24 00:00:00+00:00,,,,,
Scalable hydrogel smart windows with moisture retention and low-emissivity for sustainable buildings,https://www.sciencedirect.com/science/article/pii/S0306261926001637?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-24 00:00:00+00:00,,,,,
Scaling up floating offshore wind farm installation: From conventional to modular strategies,https://www.sciencedirect.com/science/article/pii/S0306261926002126?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-24 00:00:00+00:00,,,,,
"Electricity-driven CO2 and biomass conversion toward formic acid/formate: microenvironment regulation, hydrogen storage potential, and sustainability assessment",http://pubs.rsc.org/en/Content/ArticleLanding/2026/EE/D5EE07819A,,RSC - Energy Environ. Sci. latest articles,2026-02-24 00:00:00+00:00,,,,"Formic acid (FA)/formate (FM) is widely recognized as an important energy carrier and high-value chemical. Through electrocatalysis, abundant carbon sources such as CO2 and biomass can be converted into FA or FM, enabling the valorization of feedstocks into high-value chemicals via a promising approach toward eco-friendly and sustainable development. This review elucidates recent milestones and emerging trends in FA/FM production via CO2 electroreduction and biomass electrooxidation, with a particular emphasis on microenvironment regulation. The intrinsic mechanisms underlying the effects of key factors on activity, selectivity, and energy efficiency are elucidated. In addition, environmental impact, hydrogen-storage capabilities, techno-economic analysis, and life cycle assessment are discussed in detail. Finally, future research directions and optimization strategies are proposed, focusing on feedstock pretreatment, catalyst engineering, and membrane–electrode integration. More importantly, this review also discusses CO2–organic paired electrolysis, proposing several solutions to fundamental constraints. Overall, this review aims to provide systematic guidance for three electrocatalytic pathways toward FA/FM—CO2 reduction, biomass oxidation, and their paired electrolysis—highlighting the pivotal role of microenvironment engineering in electrocatalyst design and reaction optimization, thereby delivering scientific insights to support green energy utilization and sustainable chemical manufacturing.",rsc_html
Molecularly engineered covalent hydrophobic interface for enhanced CO2 electromethanation in strong acid,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag116/8496058?rss=1,,National Science Review Advance Access,2026-02-24 00:00:00+00:00,10.1093/nsr/nwag116/8496058,,,"Electrochemical conversion of CO2 to methane provides a sustainable pathway for fuel synthesis, yet it inherently struggles to balance carbon utilization efficiency with product selectivity. Conventional surface engineering based on physical hydrophobic coatings often leads to interfacial instability and diminished charge transfer efficiency. To address these issues, we develop a cysteine-coated copper coordination complex catalyst modified with covalently bonded fluoroalkyl silane (FAS), allowing precise control over surface wettability. A breakthrough in highly acidic electrolytes is demonstrated, achieving a methane Faradaic efficiency of up to 66.2% at 400 mA cm−2 (pH 1.8), alongside a single-pass carbon conversion efficiency of 31.1%, surpassing conventional alkaline-system benchmarks. Surface-enhanced Raman spectroscopy reveals key *COOH intermediate for CO2 activation, while in situ",rss_oup
Scientists must step up to avert a nuclear breakout,https://www.nature.com/articles/d41586-026-00562-4,,Nature,2026-02-24 00:00:00+00:00,,,,,
China is waging war on Alzheimer’s. What can its approach teach the rest of the world?,https://www.nature.com/articles/d41586-026-00564-2,,Nature,2026-02-24 00:00:00+00:00,,,,,
Nuclear weapons testing is harmful — there’s no case for a restart,https://www.nature.com/articles/d41586-026-00561-5,,Nature,2026-02-24 00:00:00+00:00,,,,,
