title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Techno-thermodynamic investigation of pressurized ammonia-fueled SOFC systems for co-production of electricity and hydrogen,https://www.sciencedirect.com/science/article/pii/S0306261926006926?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-23 00:00:00+00:00,,Yonggyun Bae,,,
"Hierarchical hydrogen bonds enable stretchable, self-healing, and high mobility polymer semiconductors",https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag277/8691435?rss=1,,National Science Review Advance Access,2026-05-23 00:00:00+00:00,10.1093/nsr/nwag277,Antonio Facchetti,,,
Confinement-induced giant ionic thermovoltage at minimal temperature gradients via series-integrated micro-thermoelectric cells in hierarchical hydrogels,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag296/8691444?rss=1,,National Science Review Advance Access,2026-05-23 00:00:00+00:00,10.1093/nsr/nwag296,Kan Yue,,"Harvesting low-grade waste heat, particularly from ubiquitous small temperature fluctuations, requires materials that deliver high voltage outputs under minimal thermal gradients. Conventional ionic thermoelectric (i-TE) hydrogels rely on the global, continuous thermodiffusion of ions (i.e. the Soret effect) across the entire material, which typically yields limited voltages at small temperature differences (ΔT). Here, we report a hierarchically structured ionic hydrogel that fundamentally alters this paradigm via a ‘series-integrated micro-thermoelectric cell’ mechanism. By infiltrating a poly(acrylic acid)/sodium acetate (PAA/NaOAc) electrolyte into a directionally freeze-cast polyvinyl alcohol (PVA) scaffold, we construct an anisotropic architecture where dense crystalline PVA domains act as ionic blocking layers perpendicular to the thermal gradient. Under an applied temperature difference, ions undergo short-range thermodiffusion within the confined micro-domains, generating local thermovoltage that accumulates in series. Our hierarchical structured ionic hydrogel yields a record-high ionic Seebeck coefficient of 71.3 mV K−1 at minimal temperature gradients (ΔT ≤ 2.0 K). Crucially, the thermovoltage exhibits a non-linear saturation behavior at elevated ΔT, revealing a different interfacial charge effect in microstructure-confined ion separation. Combined with exceptional mechanical robustness, this work establishes a transformative paradigm shifting from global ion transport to micro-structural series integration, offering a robust material platform for ultra-sensitive thermal sensing and durable self-powered wearable electronics.",rss_oup
Synergetic catalysis via zeolite-encapsulated PdCu alloy for highly efficient CO2 hydrogenation to ethanol,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag303/8691445?rss=1,,National Science Review Advance Access,2026-05-23 00:00:00+00:00,10.1093/nsr/nwag303,Mingyue Ding,,"CO2 catalytic hydrogenation presents a highly promising and alternative pathway for ethanol production, offering the dual benefits of large-scale CO2 emission reduction and green H2 storage. However, this approach faces major challenges such as low ethanol selectivity and activity, stemming from the complex reaction network and the lack of efficient catalyst design strategies. In this work, we proposed an effective catalyst design strategy for CO2 hydrogenation to ethanol by constructing synergetic catalytic sites between alloy nanoparticles and zeolite to decouple key competition reaction steps. The developed PdCu alloy catalyst encapsulated by Y zeolite achieved simultaneously high ethanol selectivity (>93%) and activity (>200 mg gcat−1 h−1), outperforming most previously reported heterogeneous catalysts. Mechanistic investigations revealed that the alloy-zeolite synergetic sites facilitate controllable C–C coupling and enhance C–O bond cleavage, thereby balancing selectivity and catalytic activity toward CO2 hydrogenation to ethanol. This work offers a feasible catalyst design strategy for the efficient conversion of CO2 into high-value-added and structurally complex products.",rss_oup
Long-term comparative analysis of AAV9-mediated gene replacement therapies for spinal muscular atrophy in mice,https://www.nature.com/articles/s41467-026-73545-8,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73545-8,Jun Xie,,"Spinal muscular atrophy (SMA) results from a deficiency of the survival motor neuron (SMN) protein. Zolgensma, an adeno-associated virus (AAV)-based SMN1 gene-replacement therapy, is approved for SMA, though its long-term efficacy and safety remain uncertain. This study compares a Zolgensma-like benchmark vector with a 2nd-generation vector featuring a codon-optimized SMN1 transgene under the control of an endogenous SMN1 promoter. In SMA mice, intracerebroventricular delivery of the 2nd-generation vector improved survival and phenotypic outcomes compared with the benchmark. However, motor impairment was observed in wild-type mice 20 months post-injection with the 2nd-generation vector. Notably, cardiac thrombosis and hepatocellular carcinoma were associated with the benchmark vector, but not with the 2nd-generation vector. While AAV-related tumorigenesis appears to be species-specific to mice, these findings underscore the need for careful long‑term monitoring in patients treated with Zolgensma.",nature_html
A polymer-coated nanowire sponge–based contact electrocatalytic system for simultaneous disinfection and removal of multiple micropollutants,https://www.nature.com/articles/s41467-026-73425-1,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73425-1,Zhaohui Tong,,"The removal of diverse contaminants in wastewater remains a major challenge due to low treatment efficiencies, high catalyst costs, and risks of residual chemicals. In this work, we introduce a polymer-coated nanowire sponge (PNS) based contact electro-catalysis (CEC) system for achieving the disinfection of microorganisms and the degradation of multiple micropollutants. Under ultrasonic stimulation, PNS facilitates interfacial electron transfer and generates a high rate of reactive oxygen species (ROS). Its synergistic ROS generation and static charge electroporation achieve over 99% disinfection within 3 minutes while degrading dyes, waste tire leachate, and reducing heavy metal ions in wastewater under ambient conditions. The system also exhibits a high hydrogen peroxide (H₂O₂) production rate of 20.2 ± 0.1 μmol h⁻¹. Furthermore, PNS demonstrates excellent versatility, ease of recovery, and reusability, highlighting its strong potential for both point-of-use and large-scale wastewater treatment applications.",nature_html
Combined biosynthesis and site-specific incorporation of phenylalanine derivatives from aryl aldehydes or carboxylic acids,https://www.nature.com/articles/s41467-026-73618-8,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73618-8,Aditya M. Kunjapur,,"Applications of genetic code expansion (GCE) in live cells are widespread and continually emerging, yet they have been limited by their reliance on the supplementation of non-standard amino acids (nsAAs) to cell culturing media. Here, we report the design of a single engineered bacterial host that performs the steps of phenylalanine derivative semi-synthesis and site-specific incorporation within target proteins. Our platform pathway exhibits broad substrate specificity towards commercially ubiquitous, achiral building blocks of aryl aldehydes or carboxylic acids, producing the family of nsAAs that are most frequently used for GCE. We demonstrate biosynthesis of 12 distinct nsAAs, and we observe combined biosynthesis and incorporation for these chemistries using common orthogonal translation systems (OTSs) based on a fluorescent reporter assay. We additionally show that the combination of nsAA biosynthesis and GCE steps can extend the chemical reach of the intrinsic biological containment strategy of synthetic auxotrophy from reliance on nsAAs to instead reliance on low-cost and achiral building blocks. Our platform should aid industrial-scale manufacturing of proteins that contain nsAAs and democratize access to expensive or commercially unavailable chemistries for labs that lack separations or traditional synthesis expertise.",nature_html
Energy poverty convergence in a fragmented world: Multidimensional evidence from non-OECD countries,https://www.sciencedirect.com/science/article/pii/S0301421526002910?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-05-23 00:00:00+00:00,,Silvia Micheli,,,
Realization of a chiral photonic-crystal cavity with broken time-reversal symmetry,https://www.nature.com/articles/s41467-026-73446-w,,Nature Communications,2026-05-23 00:00:00+00:00,10.1038/s41467-026-73446-w,Junichiro Kono,,"Chiral cavities offer an intriguing way to manipulate material properties by breaking fundamental symmetries. However, only a few chiral cavity implementations exhibiting broken time-reversal symmetry have been demonstrated, with most relying on either strong magnetic fields, circularly polarized Floquet driving, or ultrastrong coupling between cavity modes and matter excitations. Here, we present a one-dimensional terahertz photonic-crystal cavity that exhibits broken time-reversal symmetry. The cavity consists of a silicon wafer sandwiched between InSb wafers. By exploiting the nonreciprocal terahertz response of a magnetoplasma and the low electron effective mass in InSb, a circularly polarized cavity mode at 0.67 THz under a modest magnetic field of 0.3 T, with a quality factor exceeding 50 is realized. Temperature-, magnetic field-, and polarization-dependent measurements and simulations demonstrate the chiral cavity with broken time-reversal symmetry, providing a robust platform for exploring chiral light–matter interactions and vacuum dressed quantum condensed matter in the terahertz regime.",nature_html
Beyond the universal decision maker: renovation policy for decarbonizing energy systems and reducing energy poverty,https://www.sciencedirect.com/science/article/pii/S0301421526003101?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-05-23 00:00:00+00:00,,François Maréchal,,,
