title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Advancing hybrid quantum neural network for alternating current optimal power flow,https://www.sciencedirect.com/science/article/pii/S0306261926005970?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-05-09 00:00:00+00:00,,Ka Wing Chan,,,
Using satellite imagery to map rural marketplaces and monitor their activity at high frequency,https://www.nature.com/articles/s41467-026-72865-z,,Nature Communications,2026-05-09 00:00:00+00:00,10.1038/s41467-026-72865-z,Anna Tompsett,,"In many rural areas of low- and middle-income countries, weekly gatherings of buyers and sellers are the most tangible manifestation of the market economy. Identifying and tracking these markets could provide insights into economic activity in data-scarce settings. However, because these markets are informal and dispersed across often-remote regions, systematic data are sparse. We develop, test, and apply a method that leverages distinctive temporal patterns in satellite imagery to detect periodic markets. Using secondary data from Kenya, Malawi, and Mozambique, we first confirm that we detect markets with high sensitivity and specificity. We then map 1,776 markets in Ethiopia and track their activity at up-to-weekly frequency between 2017 and 2024. Market activity follows seasonal agricultural cycles and responds to weather and conflict shocks. Once locations are identified, the method can be automated to track market activity at high frequency, allowing detection of changing conditions where other high-frequency data are limited.",nature_html
Renewable hydrogen: The system-wide impact of PPAs and additionality requirements for selected European countries,https://www.sciencedirect.com/science/article/pii/S0301421526002296?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-05-09 00:00:00+00:00,,Rasmus Bramstoft,,,
Large language models exhibit speciesist bias against animals,https://www.nature.com/articles/s41467-026-72297-9,,Nature Communications,2026-05-09 00:00:00+00:00,10.1038/s41467-026-72297-9,Thilo Hagendorff,,"We investigate whether large language models (LLMs) exhibit speciesist bias—discrimination based on species membership—and how they value non-human animals. We use three paradigms: SpeciesismBench, a 1009-item benchmark we developed to assess detection and ethical classification of speciesist statements; established psychological measures comparing model and human responses; and text-generation tasks testing for speciesist rationalizations. LLMs reliably detected speciesist statements but often classified them as morally acceptable. On psychological measures, LLMs less frequently than people explicitly respond that animals matter less, yet more strongly prioritized saving one human over multiple animals in concrete dilemmas, a preference that disappeared when humans and animals were matched on cognitive capacity. In text generation, LLM responses repeatedly normalized harm toward farmed animals while refusing to do so for non-farmed animals. These findings show that LLMs encode cultural norms of animal exploitation, suggesting AI fairness frameworks should include non-human moral patients.",nature_html
Redefining the active site: when the support takes center stage,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag264/8675034?rss=1,,National Science Review Advance Access,2026-05-09 00:00:00+00:00,10.1093/nsr/nwag264,Andrew M Beale,,,
Anti-PD-1 plus nab-paclitaxel and bevacizumab for second-line treatment of cancer of unknown primary (Fudan CUP-002): a phase II trial,https://www.nature.com/articles/s41467-026-72745-6,,Nature Communications,2026-05-09 00:00:00+00:00,10.1038/s41467-026-72745-6,Zhiguo Luo,,"Fudan CUP-002 study (ClinicalTrials.gov identifier: NCT04848597), an investigator-initiated prospective trial, was designed to evaluate the efficacy and safety of an anti-PD-1 antibody in combination with nab-paclitaxel and bevacizumab as a second-line treatment for cancer of unknown primary (CUP). Between June 2, 2021, and April 19, 2024, 48 eligible patients were enrolled. At data cutoff (January 10, 2025), the median follow-up was 27.1 months (95% CI, 20.2 to 37.2). The objective response rate (ORR) was 54.2% (26/48; 95% CI, 40.3% to 67.4%), and the disease control rate (DCR) was 95.8% (46/48; 95% CI, 86.0% to 98.9%). The median progression-free survival (PFS) was 13.1 months (95% CI, 8.0 to 19.6), while the median overall survival (OS) was 25.1 months (95% CI, 14.6 to 29.5). Treatment-related adverse events (TRAEs) of any grade occurred in 46 patients (95.8%). The exploratory analysis identified systemic eosinophil counts as a prognostic biomarker for treatment response and survival outcomes in second-line setting for CUP. However, current experimental systems are unable to provide the established cell lines or animal models needed to investigate therapeutic mechanisms for CUP. Our present study demonstrated that an anti-PD-1 antibody plus nab-paclitaxel and bevacizumab was effective and well-tolerated in the second-line treatment for patients with CUP.Trial registration: ClinicalTrials.gov identifier: NCT04848597",nature_html
Spatio-dipolar synergy modulated interfacial molecular bridge for calendar aging resistant aqueous zinc-ion batteries,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag268/8675043?rss=1,,National Science Review Advance Access,2026-05-09 00:00:00+00:00,10.1093/nsr/nwag268,Guoliang Chai,,"Short calendar-aging life and interfacial degradation hinder the applications of aqueous Zn-ion batteries. Herein, trimorpholinophosphine-oxide (TPO), featuring high Topological Polar Surface Area (TPSA), is introduced as an electrolyte additive that modulates interfacial ions via steric-dipolar synergism. Specifically, the topological polarity of TPO facilitates Zn2+ coordination and strong surface adsorption, creating migration channels within solvation-interfacial networks. Moreover, the steric hindrance of TPO disrupts the solvation sheath of Zn2+, forming H3O+-repelled layers. Consequently, TPO-containing cells achieve an exceptional average Coulombic efficiency (CE) of 99.91% and operate steadily at ultrahigh current densities (280 mA cm−2). At -20°C, TPO-containing cells retain 177 mAh g⁻1 after 6000 cycles, yet additive-free cells fail after 1400 cycles (84 mAh g⁻1). Most importantly, TPO-containing cells maintain high CE exceeding 95% over a superior 2500 h under intermittent calendar-aging, far exceeding the 72 h of additive-free cells. This work offers molecular-level insights into TPSA-induced steric-dipole synergism for ultra-stable batteries.",rss_oup
Recyclable dual Z-scheme perovskite/g-C3N4 heterojunction enables photoredox nickel-catalyzed C(sp2)–C(sp3) cross-electrophile coupling,https://www.nature.com/articles/s41467-026-72420-w,,Nature Communications,2026-05-09 00:00:00+00:00,10.1038/s41467-026-72420-w,Renyi Shi,,"Nickel-catalyzed cross-electrophile coupling provides an efficient and cost-effective strategy for constructing C(sp2)–C(sp3) bonds, a pivotal transformation for diversifying molecular architectures in pharmaceutical and agrochemical synthesis. However, conventional methodologies usually require stoichiometric metal reductants, which pose safety risks, reaction instability, and environmental concerns. To circumvent these limitations, merging nickel catalysis with photoredox catalysis has emerged as a promising alternative. Central to this approach is to develop highly efficient, easy-to-prepare and recyclable photocatalysts, which can drive the reaction under mild conditions. In this work, we present a recyclable LaFeO3/LaCoO3/g-C3N4 heterojunction. The stepped band structure and dual Z-scheme carrier migration paths significantly enhance photocatalytic performance by synergistically increasing redox potentials and extending the lifetime of photogenerated charge carriers through efficient interfacial charge transfer. Leveraging this heterojunction, we have developed a nickel/photoredox dual-catalyzed cross-electrophile coupling between aryl iodides and alkyl halides, affording the desired products with up to 98% yields.",nature_html
A universal scaling law of intra-urban inequality,https://www.nature.com/articles/s41467-026-73015-1,,Nature Communications,2026-05-09 00:00:00+00:00,10.1038/s41467-026-73015-1,Weixin Ou,,"Large-scale urban agglomeration yields economic benefits but often coincides with pronounced environmental and social disparities. While aggregate urban attributes follow predictable scaling laws, how intra-urban inequality scales with city size remains unclear. To bridge this gap, we analyze over 11,000 global urban centers using multi-source satellite data to quantify inequalities in thermal exposure, green space, and economic activity. Here we show that all three dimensions follow super-linear scaling laws with city population size. Specifically, a doubling of city population is associated with an approximately 8-9% higher inequality Gini coefficient. Furthermore, these scaling relationships are significantly modulated by national socioeconomic development and background climate: green space and economic inequalities exhibit steeper scaling in low-income nations, whereas thermal inequality scales most acutely in arid climates. Consequently, achieving equitable urban development requires targeted interventions rather than relying on passive scale effects.",nature_html
"Boosting hydrogen, slashing emissions: the regulatory design of low-carbon hydrogen",https://www.sciencedirect.com/science/article/pii/S0301421526002314?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-05-09 00:00:00+00:00,,Johannes Trüby,,,
