title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Virtual sensing to enable real-time monitoring of inaccessible locations & unmeasurable parameters,https://www.nature.com/articles/s41467-026-77463-7,,Nature Communications,2026-09-19 00:00:00+00:00,10.1038/s41467-026-77463-7,Syed Bahauddin Alam,,"Real-time monitoring of safety-critical interior states remains an open problem across energy, environmental, and industrial systems where direct instrumentation is infeasible. Existing approaches based on governing equations, discrete state vectors, or fixed sensor locations fail to provide mesh-independent, field-level reconstructions at arbitrary interior coordinates under real-time constraints. Here we introduce neural operator-based virtual sensing as a general framework for recovering inaccessible interior fields from sparse, heterogeneous measurements and operating conditions, instantiated with MIMONet, a multi-input, multi-output neural operator that fuses heterogeneous inputs and decodes coupled physical fields through a shared latent representation. Across three engineering-grade evaluations of escalating complexity, from confined recirculating flows to pressurized water reactor subchannels and compact power-system heat exchangers, MIMONet achieves ≤5% relative reconstruction error, while generating full-field predictions with sub-millisecond inference on an NVIDIA H200, at least five orders of magnitude faster than traditional high-fidelity CFD simulations, with calibrated uncertainty and noise resilience demonstrated on the heat-exchanger case. We validate the framework on three independent real-world datasets spanning electrochemical energy, atmospheric science, and physical oceanography: current-density mapping in a hydrogen fuel cell, wind-speed profiling on instrumented meteorological towers, and North Atlantic ocean-state from a global ocean reanalysis. MIMONet improves over classical virtual-sensing baselines by 72–84%: 84% on fuel-cell internal-field recovery from 10% sensor coverage and 83% on hub-height wind-speed recovery from lower-level tower sensors. Most notably, it recovers sea-surface height, a field with zero direct sensors, from its learned coupling to observed temperature and salinity at 4.1 × lower error than the best classical predictor, a cross-modal field recovery beyond the reach of classical interpolation. These results establish operator-based virtual sensing as a practical route to real-time field observability in systems where the states that matter most cannot be directly measured.",nature_html
Anti-thymocyte globulin triggers TNF-dependent cell death in T-cell acute lymphoblastic leukemia,https://www.nature.com/articles/s41467-026-77027-9,,Nature Communications,2026-09-19 00:00:00+00:00,10.1038/s41467-026-77027-9,Vahid Asnafi,,"T-cell acute lymphoblastic leukemia (T-ALL) accounts for one of the most aggressive hematological tumors associated with poor prognosis, notably for relapsed and refractory patients. Hence, an unmet medical need persists for T-ALL patients who fail to durably respond to conventional treatments. Herein, we report the antileukemic efficacy of anti-thymocyte globulin (ATG), a polyclonal cocktail of IgG enriched in antibodies directed against human thymocyte antigens. The treatment of preclinical models of T-ALL reveals a cytotoxic mechanism of ATG mediated by TNFα signaling. We demonstrate that ATG resistance may occur via the induction of negative regulators of TNFα-induced cell death and can be circumvented by SMAC mimetic birinapant ex vivo and in vivo. These results are validated in a series of prospective primary relapsed/refractory T-ALL samples. Here, we provide a strong rationale for clinically relevant ATG-based immunotherapy in combination with birinapant to treat T-ALL patients.",nature_html
Harnessing carbon regulation capacity in urban electricity-gas systems: A coordinated planning framework embedding aggregated feasible region,https://www.sciencedirect.com/science/article/pii/S0306261926015059?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-09-19 00:00:00+00:00,,Zhaohong Bie,,,
Dosing and delivery of bacteriophage therapy in a murine wound infection model,https://www.nature.com/articles/s41467-026-77992-1,,Nature Communications,2026-09-19 00:00:00+00:00,10.1038/s41467-026-77992-1,Paul L. Bollyky,,"Lytic bacteriophages, viruses that lyse (kill) bacteria, hold great promise for treating infections, including wound infections caused by antimicrobial-resistant Pseudomonas aeruginosa. However, dosing and delivery strategies for phage therapy remain underdeveloped. In a mouse wound infection model specifically designed to evaluate the treatment of established infections—a critical gap in existing preclinical models—we investigated the impact of administration route, dose, and frequency on phage therapy efficacy. In this model, topical, but not systemic, delivery reduced wound bacterial burden. In vitro and in vivo data revealed rapid emergence of phage resistance and suggested potential benefit of using high and repeated doses. Building on these insights, we developed HydroPhage, a phage-containing hyaluronan-based hydrogel formed with dynamic covalent crosslinks that delivers high-titer phages over one week. Here, we show that sustained hydrogel-based delivery is a practical and effective approach for topical phage application.",nature_html
Checkerboard-type Zhang-Rice states in overdoped cuprate superconductors,https://www.nature.com/articles/s41467-026-77985-0,,Nature Communications,2026-09-19 00:00:00+00:00,10.1038/s41467-026-77985-0,Xinmao Yin,,"Cuprate superconductors remain central to condensed matter physics due to their technological relevance and unconventional, incompletely understood electronic behavior. While the canonical phase diagram and low-energy models have been shaped largely by studies of underdoped and moderately doped cuprates, the overdoped regime has received comparatively limited attention. Here, we track the evolution of the electronic structure from optimal to heavy overdoping in La2−xSrxCuO4 (LSCO) using broadband optical spectroscopy across x = 0.15–0.60. The measured spectral changes—including the redistribution of Zhang–Rice–related spectral weight—are in qualitative agreement with determinant quantum Monte Carlo (DQMC) simulations of the three-orbital Emery model, which together indicate a pronounced reconstruction of the electronic structure beyond hole concentrations x > 0.2. Guided by these observations, we propose a spontaneous checkerboard-type Zhang–Rice electronic configuration that accounts for the coexistence of itinerant and localized carriers characteristic of the heavily overdoped state. Our results refine the doping-dependent Zhang–Rice–based framework for cuprates, illuminate how correlations persist deep into the overdoped regime, and provide new constraints on microscopic mechanisms of high-temperature superconductivity, with broader implications for correlated transition-metal oxides.",nature_html
Bayesian bilevel operator learning with low-rank adaptation for efficient uncertainty quantification of PDE inverse problems,https://www.nature.com/articles/s41467-026-77768-7,,Nature Communications,2026-09-19 00:00:00+00:00,10.1038/s41467-026-77768-7,John S. Lowengrub,,"Uncertainty quantification in PDE inverse problems is essential in many applications. Scientific machine learning and AI enable data-driven learning of model components while preserving physical structure, and provide the scalability and adaptability needed for emerging imaging technologies and clinical insights. We develop a Bilevel Local Operator Learning framework for Bayesian inference in PDEs (B-BiLO). At the upper level, we sample parameters from the posterior via Hamiltonian Monte Carlo, while at the lower level we fine-tune a neural network via low-rank adaptation (LoRA) to approximate the solution operator locally. B-BiLO enables efficient gradient-based sampling without synthetic data or adjoint equations and avoids sampling in high-dimensional weight space, as in Bayesian neural networks, by optimizing weights deterministically. We analyze errors from approximate lower-level optimization and establish their impact on posterior accuracy. Numerical experiments across PDE models, including tumor growth, demonstrate that B-BiLO achieves accurate and efficient uncertainty quantification.",nature_html
Resonance-enhanced integrated acousto-optic beam steering,https://www.nature.com/articles/s41467-026-77864-8,,Nature Communications,2026-09-19 00:00:00+00:00,10.1038/s41467-026-77864-8,Mo Li,,"Optical beam steering is a key technology for free-space optical communication, sensing, and imaging. Mechanical beam steering systems suffer from limited scanning speed and bulky form factors, while existing solid-state solutions rely on pixelated synthetic aperture that requires complex fabrication and control architectures. Integrated acousto-optic beam steering is an emerging technology that enables continuous one-dimensional beam steering using integrated acoustic transducers and fixed-wavelength laser sources. Here, we integrate this approach with an optical ring resonator on the same thin-film lithium niobate platform to significantly enhance beam steering efficiency and system functionality. The resulting device achieves a resonance-enhanced beam steering efficiency of up to 26% and a field of view of 18∘. Moreover, by leveraging integrated electro-optic control, we dynamically lock the ring-resonator’s resonance to a chirped laser frequency, enabling frequency-modulated continuous-wave light detection and ranging operation. By combining lithium niobate’s piezoelectric and electro-optic properties, this work establishes a compact, efficient, and scalable beam-steering platform with co-integrated acousto-optic modulation and electro-optic control for multifunctional applications.",nature_html
Kirigami-actuated reconfigurable topological photonic crystals,https://www.nature.com/articles/s41467-026-77880-8,,Nature Communications,2026-09-19 00:00:00+00:00,10.1038/s41467-026-77880-8,Jian-Wen Dong,,"Photonic crystals are typically fabricated with a fixed topology, freezing their edge and corner states in space and frequency. Here we introduce a kirigami-actuated reconfigurable topological photonic crystal in which a single in-plane rotation reshapes the unit cell, drives a bandgap closure and reopening, and thereby relocates the Wannier center and switches the associated Zak phase—the topological invariant that determines whether boundary states appear. We engineer a symmetry-preserving square-lattice deformation path that programs the intracell rod configuration into a compact, discrete topological phase library. Using this library, we demonstrate reconfigurable control of topological modes in both resonance frequency and spatial localization from the same mechanical degree of freedom. A higher-order corner mode is switched between two distinct resonance frequencies while its localization moves between different geometric corners. Meanwhile, at a fixed operating frequency, the propagation path of reciprocal crystalline-symmetry-protected edge modes is mechanically rewritten, enabling on/off gating and two-path beam routing. These results establish a route toward reconfigurable topological photonic devices, showing that quantized band topology can be encoded and switched by shape.",nature_html
Progress and prospects of amine-based chemical absorption for post-combustion CO2 capture in thermal power plants,https://www.sciencedirect.com/science/article/pii/S0306261926015229?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-09-19 00:00:00+00:00,,Linjun Yang,,,
Critical review of hybrid solar thermal desalination system for sustainable potable water production,https://www.sciencedirect.com/science/article/pii/S0306261926013784?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-09-19 00:00:00+00:00,,Rohan Dutta,,,
