title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Short-term forecasting of energy production and consumption using extreme learning machine: A comprehensive MIMO based ELM approach,https://www.sciencedirect.com/science/article/pii/S0306261926002515?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-28 00:00:00+00:00,,Elena Magliaro,,,
Transformer-enhanced multi-agent reinforcement learning for dynamic electric logistics Fleet routing under time-varying traffic,https://www.sciencedirect.com/science/article/pii/S0306261926002643?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-28 00:00:00+00:00,,Boli Chen,,,
Energy policy strategies for cleaner production: The roles of renewable energy and green innovation,https://www.sciencedirect.com/science/article/pii/S0301421526001485?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-02-28 00:00:00+00:00,,Yugang He,,,
Physical echo state network based on the nonlinearity and dynamic response of ambipolar heterostructure transistors,https://www.nature.com/articles/s41467-026-70171-2,,Nature Communications,2026-02-28 00:00:00+00:00,10.1038/s41467-026-70171-2,Ye Zhou,,"In the field of neuromorphic computing, time-series prediction poses a significant challenge to recurrent neural network architectures, often requiring task-specific customization that limits the development of general-purpose computing platforms. In this work, we implement a physical echo-state network (ESN) using ambipolar organic–inorganic heterostructure transistors to form its reservoir layer. Leveraging the ambipolar nature of the transistor, its variable-resistance region enables sparse matrix operations, while the saturation region provides tanh-like nonlinearity, making it well-suited for implementing both synaptic weighting and neuronal activation in an ESN. Additionally, its dynamic response naturally introduces temporal attributes. Thus, it can serve as a neuromorphic computing model for time-series tasks. Without the involvement of dynamic mechanisms, it is capable of performing image recognition, time-series prediction, and multimodal recognition tasks. When dynamic mechanisms are incorporated, the model achieves an accuracy of 96.98% on the MNIST handwritten digit dataset and 86.67% on the Fashion-MNIST dataset. This work offers a neuromorphic computing architecture, providing insights for tasks such as nonlinear mapping and time-series prediction.",nature_html
Nanoporosity-driven deformation of additively manufactured nano-architected metals,https://www.nature.com/articles/s41467-026-69845-8,,Nature Communications,2026-02-28 00:00:00+00:00,10.1038/s41467-026-69845-8,Julia R. Greer,,"3D printing methods for small-scale metals enable a unique 10–100 nm dimensional niche where functional feature sizes, critical microstructural detail and atomic-level defects converge, challenging conventional hierarchical relationships and carrying significant nanomechanical implications. We introduce a metal nano-printing system combining two-photon lithography, hydrogel infusion-based additive manufacturing and in situ mechanical experiments on 3D nano-architected Ni, achieving ~100 nm critical dimensions, ~10 nm surface roughness, and a broad range of geometries (periodic vs. non-periodic; beam-based vs. shell-based) with superior specific strengths of ~100 MPa·g − 1·cm3 enabled by an unambiguous smaller is stronger size effect. Experiments identify concentrated-porosity regions as primary deformation-initiation sources and quantify their distribution as input for physics-informed, multiscale finite-element simulations that accurately predict size-dependent mechanical properties governed by nanoporosity-driven deformation. This work integrates experimental and computational approaches for the fabrication, characterization, and evaluation of nano- and micro-architected metals for nanotechnology and nanoscale manufacturing systems.",nature_html
Resilient preventive strategies for offshore wind-integrated power systems against typhoons under decision-dependent uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926002606?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-28 00:00:00+00:00,,Hongcai Zhang,,,
Intermediate temperature proton exchange membrane fuel cells: a systematic review of recently electrochemically evaluated materials,https://www.sciencedirect.com/science/article/pii/S0306261926001510?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-28 00:00:00+00:00,,Rakel Wreland Lindström,,,
SOD1 lactylation impair its enzymatic activity by conformational change to aggravate intervertebral disc degeneration,https://www.nature.com/articles/s41467-026-69127-3,,Nature Communications,2026-02-28 00:00:00+00:00,10.1038/s41467-026-69127-3,Changqing Li,,"Lactate accumulation is a hallmark and contributing factor of intervertebral disc degeneration (IVDD), while the role of protein lactylation caused by lactate accumulation in IVDD remains unclear. Via metabolomics, single-cell RNA-sequencing analysis, and lactylation proteomics, we reveal the lactylome landscape in IVDD and identified superoxide dismutase 1 (SOD1) lactylation at lysine 123 (SOD1K123la) as crucial for IVDD aggravation. Using in vitro site-directed mutagenesis, in vivo generation of SOD1K123R mutant male rats, and in silico molecular dynamics simulations, we find that SOD1K123la alters SOD1 conformation and impairs its enzymatic activity, and induces oxidative damage, and activates p53 pathway in nucleus pulposus cells (NPCs). Notably, we identify a small molecule ZL-01 that inhibits SOD1K123la. NPC-targeted delivery of ZL-01 via collagen type II-targeted peptide-modified extracellular vesicles alleviated IVDD in male rats. Together, these findings clarify the mechanism by which SOD1K123la promotes IVDD aggravation and provide a promising therapeutic strategy for IVDD.",nature_html
Sector coupling reimagined: Synthesizing fragmented perspectives into a unified framework,https://www.sciencedirect.com/science/article/pii/S0306261926002023?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-28 00:00:00+00:00,,Erik Delarue,,,
TinyML powered UAV inspection for solar panel monitoring with optimized path planning,https://www.sciencedirect.com/science/article/pii/S0306261926001868?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-02-28 00:00:00+00:00,,Dursun Delen,,,
