title,link,published,source,pub_date
[ASAP] Deazapurine Amide-Bond Synthetases: a New Family of Amide-Bond-Forming Enzymes Driving the Diversity of Peptidyl Deazapurine Natural Products,http://dx.doi.org/10.1021/jacs.5c13285,2025-11-02 13:49:22 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-02 13:49:22+00:00
[ASAP] Disruption of β-Catenin/B-Cell Lymphoma 9 Protein–Protein Interaction Using Heterogeneous Peptidomimetic Foldamers,http://dx.doi.org/10.1021/jacs.5c14279,2025-11-02 17:47:02 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-02 17:47:02+00:00
[ASAP] Molecularly Engineered Co-Phthalocyanine Covalent Organic Frameworks for Efficient Nitric Oxide-to-Ammonia Electroreduction,http://dx.doi.org/10.1021/jacs.5c10404,2025-11-02 17:47:38 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-02 17:47:38+00:00
[ASAP] Nitrogen Subvalency in a Four-Member Redox Series of Iron–Sulfur Cluster Imido Complexes,http://dx.doi.org/10.1021/jacs.5c14036,2025-11-02 17:48:16 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-02 17:48:16+00:00
[ASAP] Metal-Free Catalytic Cross-Coupling of Esters and Boranes,http://dx.doi.org/10.1021/jacs.5c17878,2025-11-02 17:48:45 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-02 17:48:45+00:00
[ASAP] Direct Synthesis of Atomically Smooth Epitaxial PbI2 Nanosheets for Low-Threshold Monolithic Spin Lasers,http://dx.doi.org/10.1021/jacs.5c16455,2025-11-02 17:51:39 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-11-02 17:51:39+00:00
Reducing the carbon footprint of chemistry labs,https://www.nature.com/articles/s41557-025-01988-5,2025-11-03 00:00:00 UTC,Nature Chemistry,2025-11-03 00:00:00+00:00
CO2 sorption in fluorinated non-porous coordination polymers,https://www.nature.com/articles/s41557-025-01982-x,2025-11-03 00:00:00 UTC,Nature Chemistry,2025-11-03 00:00:00+00:00
Ribose at the heart of life,https://www.nature.com/articles/s41557-025-01978-7,2025-11-03 00:00:00 UTC,Nature Chemistry,2025-11-03 00:00:00+00:00
Toward a Sustainable Energy Future Using Ammonia as an Energy Carrier: Global Supply Chain Cost and Greenhouse Gas Emissions,http://pubs.rsc.org/en/Content/ArticleLanding/2025/EE/D5EE05571G,2025-11-03 00:00:00 UTC,RSC - Energy Environ. Sci. latest articles,2025-11-03 00:00:00+00:00
Enhancing multi-carbon product formation by increasing water disordering,https://www.cell.com/chem/fulltext/S2451-9294(25)00417-6?rss=yes,2025-11-03 00:00:00 UTC,Chem,2025-11-03 00:00:00+00:00
Confinement effects on molecular diffusion in zeolites: mechanisms and perspectives,http://pubs.rsc.org/en/Content/ArticleLanding/2025/CS/D5CS00613A,2025-11-03 00:00:00 UTC,RSC - Chem. Soc. Rev. latest articles,2025-11-03 00:00:00+00:00
Powering air travel with jet fuel derived from municipal solid waste,https://www.nature.com/articles/s41893-025-01644-3,2025-11-03 00:00:00 UTC,Nature Sustainability,2025-11-03 00:00:00+00:00
From trash to jet fuel,https://www.nature.com/articles/s41893-025-01675-w,2025-11-03 00:00:00 UTC,Nature Sustainability,2025-11-03 00:00:00+00:00
"Sulfur-containing sustainable polymers: synthetic pathways, degradation mechanisms, and multifunctional applications",https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf475/8313628?rss=1,2025-11-03 00:00:00 UTC,National Science Review Advance Access,2025-11-03 00:00:00+00:00
Inflatable porous organic crystals,https://www.nature.com/articles/s41563-025-02393-6,2025-11-03 00:00:00 UTC,Nature Materials,2025-11-03 00:00:00+00:00
Electromagnetic All-in-One Radiation-Scattering Reconfigurable Intelligent Metasurface,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwaf470/8313642?rss=1,2025-11-03 00:00:00 UTC,National Science Review Advance Access,2025-11-03 00:00:00+00:00
Alzheimer’s decline slows with just a few thousand steps a day,https://www.nature.com/articles/d41586-025-03596-2,2025-11-03 00:00:00 UTC,Nature,2025-11-03 00:00:00+00:00
Twenty years after: scaling relations in oxygen electrocatalysis and beyond,http://pubs.rsc.org/en/Content/ArticleLanding/2025/CS/D5CS00597C,2025-11-03 00:00:00 UTC,RSC - Chem. Soc. Rev. latest articles,2025-11-03 00:00:00+00:00
