title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Financial inclusion and access to clean cooking fuels and technologies under uncertainty in emerging and developing countries,https://www.sciencedirect.com/science/article/pii/S0301421526003824?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Haithem Awijen,,,
Deep learning-based health monitoring and prognostics for nuclear power plants: a systematic review,https://www.sciencedirect.com/science/article/pii/S0306261926009062?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Xuefeng Chen,,,
Spatiotemporal supply-demand matching in residential building rooftop photovoltaics (PV) under climate change: a cross-climate zone assessment,https://www.sciencedirect.com/science/article/pii/S0306261926008640?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Jian Zuo,,,
Energy modeling for a low-carbon future and global decarbonization,https://www.sciencedirect.com/science/article/pii/S0306261926008688?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Muhammad Shahzad Zafar,,,
Wind power forecasting with deep representation: A survey,https://www.sciencedirect.com/science/article/pii/S0306261926007580?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Haibin Zhang,,,
Reconciling fiscal resilience with low-carbon energy goals: Sri Lanka's carbon-aligned fuel pricing,https://www.sciencedirect.com/science/article/pii/S0301421526003927?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,HyeMin Park,,,
Collateral impact: U.S.-China tensions and energy transition in third countries,https://www.sciencedirect.com/science/article/pii/S0301421526003605?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Qianying Chen,,,
Dynamic responses of wind turbines under unwaked and waked conditions,https://www.sciencedirect.com/science/article/pii/S0306261926009098?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Zheng Li,,,
Dynamic palladium catalysis enables chiral amplification toward acyclic Schiff base atropisomers,https://www.nature.com/articles/s41467-026-74668-8,,Nature Communications,2026-06-20 00:00:00+00:00,10.1038/s41467-026-74668-8,Ying He,,"Schiff bases, despite their structural versatility and broad applications, have remained elusive as acyclic atropisomers due to synthetic challenges. Herein, we report a palladium-catalyzed asymmetric N-allylation of diarylmethanimines with allylic precursors, enabling the construction of acyclic Schiff base atropisomers bearing C–C axes. Crucially, dynamic ligand exchange between the imine substrates and the palladium pre-catalyst drives its evolution from a less active to a more reactive species. This self-optimizing system leads to a unique time-dependent enhancement of enantioselectivity up to 96% ee. Experimental and density functional theory studies reveal that substrate-induced reorganization of the catalytic system optimizes the reaction pathway, leading to high yields (up to 83%) and absolute Z stereoselectivity. The method exhibits remarkable functional group tolerance and scalability, and its utility is demonstrated through diverse transformations. This work provides efficient access to previously inaccessible atropisomeric scaffolds and establishes a paradigm of substrate-guided catalyst evolution for asymmetric catalysis.",nature_html
Direction-resolved nanoscale optical imaging with near-nanometer resolution by emerging infrared torsional force microscopy,https://www.nature.com/articles/s41467-026-74654-0,,Nature Communications,2026-06-20 00:00:00+00:00,10.1038/s41467-026-74654-0,Min Ouyang,,"Resolving nanoscale light-matter interactions requires both high spatial resolution and anisotropic sensitivity to in-plane and out-of-plane optical responses. We introduce torsional force microscopy-infrared microscopy, a new optical imaging technique that combines cantilever torsional dynamics with a nonlinear frequency-mixing scheme to map both in-plane and out-of-plane photothermal signals. Using birefringent mica as a model system, we resolve distinct in-plane and out-of-plane vibrational responses and reconstruct the anisotropic strain distribution of nanobubbles, in excellent agreement with simulation. Furthermore, we demonstrate near-nanometer ( ~ 1 nm) spatial resolution in optical imaging of twisted bilayer graphene, enabling site-resolved spectroscopy within individual moiré cells. Energy-dependent imaging further reveals intra-unit cell optical features, highlighting the role of competing physical processes in a moiré lattice modulating its optical properties. By providing a direct, anisotropy-resolved view of nanoscale optical heterogeneities, this emerging infrared torsional force microscopy establishes a powerful platform for probing, understanding, and ultimately engineering light-matter interactions in complex quantum materials.",nature_html
Enhancing current distribution estimation in parallel battery modules using neural network ensembles,https://www.sciencedirect.com/science/article/pii/S0306261926008962?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Limei Wang,,,
Axion electrodynamics in a topologically trivial antiferromagnet,https://www.nature.com/articles/s41467-026-74634-4,,Nature Communications,2026-06-20 00:00:00+00:00,10.1038/s41467-026-74634-4,Christian Binek,,"Axion electrodynamics, originally proposed by Frank Wilczek in the context of high energy physics, can manifest in condensed matter systems as an isotropic linear magnetoelectric (ME) response. Yet, experimental realization of a continuous and purely monopolar ME response has remained elusive. Here, we demonstrate such a response by transforming the topologically trivial antiferromagnet chromia into an isotropic ME medium. Using low-frequency AC ME susceptometry, supported by Monte Carlo simulations, we reveal a monopolar ME response &#x03B1;ij=&#x03B8;&#x03B4;ij"" role=""presentation"">αij=θδij{\alpha }_{{ij}}=\theta {\delta }_{{ij}} resulting from suppressed quadrupolar contributions. The zero crossing of the temperature-dependent θ at 168 K provides direct evidence that the measured isotropic ME response arises from the axion contribution in chromia. These results establish a condensed-matter platform for axion electrodynamics and open pathways toward ME Hall effects, magnetophotovoltaic responses, and monopolar-based devices.",nature_html
Spectrally selective c-Si agrivoltaic modules: Evaluating a new approach,https://www.sciencedirect.com/science/article/pii/S0306261926009207?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Timothy W. Schmidt,,,
A review of electrochemical process-driven recycling and regeneration technologies for lithium-ion batteries,https://www.sciencedirect.com/science/article/pii/S0306261926008263?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Dean Pan,,,
A stochastic simulation framework for EV charging station dynamic pricing with leader-driven dream optimization algorithm,https://www.sciencedirect.com/science/article/pii/S0306261926008998?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,YuanBin Mo,,,
Physics-informed neural networks for wind turbine wake prediction: Constraint hierarchy under varying data density,https://www.sciencedirect.com/science/article/pii/S0306261926008901?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Yong Jiang,,,
Dynamic degradation mechanisms of PEM water electrolysis membrane electrode assembly under multiple operating conditions,https://www.sciencedirect.com/science/article/pii/S0306261926008755?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Depeng Kong,,,
Alleviating energy poverty through grid modernization: Micro-evidence from China's ultra-high-voltage transmission projects,https://www.sciencedirect.com/science/article/pii/S030142152600385X?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Xin Zhao,,,
Steady-state dynamics of an offshore hybrid wind-wave energy conversion system,https://www.sciencedirect.com/science/article/pii/S0306261926008810?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Feifei Cao,,,
Integrated multiscale modeling and coordinated balance-of-plant optimization to maximize vehicle system efficiency in a heavy-duty fuel cell electric vehicle,https://www.sciencedirect.com/science/article/pii/S0306261926009128?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Kyoungdoug Min,,,
How do green certificate and carbon emission trading impact clean energy investment? Evidence from evolutionary game modeling,https://www.sciencedirect.com/science/article/pii/S0301421526003691?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Lei Cheng,,,
Coordinating EV charging among multiple charging service providers under shared transformer constraints: A two-stage framework for capacity allocation and rolling optimization,https://www.sciencedirect.com/science/article/pii/S0306261926008974?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Xiaodan Yu,,,
Electricity generation from retrofitted abandoned oil and gas wells using a geothermal-driven organic rankine cycle,https://www.sciencedirect.com/science/article/pii/S0306261926008500?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Agus P. Sasmito,,,
Adaptive risk-difference-based network pricing for shared energy storage in distribution networks,https://www.sciencedirect.com/science/article/pii/S0306261926009153?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Siyu Ma,,,
Digital twin-driven deep reinforcement learning for coordinated scheduling and state prediction of distributed energy storage clusters,https://www.sciencedirect.com/science/article/pii/S0306261926009049?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Li Zhou,,,
Prediction of high-frequency resistance for automotive PEMFC stacks using a Bayesian-optimized LSTM-XGBoost fusion model,https://www.sciencedirect.com/science/article/pii/S030626192600872X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-20 00:00:00+00:00,,Zixuan Cheng,,,
"How geopolitical risks, green finance, and environmental technologies dynamics shape energy trilemma in BRICS economies?",https://www.sciencedirect.com/science/article/pii/S0301421526003873?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-20 00:00:00+00:00,,Daniel Balsalobre-Lorente,,,
Organic Photovoltaic Cells for Reliable Energy Generation in Deep Space Environments,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73628?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-20 05:30:14+00:00,10.1002/adma.73628,Jianhui Hou,,"ABSTRACT
                  Lightweight, flexible, and capable of high specific power, organic photovoltaic (OPV) cells represent a promising solution for energy generation in deep space. However, their practical operation under such extreme conditions remains in its infancy. Here we reveal that low temperatures reshape the intrinsic energetics and charge dynamics of OPV cells. As temperature decreases, the density of states narrows and the quasi‐Fermi level splitting increases, enhancing the open‐circuit voltage. Yet, the reduced driving force constrains exciton dissociation and charge transport, highlighting the need for next‐generation active layers with enhanced driving forces. Meanwhile, cathode interlayer materials that facilitate charge extraction through interfacial dipole effects demonstrate superior performance at cryogenic temperatures. Flexible OPV cells based on polyimide substrates exhibit remarkable mechanical resilience under such conditions. These findings provide guiding principles for the design of efficient, durable, and adaptable photovoltaic systems for future deep space exploration.",crossref
Tuning Intermediate Adsorption and Interfacial Water Networks via Lattice Strain of NiFe Alloys Boosts Low‐Concentration Nitrate Electroreduction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73761?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-20 05:31:04+00:00,10.1002/adma.73761,Chuanxin He,,"ABSTRACT
                  
                    The electrochemical nitrate‐to‐ammonia reduction (NO
                    3
                    −
                    RR) in low‐concentration neutral media is often hindered by sluggish mass transfer and competitive hydrogen evolution reaction (HER). Herein, we propose a strategy to introduce lattice strain into a Ni catalyst through the co‐evaporation of a small proportion of Fe heteroatoms. According to in situ spectroscopy and theoretical calculations, the strain effect can optimize the
                    d
                    ‐band center of the Ni active sites, thereby modulating the adsorption strength of key intermediates (
                    *
                    NO
                    3
                    −
                    ,
                    *
                    NO
                    2
                    ,
                    *
                    NO) and enhancing the intrinsic activity for NO
                    3
                    −
                    RR. Furthermore, the strained surface can reorganize the interfacial hydrogen‐bond network and modulate the proportion of free water, thereby balancing the supply of active hydrogen (
                    *
                    H) with the suppression of HER. Consequently, NiFe‐T1.4 achieves remarkable NH
                    3
                    Faradaic efficiencies (FE) up to 95.5% and yield rates up to 8.57 mg h
                    −1
                    cm
                    −2
                    in neutral low‐concentration (5–50 m
                    m
                    ) nitrate solutions. Furthermore, NiFe‐T1.4 can also be employed as a cathode in a Zn‐NO
                    3
                    −
                    battery, delivering a high open‐circuit voltage of 1.53 V and a peak power density of 8.10 mW cm
                    −2
                    . This work presents a feasible approach to engineering high‐performance catalysts for nitrate‐to‐ammonia conversion by combining lattice strain and interfacial water management.",crossref
Enthalpy‐Driven Topological Programming of (TPMS)‐Like Carbon Networks,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73743?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-20 05:32:34+00:00,10.1002/adma.73743,Wenhuan Huang,,"ABSTRACT
                  Deterministic control over pore topology remains a central bottleneck in porous carbons, limiting the ability to translate molecular design into predictable electromagnetic attenuation and coupled thermal functions. Herein, we introduce an enthalpy‐driven topological programming paradigm in which the bond‐enthalpy of energetic N‐N’ fragments acts as a quantitative dial to steer self‐propagating reconstruction of coordination frameworks into a continuous sequence of (TPMS)‐like bicontinuous architectures. This programmable topology simultaneously establishes impedance‐matched, multi‐scattering pathways for wave ingress and concentrates heterogeneous interfaces that promote coupled dielectric and magnetic dissipation via vortex‐like magnetic textures and interfacial charge accumulation. As a result, the optimized Co@1,2,3,4‐NC delivers a minimum reflection loss of −53.97 dB with an effective absorption bandwidth of 7.84 GHz at 15 wt% loading. Beyond electromagnetic performance, the same bicontinuous topology suppresses heat transport by intensifying phonon scattering across hierarchical boundaries, enabling an ultralight and hydrophobic aerogel prototype that integrates electromagnetic shielding with thermal insulation. More broadly, bond‐enthalpy‐encoded topology control provides a transferable route to program bicontinuous porous networks across material chemistries, bridging thermodynamic driving forces with topological invariants for multifunctional matter.",crossref
