title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Computation offloading and resource allocation for Mobile edge computing in smart grid,https://www.sciencedirect.com/science/article/pii/S0306261926005222?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Wei Peng,,,
The membrane protein Amuc_1098 from Akkermansia muciniphila alleviates acute pancreatitis via TLR2 signaling and glycerophospholipid metabolism remodeling,https://www.nature.com/articles/s41467-026-71140-5,,Nature Communications,2026-04-18 00:00:00+00:00,10.1038/s41467-026-71140-5,Wei Lin,,"Acute pancreatitis is a complex inflammatory disease with high morbidity and mortality, closely associated with intestinal barrier dysfunction, gut microbiota dysbiosis and abnormal lipid metabolism. Akkermansia muciniphila has been shown to exert beneficial effects on the host via bioactive components such as Amuc proteins. Here, we investigate the effect of Amuc_1098 on acute pancreatitis in mice induced by caerulein combined with lipopolysaccharide or L-arginine. We show that oral administration of Amuc_1098 reduces pancreatic tissue injury and the levels of serum amylase and lipase. Mechanistically, it suppressed NF-κB signaling partially dependent on TLR2, thereby reducing the levels of pro-inflammatory factors (TNF-α, IL-1β, IL-6) and the proportion of macrophages in the spleen, pancreas and intestine, and reversed downregulation of colonic tight junction proteins via TLR2 to protect intestinal barrier function. Amuc_1098 improves disrupted glycerophospholipid metabolism seen in both acute pancreatitis patients and mice. Together, these results suggest that Amuc_1098 alleviates acute pancreatitis severity by exerting anti-inflammatory effects, reducing macrophage infiltration, enhancing colonic tight junction proteins, and regulating intestinal flora and glycerophospholipid metabolism.",nature_html
Deciphering degradation in porous transport layer-based hydrogen‑oxygen PEMFCs: Insights from 6600-cycle operando durability tests,https://www.sciencedirect.com/science/article/pii/S0306261926005155?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Linfa Peng,,,
Standardized framework for techno-economic assessment of heavy-duty vehicles: Insights from a state-of-the-art review,https://www.sciencedirect.com/science/article/pii/S0306261926005350?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Ezio Spessa,,,
Recent advances in wind turbine technologies: a review of innovations and challenges in the last years (2015–2025),https://www.sciencedirect.com/science/article/pii/S0306261926005283?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Ağbulut Ümit,,,
Cholecystokinin coordinates gonadotropin-dependent and independent pathways to orchestrate zebrafish gonadal development,https://www.nature.com/articles/s41467-026-72039-x,,Nature Communications,2026-04-18 00:00:00+00:00,10.1038/s41467-026-72039-x,Guangfu Hu,,"Cholecystokinin (CCK) is established as a critical regulator of teleost gonadal development, functioning not only as a follicle-stimulating-hormone-releasing hormone (FSH-RH) but also stimulating gonadal development through three distinct mechanisms. Specifically, (1) CCK directly activates pituitary lhb transcription via CCKBRb in a specific bi-hormonal subpopulation, and indirectly enhances hypothalamic gnrh3 expression to regulate LH synthesis and secretion. However, CCK’s physiological role in LH regulation requires further investigation, and its effect may involve both direct and indirect mechanisms, including targeting a specific bi-hormonal subpopulation. (2) CCK exerts gonadotropin-independent control over primordial germ cell (PGC) proliferation during embryogenesis, evidenced by significantly reduced PGC numbers in cck1−/−;cck2−/− and cckbrb−/− mutants, a phenotype absent in fshb−/− and lhb−/−;fshb−/− zebrafish. (3) CCK initiates meiosis and maintains gonadal somatic cell survival by suppressing apoptosis; these processes are abrogated in CCK-deficient mutants but remain intact in gonadotropin-deficient lines. Collectively, hypothalamic and peripheral CCK cells regulate gonadal function through gonadotropin-dependent and gonadotropin-independent pathways, respectively, thereby coordinating gonadal development from germline establishment to maturation.",nature_html
Wastewater intelligence predicts the emergence of clinically-relevant and drug-resistant Candidozyma auris at healthcare facilities,https://www.nature.com/articles/s41467-026-71960-5,,Nature Communications,2026-04-18 00:00:00+00:00,10.1038/s41467-026-71960-5,Edwin C. Oh,,"The rapid evolution of antifungal resistance in Candidozyma auris (formerly Candida auris) presents significant challenges for conventional public health surveillance methods, particularly in detecting emergent and highly transmissible drug-resistant variants. Here, using wastewater-based epidemiology tools initially developed during the COVID-19 pandemic, we implement a high-resolution, facility-level early warning system to monitor C. auris infections and resistance patterns. Our evaluation across Southern Nevada demonstrates that upstream sewage monitoring at healthcare facilities provides significant sensitivity (p 90% genomic concordance between 443 wastewater-derived genomes and 2945 clinical isolates. We also detect previously unreported subclades and resistance mutations, including FKS1 Phe635Leu and co-occurring ERG11/FKS1 variants in wastewater samples up to nearly five months before their appearance in clinical settings. Transcriptomic profiling of drug-resistant isolates under antifungal and stress conditions identifies previously uncharacterized adaptation mechanisms, including differential regulation of ribosomal assembly pathways and cell cycle checkpoints. These findings highlight how wastewater intelligence can enhance traditional public health approaches for early detection and monitoring of C. auris outbreaks and antifungal resistance.",nature_html
Magnetic muon measurements and gene-therapy advances win US$3 million Breakthrough prizes,https://www.nature.com/articles/d41586-026-01014-9,,Nature,2026-04-18 00:00:00+00:00,10.1038/d41586-026-01014-9,Zeeya Merali,,,
Superheated steam generation with open hybrid absorption-compression heat pump cycle,https://www.sciencedirect.com/science/article/pii/S0306261926005192?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Zhenyuan Xu,,,
A midbrain circuit for high-fat-food induced conditioned taste aversion,https://www.nature.com/articles/s41467-026-72107-2,,Nature Communications,2026-04-18 00:00:00+00:00,10.1038/s41467-026-72107-2,Hao Wang,,"Conditioned taste aversion (CTA) is a survival mechanism that prevents consumption of harmful foods. Yet its neural circuits, especially those for solid food aversion, are poorly understood. Using a male mouse model where high-fat food (HFF) was paired with LiCl injections, we identified the median raphe region (MRR) as essential for CTA. Optogenetic activation of MRR glutamatergic neurons replaced LiCl injections, inducing robust HFF aversion. Calcium signaling in MRR neurons increased upon HFF approach post-CTA. We uncovered a necessary glutamatergic projection from the medial preoptic area (MPOA) to the MRR; stimulating this circuit mimicked LiCl, to elicit HFF aversion. Following CTA, synaptic changes in MRR neurons included an increased mEPSC frequency and an altered paired-pulse ratio in the MPOAVgluT2-MRR pathway. Finally, MRR projections to the medial septum and lateral habenula differentially encode and retrieve CTA memory. These findings define a circuit for aversion learning, offering insights into maladaptive eating behaviors.",nature_html
Developmental system drift in dorsoventral patterning is linked to transitions to autonomous development in Annelida,https://www.nature.com/articles/s41467-026-71950-7,,Nature Communications,2026-04-18 00:00:00+00:00,10.1038/s41467-026-71950-7,José M. Martín-Durán,,"The Bone Morphogenetic Protein (BMP) pathway is the ancestral signalling system patterning the dorsoventral axis in bilaterally symmetrical animals. However, in Spiralia, a large bilaterian clade including molluscs and annelids, BMP’s axial function varies across species, obscuring the ancestral developmental role of this pathway. Here, we study four annelid species to demonstrate that BMP is ancestrally downstream of ERK1/2 and promotes dorsoventral development in Annelida. Importantly, this signalling hierarchy is lost in annelids that secondarily transitioned to a maternally controlled, unequal cleavage, with some using Activin/Nodal and others relying on BMP to establish dorsoventral polarity only in the head. Unexpectedly, this divergence implies extensive rewiring of downstream targets involved in dorsoventral patterning. Together, our data clarify BMP’s ancestral axial role in Spiralia, uncovering a potential causal link between parallel shifts toward unequal spiral cleavage and the emergence of developmental system drift, a pervasive yet poorly understood phenomenon in animal embryogenesis.",nature_html
A multi-dimensional agrivoltaics rating system for diverse stakeholders and their priorities,https://www.sciencedirect.com/science/article/pii/S0306261926005507?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Esther Magadley,,,
Intensification of wind energy droughts and enhanced spatial co-occurrence across China under future climate scenarios,https://www.sciencedirect.com/science/article/pii/S0306261926005167?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Yan Li,,,
Exploration of non-steady-state impedance behavior for lithium-ion batteries using distribution of relaxation time,https://www.sciencedirect.com/science/article/pii/S0306261926005209?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Xingang Li,,,
Optimizing the capacity of a molten salt thermal energy storage (TES) unit for enhancing the flexibility of a coal-fired power plant,https://www.sciencedirect.com/science/article/pii/S0306261926005301?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Qie Sun,,,
Carrot and stick: A comparative analysis of instruments for accelerating the hydrogen and power-to-X economy,https://www.sciencedirect.com/science/article/pii/S0301421526002302?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-04-18 00:00:00+00:00,,Michael Sterner,,,
An efficient spatial-temporal graph latent diffusion model for regional ultra-short-term wind speed probabilistic forecasting,https://www.sciencedirect.com/science/article/pii/S0306261926005143?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Xijun Ren,,,
Probabilistic electrochemical impedance spectroscopy-based fault diagnosis of solid oxide electrolysis cell systems under variable operating conditions,https://www.sciencedirect.com/science/article/pii/S0306261926005416?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Žiga Gradišar,,,
PVCA: cellular automata and spatiotemporal big data driven framework for solar photovoltaic deployment,https://www.sciencedirect.com/science/article/pii/S0306261926004964?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Xiaohu Yang,,,
"Financing energy communities: Actors, instruments, builders, and ESG ecosystem expectations in Italy",https://www.sciencedirect.com/science/article/pii/S0301421526001801?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-04-18 00:00:00+00:00,,Adriano Bisello,,,
"Global techno-economic assessment of hybrid offshore wind, wave, and solar power",https://www.sciencedirect.com/science/article/pii/S0306261926005325?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Irina Temiz,,,
Integrating hydrogen into a computable general equilibrium model,https://www.sciencedirect.com/science/article/pii/S0306261926004435?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Bob van der Zwaan,,,
Network-cognizant personalized optimization of distributed energy resources: Multi-period offline and online implementations,https://www.sciencedirect.com/science/article/pii/S0306261926005258?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Zhaohao Ding,,,
AutoPV: An intelligent framework for automated design of photovoltaic forecasting models,https://www.sciencedirect.com/science/article/pii/S0306261926005039?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Jinyue Yan,,,
Flexible configuration and multi-objective optimization of multi-energy coupling units considering ammonia energy storage based on hierarchical multi-agent TD3,https://www.sciencedirect.com/science/article/pii/S0306261926005295?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Jian Xue,,,
Integrating bidding data into electricity price forecasting: An interpretable graph representation modeling approach,https://www.sciencedirect.com/science/article/pii/S0306261926004307?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Ning Zhang,,,
State-of-the-art machine learning applications for ship performance modeling: a comprehensive review from design and operation to maintenance and retrofit,https://www.sciencedirect.com/science/article/pii/S0306261926004812?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Wengang Mao,,,
EnergyCEA: A multi-zone dynamic simulation framework to quantify energy determinants and climate sensitivity in plant factories,https://www.sciencedirect.com/science/article/pii/S0306261926004769?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-04-18 00:00:00+00:00,,Tao Lin,,,
