title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,title_zh,abstract_zh
Non-remnant triglyceride-rich lipoproteins due to lipoprotein lipase deficiency increase atherosclerosis in mice,https://www.nature.com/articles/s41467-025-68193-3,Nature Communications,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,"Increased fasting and postprandial triglyceride levels are risk factors for cardiovascular disease (CVD). Partially metabolized triglyceride-rich lipoproteins (TRLs) termed remnants are created when intestinally-derived chylomicrons and liver secreted very low density lipoproteins (VLDLs) interact with lipoprotein lipase (LpL) situated on the luminal surface of capillary endothelial cells. Higher circulating remnant levels have been implicated as the reason for the relationship between TRL levels and CVD. We hypothesized that nascent lipoproteins not only remnants are atherogenic. To test this, we created mice with induced whole-body lipoprotein lipase (LpL) deficiency combined with LDL receptor (LDLR) deficiency. On an atherogenic Western-type diet (WD), male and female mice with induced global LpL deficiency (iLpl-/-) and LDLR knockdown (Ldlrkd) developed hypertriglyceridemia and elevated cholesterol levels; all the increased cholesterol was in chylomicrons or large VLDL. After 12 weeks on a WD, atherosclerotic lesions both in the brachiocephalic artery and the aortic root were more severe in iLpl-/-/Ldlrkd mice than control Ldlrkd mice. Aorta from hypertriglyceridemic mice had changes in the transcriptomes of endothelial cells, macrophages, and smooth muscle cells indicating vascular inflammation. Our data show that intact TRLs contribute to atherosclerosis, explain the association of postprandial lipemia and vascular disease and prove that non-remnant TRLs are not benign.",nature_html,0,,"由于脂蛋白脂脂性脂脂脂脱脂导致非残留三甲基丙烯酸富脂蛋白质,导致小鼠的冠状硬化症增加。","节食率和产后三重血清水平的提高是心血管疾病(CVD)的风险因素。当肠道衍生的曲旋微微微粒和肝秘密的极低密度脂蛋白(VLDLs)与位于毛细内皮细胞光表面的脂蛋白(LpL)脂酶(LPL)相互作用时,部分代谢的三重丙酸富脂脂蛋白(TRLs)(TRLs)含量与CVD(TRLs)含量之间关系的原因被牵连到较高的循环残留水平。我们假设新生的亲脂蛋白不仅有色诱发性。为了测试这一点,我们创造了带有诱发性全体脂蛋白(LLPL)缺乏症的老鼠,与LDLL(LLR)受体(LDLR)缺乏。关于诱发性西方型食物(WD)的雄性和雌性小鼠(WD)。"
A stochastic accommodation rate-constrained robust scheduling for renewable power systems,https://www.sciencedirect.com/science/article/pii/S0306261925020276?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,,,0,,对可再生能源系统进行稳妥的可再生能源系统规划,
Distinct antidepressant therapies act on a common brain network,https://www.nature.com/articles/s41467-025-67945-5,Nature Communications,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,"Depression disorder is a global health crisis, due to its high prevalence. Yet clinical treatments are inadequate. Uncovering the neural correlates of depression remission is a vital step toward developing effective therapies. Using a method termed therapeutic network mapping, we performed secondary analyses on the data of 16 longitudinal experiments and found that the network of the amygdala was commonly modulated by three antidepressant therapies (pharmacotherapy, electroconvulsive therapy, and magnetic seizure therapy). This therapeutic network was i) validated by two independent treatment datasets of patients with depression and a prospective preclinical experiment on male rats, ii) associated with networks of depression-related genes, neurotransmitters, and cognitions, and iii) also the target network of deep brain stimulation and repetitive transcranial magnetic stimulation (rTMS). Finally, a longitudinal rTMS experiment indicated that strengthened therapeutic network connectivity is associated with higher depressant alleviation. Taken together, our findings demonstrate that distinct antidepressant therapies act on a common network with potential targets for developing effective therapies.",nature_html,0,,在共同脑网络上实施独特的抗抑郁疗法法,"抑郁症是全球健康危机,因为其流行率很高。但临床治疗并不充分。发现抑郁症的神经相关反应是发展有效疗法的关键一步。我们使用一种称为治疗网络绘图的方法,对16个纵向实验的数据进行了二级分析,发现阿米格达拉的网络通常由三种抗抑郁疗法(药理疗法、电休克疗法和磁性癫痫疗法)调节。这个治疗网络由两种独立的抑郁症患者治疗数据集和对雄性大鼠的预期临床前实验加以验证。 (二) 与抑郁基因、神经传导器和显形器有关的网络,以及(三) 也得到了两种与抑郁基因、神经传递器和显形有关的网络的验证。 (三) 这个治疗网络由两种独立的抑郁症患者治疗数据集和对雄性大鼠的预期临床实验加以验证。"
The Effective Energy Shift (EfES) algorithm: A non-iterative piece-wise linear method for mapping storage capacity to self-sufficiency and self-consumption,https://www.sciencedirect.com/science/article/pii/S0306261925019713?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,,,0,,"有效的能源转移算法:一种非局部的、从小到小的线性方法,用来测绘储存能力,使其实现自给自足和自消费",
Digital twin-enabled dynamic 4E-S multi-objective optimization framework for intelligent gas turbine operation with flexible loads,https://www.sciencedirect.com/science/article/pii/S030626192501966X?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,,,0,,具有灵活载荷的智能燃气涡轮机操作数字双双双功能动态4E-S多目标优化框架,
Energy performance and outdoor thermal comfort of angular-selective radiative cooling walls in urban canyons: a Monte Carlo based study,https://www.sciencedirect.com/science/article/pii/S0306261925020367?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,,,0,,城市峡谷中三角选择性辐射冷却墙的能源性能和户外热舒适度:蒙特卡洛研究,
A chromosome region linked to neurodevelopmental disorders influences locomotor behavior through sex-specific neural circuits,https://www.nature.com/articles/s41467-025-68047-y,Nature Communications,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,"Biological sex shapes the manifestation and progression of neurodevelopmental disorders (NDDs), however, the underlying mechanisms remains unclear. Hemideletion of the 16p11.2 region (16p11.2 del/+) is associated with NDDs, and 16p11.2 del/+ mice exhibit sex-specific, striatum-related phenotypes relevant to NDDs. In this study, using snRNA-seq, we identify cell type- and sex-specific transcriptomic changes in D1- and D2-spiny projection neurons (SPNs), with greater impact in males. Fiber photometry recordings reveal reduced neuronal activity in the dorsal striatum of 16p11.2 del/+ males, but not females, with D2-SPNs identified as the primary contributors to this reduction. Behaviorally, we utilize conditional genetic approaches and find that selective hemideletion in D2-SPNs, but not D1-SPNs, induces male-specific hyperactivity, whereas cortical hemideletion increases hyperactivity in both sexes. Thus, a locus linked to NDDs acts in distinct striatal circuits, selectively impacting behavior in a sex- and cell type-specific manner.",nature_html,0,,与神经发育紊乱相关的染色体区域影响通过针对性别的神经电路的电动运动器行为。,"16p11.2区域(16p11.2 del/+)与16p11.2区域(16p11.2 del/+)与NDDs相关联,16p11.2 del/+小鼠展示了与NDDs相关联的性别特异性、Striatum相关苯型。在这项研究中,我们利用SnRNA-seq,确定了D1-和D2-Spiny投影神经(SPNs)中细胞类型和性别特异性病理学的变化,对雄性的影响更大。纤维光测记录显示16p11.2 del/+雄性口腔神经活动减少,但女性除外,D2-SPNs被确定为这种减少的主要促成因素。从理论上讲,我们采用有条件的遗传方法,发现D2-SPNs的选择性肝炎,但D1-S1-S。"
Co-production of techno-economic forecasting for energy policy-making,https://www.sciencedirect.com/science/article/pii/S0306261925020380?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,,,0,,共同制作能源决策技术经济预测,
Cycloreversion-enhanced toughness and degradability in mechanophore-embedded end-linked polymer networks,https://www.nature.com/articles/s41467-025-68268-1,Nature Communications,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,"Enhancing the toughness while achieving triggerable degradation in single-network polymer systems without modifying their inherent chemical composition or network architecture remains a significant challenge. Here we demonstrate a smart end-linked polymer network that “self-strengthen” during use yet “self-destruct” upon certain stimuli. Embedding nonscissile cyclobutane-fused tetrahydrofuran mechanophores within the middle of end-linked polymer networks significantly enhances both toughness and degradability. Under mechanical stress, the force-coupled cycloreversion of these mechanophores releases concealed chain segments, enabling single-network materials to exhibit threefold toughness and tenfold tear energies compared to conventional counterparts. Additionally, ball-milling griding of the bulk material unveils acid-sensitive enol ether units, leading to a markedly improved degradation profile under acidic conditions. This dual effect—originating from the force-coupled cycloreversion of cyclobutane-fused tetrahydrofuran mechanophores—provides an ideal combination of superior mechanical performance and on-demand degradability.",nature_html,0,,"在机机组生物组装的与最终相连的聚合物网络中,Cycloreversion-增强坚固性和可降解性","在单一网络聚合物系统中,在不改变其内在化学成分或网络结构的情况下,加强坚硬度,同时在单一网络聚合物系统中实现可触发的降解,但同时又不改变其固有的化学成分或网络结构,这仍然是一个重大挑战。在这里,我们展示了一个智能的、与最终网络聚合物系统中,在使用过程中“自我加强”但在某些刺激上“自我毁灭”的终端相关聚合物网络。在最终联系聚合物网络的中间嵌入了非导弹的环丁烷四氢呋喃四氢植物,大大增强了坚硬性和可降解性。在机械压力下,这些机械机能动物的循环循环化释放了隐藏链段,使单网络材料能够显示与常规聚合物相比的三倍的强度和十倍的撕裂能量。此外,在机械压力下,单网络材料能够显示三倍的强度和十倍的强度。"
Integrated design for underwater thermoelectric generator (TEG) based on fully coupled multiphysics fields analysis method,https://www.sciencedirect.com/science/article/pii/S0306261925020471?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-03 00:00:00 UTC,2026-01-03 00:00:00+00:00,,,,0,,基于充分结合的多物理学实地分析法的水下热电发电机综合设计,
