title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
An adaptive conditional triggered dual-modal graph network for photovoltaic power prediction based on feature enhancement and structure-aware clustering,https://www.sciencedirect.com/science/article/pii/S030626192600807X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Maolin He,,,
LICA: A multi-agent framework for household electricity scheduling under real-time pricing,https://www.sciencedirect.com/science/article/pii/S0306261926007579?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Zhijun Shen,,,
Blue hydrogen and U.S. tax credit policy: An economic assessment of 45Q and 45V incentives under a changing federal policy,https://www.sciencedirect.com/science/article/pii/S0301421526003356?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-06 00:00:00+00:00,,Gregory Upton,,,
"Digital Twins in energy and power systems: architectures, applications, enabling tools, and actionable roadmap for utility-scale implementation",https://www.sciencedirect.com/science/article/pii/S0306261926007816?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Vigna Kumaran Ramachandaramurthy,,,
"A review of energy storage for power system resilience: Functions, metrics, and applications",https://www.sciencedirect.com/science/article/pii/S0306261926007087?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Kyung-bin Kwon,,,
Energy-aware job scheduling for green data centers under uncertainty: A structure-compressed spectral risk control approach,https://www.sciencedirect.com/science/article/pii/S0306261926007890?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Yisen Huang,,,
Study on control strategies of year-end drawdown level in multi-year regulation reservoir under hydro-photovoltaic bundled operation condition,https://www.sciencedirect.com/science/article/pii/S0306261926008093?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Qin Shen,,,
High-resolution siting and sizing of grid-scale energy storage for real-world transmission networks under high renewable penetration: a two-stage metaheuristic approach,https://www.sciencedirect.com/science/article/pii/S0306261926007889?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Jonathan Cullen,,,
Co-optimization of production networks and shared energy storage systems in industrial energy system under uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926007841?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Hua Wang,,,
"Fossil lock-in, resource dependence, and energy transition policy in the Global South",https://www.sciencedirect.com/science/article/pii/S0301421526002156?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-06 00:00:00+00:00,,Cosimo Magazzino,,,
Comprehensive analysis of sidewall-rupture-induced thermal runaway propagation in cylindrical lithium-ion batteries,https://www.sciencedirect.com/science/article/pii/S0306261926007968?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Anup Barai,,,
Inclusive electrification in sub-saharan Africa: Cost–equality trade-offs,https://www.sciencedirect.com/science/article/pii/S0306261926007634?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Ayse Selin Kocaman,,,
A spatially explicit techno-economic framework for assessing co-located floating wind-wave energy farms,https://www.sciencedirect.com/science/article/pii/S0306261926008184?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Victor Ramos,,,
A hybrid neuro-fuzzy deep reinforcement learning framework for non-convex energy system optimization in modern electrified grids,https://www.sciencedirect.com/science/article/pii/S0306261926008251?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Idriss Dagal,,,
Medium and long-term electricity demand forecasting for India – Incorporating EV charging and space cooling impacts,https://www.sciencedirect.com/science/article/pii/S030626192600721X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Rangan Banerjee,,,
A knowledge-embedded reinforcement learning framework for energy management of planned integrated energy systems,https://www.sciencedirect.com/science/article/pii/S0306261926008044?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-06 00:00:00+00:00,,Shihao Zhao,,,
