title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Anterior and posterior retrosplenial cortex form distinct visuospatial circuits in the mouse,https://www.nature.com/articles/s41467-026-70762-z,,Nature Communications,2026-03-25 00:00:00+00:00,10.1038/s41467-026-70762-z,Vincent Bonin,,"The retrosplenial cortex (RSC) integrates sensory and mnemonic information to support spatial orientation and navigation, yet how visuospatial processing differs across its subregions remains unclear. Here, we combined cellular imaging in navigating mice with brain-wide anatomical input tracing to characterize how multimodal sensory and positional signals are integrated along the anterior–posterior axis of dorsal RSC. We identified consistent differences between anterior and posterior subregions in both functional response properties and long-range connectivity. Anterior RSC neurons displayed sharper and more reliable position tuning during tactile-cued navigation and preferential sensitivity to fast, low–spatial-frequency visual motion. In contrast, posterior RSC neurons showed broader position selectivity, stronger responses to slow, high–spatial-frequency visual patterns, and enhanced tuning in visually immersive virtual environments. Consistent with these differences, anterior RSC received denser projections from motor, somatosensory, and parietal areas, whereas posterior RSC received stronger input from primary and posteromedial visual cortices. Together, these findings identify an anterior–posterior functional gradient in RSC, with subregions differing in how they integrate sensory and positional signals during navigation.",nature_html
"Who let the wolves in? Genetic record for domestic dogs pushed back by 5,000 years",https://www.nature.com/articles/d41586-026-00900-6,,Nature,2026-03-25 00:00:00+00:00,10.1038/d41586-026-00900-6,Ewen Callaway,,,
A guide to the Nature Index,https://www.nature.com/articles/d41586-026-00427-w,,Nature,2026-03-25 00:00:00+00:00,10.1038/d41586-026-00427-w,,,,
‘Grade inflation’ hits PhD students. What’s behind the increase?,https://www.nature.com/articles/d41586-026-00952-8,,Nature,2026-03-25 00:00:00+00:00,10.1038/d41586-026-00952-8,Mariana Lenharo,,,
Inactivating SnRK1β1A promotes broad-spectrum disease resistance in rice,https://www.nature.com/articles/s41586-026-10273-5,,Nature,2026-03-25 00:00:00+00:00,10.1038/s41586-026-10273-5,You-Liang Peng,,"Rice is a staple crop for more than half of the world’s population, and its sustainable production is vital to ensure global food security. However, rice is susceptible to several devastating fungal diseases1, including blast disease caused by Magnaporthe oryzae, sheath blight by Rhizoctonia solani, false smut by Ustilaginoidea virens, brown spot by Bipolaris oryzae, bakanae by Fusarium fujikuroi and head blight by Fusarium graminearum. The mechanisms underlying the susceptibility to these fungal diseases remain unclear. Here we report that the β subunit of SnRK1, SnRK1β1A, confers broad-spectrum susceptibility to these fungal diseases. Our findings show that diverse rice fungal pathogens have convergently evolved an effector-like protein, Gas2, which interacts with SnRK1β1A to prevent its ubiquitination-mediated degradation and promotes its nuclear translocation. SnRK1β1A is markedly induced on fungal infection, promoting susceptibility by inhibiting SnRK1α1, an α subunit of SnRK1 known to positively regulate broad-spectrum resistance in rice2. Notably, rice lines with disrupted SnRK1β1A are resistant to several fungal diseases without compromising growth and yield in the field under normal farming conditions. This study demonstrates that broad-spectrum disease resistance in crops can be achieved by disrupting inducible susceptibility genes whose encoded proteins are targeted by effectors conserved across several pathogens.",nature_html
Testosterone promotes growth of a type of brain tumour in young boys,https://www.nature.com/articles/d41586-026-00638-1,,Nature,2026-03-25 00:00:00+00:00,10.1038/d41586-026-00638-1,Najla Kfoury-Beaumont,,,
Pilot project paves way to storing CO2 underground as minerals in arid countries,https://www.nature.com/articles/d41586-026-00635-4,,Nature,2026-03-25 00:00:00+00:00,10.1038/d41586-026-00635-4,Juliane Weber,,,
The surprising science behind red-light therapy — and how it really works,https://www.nature.com/articles/d41586-026-00878-1,,Nature,2026-03-25 00:00:00+00:00,10.1038/d41586-026-00878-1,Lynne Peeples,,,
Sock. Something. Um.,https://www.nature.com/articles/d41586-026-00614-9,,Nature,2026-03-25 00:00:00+00:00,10.1038/d41586-026-00614-9,Daniel Roop,,,
Geopolitical tensions are leading China to rethink research collaboration,https://www.nature.com/articles/d41586-026-00426-x,,Nature,2026-03-25 00:00:00+00:00,10.1038/d41586-026-00426-x,Futao Huang,,,
