title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Sustainable recycling of Lithium-ion batteries: A perspective on emerging technologies toward entire cell regeneration,https://www.sciencedirect.com/science/article/pii/S0306261926003946?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Xianxia Yuan,,,
Towards cost-optimal joint electricity-computation management: A novel predict-then-optimize framework,https://www.sciencedirect.com/science/article/pii/S0306261926003867?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Zhao Xu,,,
Cell-type-specific immune programs orchestrate spatial defense in the Arabidopsis leaf epidermis,https://www.nature.com/articles/s41467-026-70843-z,,Nature Communications,2026-03-21 00:00:00+00:00,10.1038/s41467-026-70843-z,Yangdou Wei,,"Sessile plants rely on individual cells to perceive pathogens and coordinate defense. Guard cells (GCs), best known for regulating stomatal aperture, have poorly understood intrinsic immune roles. Here, we integrate single-cell and spatial analyses of Arabidopsis thaliana leaves infected with diverse phytopathogens, combining live and fixed imaging of transgenic immune reporters with single cell transcriptomic data. Powdery mildew infection triggers strong salicylic acid (SA) biosynthesis and transport in pavement cells, spreading to neighboring uninfected cells. In contrast, GCs fail to activate SA biosynthesis or SA-responsive genes. These cell-type-specific immune programs distinguishing GC and pavement cells are conserved across infections by the hemibiotrophic fungus Colletotrichum higginsianum and the bacterial pathogen Pseudomonas syringae. Despite impaired SA signaling and response, GCs display rapid calcium influx and pronounced reactive oxygen species bursts, transmitting immune signals to adjacent pavement cells via the apoplast. Notably, GCs are incompatible with adapted fungal pathogens and underwent hypersensitive cell death. Together, these findings uncover distinct immune programs among epidermal cell types, highlight GC-autonomous defense mechanisms, and provide a framework for understanding spatial immune coordination in plants.",nature_html
In vivo metabolic tagging and targeting of circulating red blood cells,https://www.nature.com/articles/s41467-026-71013-x,,Nature Communications,2026-03-21 00:00:00+00:00,10.1038/s41467-026-71013-x,Hua Wang,,"Engineering red blood cells (RBCs) has been widely explored for drug delivery, imaging, vaccination, and other applications. However, effective strategies to directly engineer RBCs in vivo are still lacking. Here, we report successful metabolic glycan labeling of RBCs in vivo. We demonstrate that systemically administered azido-sugars can metabolically label circulating RBCs with azido groups, through labeling of both mature RBCs and RBC precursor cells. The surface azido tags on RBCs can persist for over 42 days in female mice (nearly the lifespan of RBCs), while tags on leukocytes decay to negligible levels within 3 days. Azido-labeled RBCs can covalently capture dibenzocyclooctyne-bearing cargos in vivo via click chemistry, extending cargo circulation from hours to over 35 days. This RBC tagging and targeting technology can improve fluorescence imaging of blood vessels, enable long-term MRI of brain vasculatures with a single gadolinium dose, and improve the pharmacokinetics of drugs.",nature_html
Supercurrent-controlled spontaneous ferromagnetism of magnetic impurities in a spin-orbit-coupled superconductor,https://www.nature.com/articles/s41467-026-70968-1,,Nature Communications,2026-03-21 00:00:00+00:00,10.1038/s41467-026-70968-1,Yihua Wang,,"Conventional superconductors disfavor ferromagnetism because the supercurrent-carrying electrons are paired into anti-parallel spin singlets. Consequently, ferromagnetic coupling between localized moments through the charge carriers is absent in s-wave superconductors. However, Rashba-type spin-orbit coupling (SOC) can profoundly alter the interaction between the charge carriers and localized spins. Here, we report long-range ferromagnetic order among the impurity moments on the surface of an s-wave SOC superconductor, Fe(Se, Te). We employ scanning superconducting quantum interference device microscopy and find suppressed vortex states but spontaneous magnetic domains in the superconducting state. Homogeneous remanent flux patterns are induced by applying supercurrents through the sample. The patterns are consistent with anomalous edge and bulk supercurrents generated by long-range in-plane magnetization related to the magneto-electric effect intrinsic to a Rashba superconductor. The anomalous supercurrents occur above a bias current threshold and follow hysteresis loops reminiscent of those of a ferromagnet. Surprisingly, the magnetic switching (super)current density is three orders of magnitude less than that in a ferromagnetic metal with SOC. These observations suggest an emergent ferromagnetic impurity state in a Rashba superconductor, which can be controlled by applying supercurrents.",nature_html
X-ray preactivated reversible persistent luminescence enables photodynamic immunotherapy of deep tumors,https://www.nature.com/articles/s41467-026-71028-4,,Nature Communications,2026-03-21 00:00:00+00:00,10.1038/s41467-026-71028-4,Mingyu Chen,,"Persistent luminescence is a promising approach for photodynamic therapy (PDT) in deep-seated tumors, as it provides sustained light within tissues, eliminating the need for continuous external illumination. However, the uncontrollability of light within the body complicates precise spatiotemporal regulation. In this study, we report X-ray preactivated elimusertib-loaded tumor-targeted photodynamic nanoparticles (ETPNs), featuring reversible “on-off” afterglow properties. The excellent afterglow properties of X-ray-activated porous NaYF4:Er@NaGdF4 persistent luminescence nanoparticles enable the continuous activation of chlorin e6 (Ce6) to generate reactive oxygen species (ROS), leading to DNA damage. The integration of elimusertib potentiates ROS-induced DNA damage and activates the cGAS-STING pathway, thereby enhancing immuno-photodynamic therapeutic efficacy. All in vivo experiments were conducted using female mice. Our findings highlight the potential of ETPNs to advance the therapeutic landscape for deep-seated tumors, offering a robust and controllable platform for combined immuno-photodynamic therapy.",nature_html
Analysis of operating condition parameters induced gas crossover phenomenon in proton exchange membrane fuel cells: A review,https://www.sciencedirect.com/science/article/pii/S0306261926003673?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Mingshu Bi,,,
"First-principles perspectives on BiVO4 photocatalysis: electronic structure, facet anisotropy, and interface engineering",https://www.sciencedirect.com/science/article/pii/S0306261926003582?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Wenxiang Liu,,,
"Toward intelligent energy management for fuel cell hybrid electric vehicles: Advances in topologies, perception, decision, and connected systems",https://www.sciencedirect.com/science/article/pii/S0306261926003326?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Dexiang Zhang,,,
Conversion of waste micro/nano plastics into carbon materials: A new trend for renewable energy and environmental applications,https://www.sciencedirect.com/science/article/pii/S0306261926003429?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Wei-Hung Chiang,,,
Optimisation and economic assessment of liquid air energy storage integrated with nuclear and wind power,https://www.sciencedirect.com/science/article/pii/S0306261926003818?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Yulong Ding,,,
Proton transfer regulated photocured robust room-temperature phosphorescence from naphthalimide,https://www.nature.com/articles/s41467-026-70999-8,,Nature Communications,2026-03-21 00:00:00+00:00,10.1038/s41467-026-70999-8,Yuhua Dai,,"Photocured room-temperature phosphorescence (RTP) materials have considerable potential applications but are rarely reported. Here, we reported photocured RTP materials from naphthalimide, which simultaneously acts as RTP chromophore and photo-initiator. Specifically, naphthalimide generates radicals to polymerize acrylic acid and acrylamide upon UV irradiation. The resulting naphthalimide is tightly restricted in in-situ formed crosslinked matrix to achieve robust RTP (τp = 389.58 ms, φp = 17.83%, water and organic solvents resistance). Significantly, carboxyl can bind onto lone-pair electrons of tertiary amine in naphthalimide through proton transfer hydrogen-bonds (PTHBs), inhibiting nonradiative decay of S1 induced by photoinduced electron transfer (PET); increasing spin-orbit coupling (SOC) to promote intersystem crossing (ISC); cooperating with intermolecular hydrogen-bonds afford rigid microenvironment to stabilize triplet excitons. Moreover, afterglow colors are continuously tuned after loading different mass RhB via energy transfer. The as prepared materials are used as RTP inks for fabricating 3D printing and photopatterning for anti-counterfeiting and information encryption applications.",nature_html
"Eco-friendly energy management strategy for turbo-electric eVTOLs: Coupling fuel economy, battery health and life-cycle emissions via improved TD3",https://www.sciencedirect.com/science/article/pii/S0306261926003764?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Jiqiang Wang,,,
Optimization of hydrogen supply operations for decarbonizing energy-intensive industries: A multi-timescale rolling horizon approach,https://www.sciencedirect.com/science/article/pii/S0306261926003843?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Daniel F. Silva,,,
Beyond labels: Bayesian and causal heat pump disaggregation from unlabeled smart meter data,https://www.sciencedirect.com/science/article/pii/S0306261926003363?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Marino Marrocu,,,
Exploring the Demand Response Potential of Liquid-Cooled Data Centers,https://www.sciencedirect.com/science/article/pii/S0306261926003314?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Xueyong Tang,,,
Blockchain and double auction for credible and efficient voluntary carbon market,https://www.sciencedirect.com/science/article/pii/S0306261926003715?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,H. Oliver Gao,,,
Techno-economic optimization of hybrid steam-electric energy systems with excess heat utilization and reserve market participation,https://www.sciencedirect.com/science/article/pii/S0306261926003752?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-03-21 00:00:00+00:00,,Hanne Kauko,,,
Activation of l-histidine biosynthesis as a new antibiotic strategy against Mycobacterium tuberculosis,https://www.nature.com/articles/s41467-026-70510-3,,Nature Communications,2026-03-21 00:00:00+00:00,10.1038/s41467-026-70510-3,Luiz Pedro S. de Carvalho,,"The increasing prevalence of antimicrobial resistance is an important challenge that warrants new approaches to antibiotic development. Currently, all antibiotics inhibit biological processes. To explore whether activation of a biochemical pathway can elicit bactericidal effects we engineered variants of Mycobacterium tuberculosis ATP-phosphoribosyltransferase (ATP-PRT) that are resistant to allosteric inhibition by l-histidine, leading to supraphysiological activation of ATP-PRT and l-histidine overproduction. Upregulation of L-histidine biosynthesis significantly reduces the growth of M. tuberculosis in culture and causes a loss of fitness owing to nutrient and energy depletion. Moreover, the expression of allosteric variants in M. tuberculosis significantly reduced infections in human macrophages and in a mouse model of infection. Thus, metabolic activation represents a new mycobactericidal mechanism that could be applied to antimycobacterial drug discovery.",nature_html
