title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,title_zh,abstract_zh
Liquid photonic-molecule microlasers for ultrasensitive biosensing,https://www.nature.com/articles/s41467-026-69840-z,Nature Communications,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,"Droplet microlasers, as promising tools for biophotonics and biomedical sciences, have witnessed rapid advances due to their flexible reconfigurability, high sensitivity to stimuli, and label-free biosensing ability. However, designing these biosensors with simultaneously critical properties of low lasing threshold, high spectral purity, and ultimate sensitivity remains challenging. Here, we propose a versatile strategy to build liquid photonic molecules (LPMs) that combine all these features in a single device. We find that through tailoring the spectral Vernier overlap in size-mismatched droplets, this device enables single-mode lasing with a low threshold of ~610 nJ mm−2. The LPM lasers are engineered for dynamic tunability using a molecular isomerization strategy, which induces spectral mode hopping and thus yields a nearly ten-fold enhancement in spectral sensitivity over single droplets. Moreover, by leveraging the self-referenced intensity response of the LPM lasing modes, we demonstrate a three-orders-of-magnitude enhancement in biomolecular sensing, with a detection limit of 30 aM and a dynamic range spanning nine orders of magnitude. Our work offers exciting prospects for bio-integrated liquid sensors in diverse applications.",nature_html,0,,用于超敏感生物遥感的液体光分子分子微型激光器,"液滴微激光器作为生物光谱学和生物医学的极有前景的工具,由于其灵活的可调和性、对刺激性高度敏感和无标签的生物遥感能力,取得了迅速的进展。然而,设计这些生物传感器的同时具有低层阈值、高光谱纯度和终极灵敏度等关键特性的生物传感器仍然具有挑战性。在这里,我们提出了一个多功能战略,将所有这些特性结合到一个单一装置中。我们发现,通过调整光谱光谱维力重叠的尺寸相近滴子,这一装置能够使单模式光束以~610 nJmm-2的低阈值进行,利用分子立构战略为动态金枪鱼设计LPM激光,从而产生光谱。"
Thin film lithium niobate on sapphire for integrated mid-infrared modulator,https://www.nature.com/articles/s41467-026-69880-5,Nature Communications,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,"The mid-infrared spectrum, spanning from 3 to 14 µm, holds great promise for molecular spectroscopy and free space optical communication, benefiting from strong molecular absorption and reduced atmospheric attenuation. While progress in MIR photonics has accelerated due to improved sources and detectors, integrated low-loss, high -performance modulators remain limited. In order to address this gap, we demonstrate a broadband, high speed lithium niobate on sapphire Mach Zehnder electro optic modulator operating from 3.95 to 4.5 µm. The device shows a 3 dB bandwidth above 20 GHz, 17 dB extinction ratio, and Vπ L = 22 V ⋅ cm, with optical output power at the half milliwatt level. We demonstrate 10 Gbit s−1 data transmission and a 70 GHz broad frequency comb, uniquely combining integration, low propagation loss, extinction ratio and high-speed operation.",nature_html,0,,用于综合中红外综合调制导器的蓝宝石上的丁胶胶片锂硝酸盐,"中红外频谱范围从3微米到14微米不等,对分子光谱学和自由空间光学通信大有希望,受益于强烈的分子吸收和大气衰减。虽然由于源和探测器的改进、集成低损失、高性能调制器仍然有限,MIR光子的进展加快了,但是由于源和探测器的改进,集成低损、高性能调制器的进展仍然有限。为了缩小这一差距,我们在蓝宝石Mach Zehnder电子光导调器上展示了宽带、高速锂硝酸盐,从3.95微米到4.5微米运行。该设备显示3dB带宽超过20千兆赫,17dB灭绝率,VL=22千厘米,光输出功率在半毫瓦特水平上。我们展示了10千位S-1数据传输和70千兆赫宽频波束,特别结合,La。"
Energy-system optimization for hydrogen-based green steel production from medium-grade iron ore,https://www.sciencedirect.com/science/article/pii/S0306261926002151?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,,,0,,利用中品级铁矿石生产氢基绿色钢的能源系统优化,
Small heterodimer partner protects against osteoarthritis by inhibiting IKKβ/NF-κB-mediated matrix-degrading enzymes in chondrocytes,https://www.nature.com/articles/s41467-026-69864-5,Nature Communications,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,"Osteoarthritis (OA), characterised by cartilage destruction, is the most common degenerative joint disease. However, no effective disease-modifying OA therapy is currently available. Herein, we report orphan nuclear receptor small heterodimer partner (SHP, NR0B2) as a novel catabolic regulator of OA pathogenesis. NR0B2 expression was markedly downregulated in cartilage from patients with OA. Global or chondrocyte-specific Nr0b2 deletion in male mice exacerbated OA-related pain and structural changes following surgical destabilization of the medial meniscus, accompanied by increased matrix metalloproteinase (MMP)-3 and MMP-13 expression in chondrocytes. Conversely, adeno-associated virus-mediated Nr0b2 overexpression in knee joints of male mice protected against accelerated knee OA caused by Nr0b2 deficiency. Mechanistically, NR0B2 inhibited IKKβ kinase activity via IKK complex interaction, downregulating NF-κB signalling. Our results demonstrate that NR0B2 has a chondroprotective role in OA progression by regulating matrix-degrading enzymes in an IKKβ/NF-κB-dependent manner, and gene therapy targeting Nr0b2 may be a promising therapeutic strategy for OA.",nature_html,0,,"小异丁二烯伙伴通过抑制磷酸酯中的IKKβ/NF-NF-NF-NF-NF-NF-NF-NF-NF-B调解的基质降解酶酶,防止骨髓炎。","以软骨破坏为特征的骨髓炎(OA)是最常见的变性联合疾病,其特点是软骨损伤,是最常见的变性联合疾病,然而,目前没有有效的对疾病进行治疗的OA疗法,因此,我们在报告中报告,孤儿核受体受体小型异血二二体伙伴(SHP, NR0B2)是OA病发病的新型代谢调节器。 NR0B2 的表情明显下调,来自OA病人的软骨管明显下调。 全球或堂化细胞特有的Nr0b2 雄性小鼠的切除与OA有关的疼痛和结构变化加剧,因为中脊膜膜炎外科手术不稳定,同时在铬化细胞中增加了基质金属蛋白酶(MMP)-3和MMP-13表达。相反,在雄性小鼠的膝关关关口部防范加速膝盖OA导致的与病毒有关的直径过量(N0b2)。"
Pattern-enhanced Resonant Soft X-ray Scattering for Operando monitoring of electrochemical solid-liquid interfaces,https://www.nature.com/articles/s41467-026-69852-9,Nature Communications,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,"Unveiling interfaces at sub-nanometer scales is essential for advancing the understanding of complex chemical transformations. However, characterizing solid-liquid interfaces with high dimensional sensitivity and temporal resolution remains challenging, due to their dynamic nature and inaccessibility by conventional probes. Here we present an approach, Pattern-enhanced Resonant Soft X-ray Scattering, to overcome the challenges. Rooted in a “sample-as-optics” philosophy, this technique utilizes precisely engineered line-grating nanopatterns to modulate near-field X-ray illumination, coherently enhancing scattering signals from the line-gratings. We implement the method using Ni line-grating nanopatterns in electrochemical water oxidation. The periodic nanostructures serve as diffractive optical elements to reveal the Ni oxidation gradients and structural dynamics at the electrode-electrolyte interfaces. Finite-element simulations corroborate the observed trends by modeling variations in compositions and structures during electrocatalysis. Through integrating advanced sample design with coherent wave nature of soft X-rays, our approach opens accessible pathways to operando exploring chemical evolution and sub-nanometer dimensional variations simultaneously in electrochemical systems. This non-destructive method is efficient and element-specific, making it valuable for probing chemical and dimensional dynamics with appropriate modeling.",nature_html,0,,用于对电化学固体-液体界面进行操作监测的软X射线散射,"然而,由于固体液态界面具有高维敏感度和时间分辨率的特性,由于这些界面的动态性质和常规探测器无法进入,因此仍然具有挑战性。在这里,我们提出了一个方法,即 "" 模式增强的Resonant Soft X射线散射 "",以克服挑战。这一技术根植于 "" 光学样本 "" 理念,利用精确设计的线性纳米板来调节近场X射线照明,并一致加强线性引线仪的散射信号。我们在电化学水氧化中采用“尼线调整纳米模型”的方法。定期的纳米结构作为分辨选择。"
Aboveground seasonal energy storage: comparative analysis of hydrogen and its derivatives,https://www.sciencedirect.com/science/article/pii/S0306261926001972?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,,,0,,地面表面季节性能源储存:氢及其衍生物的比较分析,
Coordination of community energy storage system and prosumers for FCAS via battery modular management and capacity rental,https://www.sciencedirect.com/science/article/pii/S0306261926002059?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,,,0,,"通过电池模块式管理和能力租赁,协调社区能源储存系统和FCAS的收费单",
“The influence of electrification scenarios in road transport on the climate targets”,https://www.sciencedirect.com/science/article/pii/S0306261926000875?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,,,0,,“公路运输电气化情景对气候目标的影响”,
Hybrid power purchase agreements for flexible 24/7 Energy delivery – A comprehensive review of current practices and research pathways,https://www.sciencedirect.com/science/article/pii/S0306261926001613?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,,,0,,灵活24/7/24/7的混合购买电力协议 能源交付 -- -- 全面审查目前的做法和研究途径,
Pattern-aware transformer for SOC estimation in IoT-based battery management systems: Toward energy-efficient and interpretable modeling,https://www.sciencedirect.com/science/article/pii/S0306261926001595?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-21 00:00:00 UTC,2026-02-21 00:00:00+00:00,,,,0,,IoT电池管理系统中SOC估计SOC的变压器:实现节能和可解释的模型化,
