title,link,published,source,pub_date
[ASAP] An N-Alkylpyridinium-Substituted Cyanine Platform for Constructing Renal-Clearable Near-Infrared Fluorogenic Probes,http://dx.doi.org/10.1021/jacs.5c19142,2025-12-14 13:55:35 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 13:55:35+00:00
[ASAP] Rational Nanoarchitecturing of Coinage Metals via Kinetically Controlled Mass-Limited Reaction with EGaIn Nanoparticles,http://dx.doi.org/10.1021/jacs.5c10684,2025-12-14 17:48:52 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 17:48:52+00:00
[ASAP] A Perspective on Balancing the Costs and Performances of Organic Electronics in 21st Century Academic Research,http://dx.doi.org/10.1021/jacs.5c06878,2025-12-14 17:49:28 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 17:49:28+00:00
[ASAP] Correction to “DNA G-Quadruplex and i-Motif Structure Formation Is Interdependent in Human Cells”,http://dx.doi.org/10.1021/jacs.5c21080,2025-12-14 18:04:30 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 18:04:30+00:00
[ASAP] Metal–Organic Framework Nanopores Identify Single Monomer Mutation on Synthetic Polymer Chain,http://dx.doi.org/10.1021/jacs.5c18370,2025-12-14 18:04:56 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 18:04:56+00:00
[ASAP] Controlled Self-Immolative Release of β-Lapachone via an Optimized para-Hydroxybenzyl Linker for Targeted Pancreatic Cancer Therapy,http://dx.doi.org/10.1021/jacs.5c17598,2025-12-14 18:05:21 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 18:05:21+00:00
[ASAP] Electrostatic Coassembly of Coiled-Coil Peptide Bundlemers with Complementary Charges into Porous 2D Lattices,http://dx.doi.org/10.1021/jacs.5c13727,2025-12-14 18:51:39 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 18:51:39+00:00
[ASAP] Mechanistic Insights into the In Situ Restructuring of Coordinated Copper in Postmetalated MOFs for Photocatalysis,http://dx.doi.org/10.1021/jacs.5c18407,2025-12-14 19:01:02 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 19:01:02+00:00
[ASAP] CO2 Unlocks Reactivity: Boryl Silyl Ketene Acetals Enable Mild and Direct C═C Bond Cleavage,http://dx.doi.org/10.1021/jacs.5c16770,2025-12-14 19:23:10 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 19:23:10+00:00
[ASAP] Covalent Drug Binding in Live Cells Monitored by Mid-Infrared Quantum Cascade Laser Spectroscopy: Photoactive Yellow Protein as a Model System,http://dx.doi.org/10.1021/jacs.5c14498,2025-12-14 19:49:03 UTC,Journal of the American Chemical Society: Latest Articles (ACS Publications),2025-12-14 19:49:03+00:00
